Dataset,Data,Frequency,unique_id,Horizon,stationarity,heteroskedasticity,NBEATS,NLinear,KAN,MLP,DLinear,SeasonalNaive,ADE,ADE(UID),MLpol,MLpol(UID),MLewa,MLewa(UID),MLprod,MLprod(UID),BOA,BOA(UID),OGD,OGD(UID),FS,FS(UID),Ridge,Ridge(UID),LossOnTrain,LossOnTrain(UID),BestOnTrain,BestOnTrain(UID),EqAverage,EqAverage(UID),Windowing,Windowing(UID),BLAST,BLAST(UID)
monash_m1_monthly,m1,Monthly,T000010,overall,Non-stationary,Heteroskedastic,1.1652740472037415,1.028890653412161,2.267451464118673,2.4234127286479477,2.066571186885448,4.037448095951098,1.8619471556485354,1.8619471556485354,2.302015149042459,1.4728180492749001,2.2436941911594053,1.4821808343870768,2.270398791069575,1.3780054179325214,2.2593561700515057,1.4402217030905518,1.4059545909570639,1.2617905735053605,1.2802338813166,1.1652740472037415,2.0810767073796534,2.045115727958915,1.880833333260629,1.880833333260629,2.267451464118673,1.1652740472037415,1.8991135925577178,1.8991135925577178,1.7770481642867257,1.3055599794673147,1.1652740472037415,2.267451464118673
monash_m1_monthly,m1,Monthly,T000011,overall,Stationary,Homoskedastic,1.4579723124599278,1.2129028585167771,0.888742268647147,0.6990549102372302,0.9534028424877111,1.4848258174823683,0.9130831078966146,0.9130831078966146,0.7944257394202515,0.7656962771849016,0.8754581327392335,0.7544828105331043,0.8411509259440406,0.7252094721551077,0.8287973185443128,0.7230593816430617,0.9121510511426714,0.8266743757763677,1.037936856165847,0.9533984126836298,0.9118609816518187,0.8735790400455874,0.9095377823617055,0.9095377823617055,0.888742268647147,0.888742268647147,0.9366245351570844,0.9366245351570844,0.7389038520042185,0.7294862209531588,1.4579723124599278,0.888742268647147
monash_m1_monthly,m1,Monthly,T000012,overall,Non-stationary,Homoskedastic,1.0471183804951998,1.0178741915108642,1.1468315500252653,1.1874762064173827,1.316657642748863,1.0125063163213748,1.1274578876334027,1.1274578876334027,1.1558391013657396,1.183779219635519,1.146707540818717,1.1722770618579472,1.1506715594479007,1.1444169568443912,1.151093867597422,1.1450207226706959,1.1009429205795709,1.1121517385548512,1.0822061163045311,1.3131776094850376,1.1384462891685143,1.141152279069209,1.1279794804259655,1.1279794804259655,1.1468315500252653,1.1468315500252653,1.125191902475998,1.125191902475998,1.1505454019221222,1.2281574154497383,1.0471183804951998,1.316657642748863
monash_m1_monthly,m1,Monthly,T000013,overall,Stationary,Heteroskedastic,1.9534485709911196,2.705703902555204,2.2882631826069204,2.52697248392365,2.6095774922595347,2.252458235514273,2.2400641592294788,2.2911986125006494,2.3411652484114707,2.2245608596411595,2.2952917072064403,2.1659055499957365,2.314743195977663,2.0021026102414057,2.321442500839247,2.1022584594549545,2.5440809645279563,2.3727216454254108,2.3953749858233246,2.2562280791738965,2.330373909837659,2.5212048821403017,2.225272375575718,2.299905770987379,2.2882631826069204,1.9534485709911196,2.2562280791738965,2.315805218717748,2.1545273503037996,2.308278813828884,1.9534485709911196,1.9534485709911196
monash_m1_monthly,m1,Monthly,T000014,overall,Stationary,Heteroskedastic,1.8100347435723854,1.8451723358752963,0.544673915420198,1.1084421812910286,1.1949302767709322,1.4403250935141327,1.1705760520649366,1.3984525675035029,0.6325337703635208,1.146885292924841,0.586421025487682,1.5600713875152519,0.5975068222453488,1.70977601431028,0.644024036987382,1.5822414734839751,1.2769937917334784,1.4469729193007221,1.587883086912903,1.8451723358752963,0.6367644702034359,0.8602389273682666,1.1473197616807551,1.3760241895871845,0.544673915420198,1.8100347435723854,1.138504179224808,1.384080897419564,1.6837484809701566,1.7555093813796323,1.8100347435723854,1.8100347435723854
monash_m1_monthly,m1,Monthly,T000015,overall,Non-stationary,Heteroskedastic,0.1529126176626124,0.3727722025383393,0.1325034161819145,0.3147662347964041,0.674636422527763,0.2617662612374405,0.09395414875983321,0.10321167709505251,0.08509099604429098,0.13598827383115672,0.11473009223380967,0.13669650767138358,0.0994846279829589,0.1156831994045146,0.08732904178003129,0.10847163641755113,0.23120148945277857,0.26478341935642624,0.23562024061343154,0.2721890309610626,0.10535159194787003,0.10165147365178254,0.091261086084907,0.12598139224778263,0.1325034161819145,0.1529126176626124,0.0967636541512423,0.1318572210470642,0.12817758170372712,0.16446864957117235,0.1529126176626124,0.1529126176626124
monash_m1_monthly,m1,Monthly,T000016,overall,Non-stationary,Homoskedastic,0.5527800207779254,0.4429794268062944,0.15155526845079784,0.3070417154255317,0.6102990569592199,0.5449080230496454,0.3079158268527599,0.3422348897489473,0.1846494876785996,0.3912721554654972,0.17071887774500802,0.4352782136346458,0.17559699131021222,0.4846488415675982,0.18781974862233325,0.4807379750522428,0.31428749390021943,0.4068595363768253,0.4334075297355197,0.3092453220152186,0.17578350315597246,0.49690268064338405,0.32972967947415155,0.3721172071145308,0.15155526845079784,0.5527800207779254,0.3225919274527184,0.36704497331190866,0.40371123560506916,0.4308171164076425,0.5527800207779254,0.5527800207779254
monash_m1_monthly,m1,Monthly,T000017,overall,Non-stationary,Homoskedastic,0.8551178037955074,0.8550838649985208,0.775944383401972,0.7466114192142665,0.5426881396593365,0.7654233712281383,0.7736501533213771,0.7736501533213771,0.7631493454731597,0.7581733729380372,0.7710995510980877,0.7536090236876855,0.7676631876208764,0.7621599921402408,0.7661295437868892,0.7658721966334604,0.7557164878709342,0.7492647389685859,0.7751053103096487,0.5426881396593365,0.7738508763065193,0.7779977358759977,0.7704671420529685,0.7704671420529685,0.775944383401972,0.775944383401972,0.7715081899842635,0.7715081899842635,0.7522126808811203,0.6696863972607706,0.8551178037955074,0.775944383401972
monash_m1_monthly,m1,Monthly,T000018,overall,Stationary,Homoskedastic,0.5666130442962788,0.3563421050994831,0.551945955730673,0.5909882386600408,1.4829271584225334,1.300966195217926,0.5595611058818513,0.5595611058818513,0.5601575282356763,0.5629886566496077,0.5534430291924229,0.5645948909240274,0.5562276288637514,0.5644891523029721,0.5578272490218789,0.5633358079057124,0.37344482136608864,0.4367284670601939,0.4227249294070819,0.5666130442962788,0.5052624667228499,0.5550431396227987,0.5599656461422016,0.5599656461422016,0.551945955730673,0.551945955730673,0.5598585576031994,0.5598585576031994,0.5606222162855686,0.6159594383218149,0.5666130442962788,0.551945955730673
monash_m1_monthly,m1,Monthly,T000019,overall,Stationary,Homoskedastic,1.164283026993748,1.3030512624071768,1.0312088938632615,1.5265538521958812,3.0221649163033604,2.1704150864084046,1.2338802885245594,1.2338802885245594,1.140985812639018,1.2578634862637368,1.068311923776071,1.2412464197717614,1.0975585627031044,1.1631358589538159,1.1237082162852734,1.1914608789254186,1.1800204950601898,1.2901010401218953,1.2446356778827465,1.0977459604285051,1.0374005197231324,1.472841852681935,1.2462634859773014,1.2462634859773014,1.0312088938632615,1.5265538521958812,1.2406819243509632,1.2406819243509632,1.240066224452304,1.240066224452304,1.164283026993748,1.0312088938632615
monash_m1_monthly,m1,Monthly,T000020,overall,Stationary,Homoskedastic,2.2247092525300127,2.144131186910491,0.6688709106284558,0.7047709532156734,4.698073771352005,0.8009409811580337,0.7620181888076711,0.7620181888076711,0.6347487741180269,0.6385584055293546,0.6380793835634577,0.641921953792265,0.6384965304262419,0.6317476831788006,0.6198932939435053,0.633446027454941,1.2187565435975258,0.9103204442325575,1.330318340014809,0.7357445890875155,0.7315048897514255,0.7546578268500034,0.6820172724031293,0.6820172724031293,0.6688709106284558,0.7047709532156734,0.7357445890875155,0.7357445890875155,0.6359784334428561,0.6359784334428561,2.2247092525300127,0.6688709106284558
monash_m1_monthly,m1,Monthly,T000021,overall,Stationary,Homoskedastic,0.3097721256645203,0.821387808523454,0.3731550018362202,0.6360471121640613,1.1114289674683313,1.043302608694966,0.34632990204814285,0.34632990204814285,0.4267131777976775,0.4418787903195812,0.381765484212132,0.4471301553778398,0.40069029469971706,0.43355953289142257,0.4082819638749759,0.44298676638846607,0.37617717915265625,0.4492856252810733,0.3707501816168389,0.5517822487405816,0.33361928680290476,0.3951293443481416,0.3874559820159419,0.3874559820159419,0.3731550018362202,0.3731550018362202,0.3591948974510791,0.3591948974510791,0.37705010353379004,0.34084140321975537,0.3097721256645203,0.3731550018362202
monash_m1_monthly,m1,Monthly,T000022,overall,Stationary,Homoskedastic,2.8556556924425394,2.64323369205298,1.0653204372808733,0.964442252629529,0.9463674425399308,0.43387222438644346,1.1932928116564452,1.1932928116564452,1.0187272051367466,1.1126657306549455,1.0260589030415979,0.98404543857994,1.0252541622423679,0.9688690203812671,1.0013658905065579,0.9670288037275403,1.227867343590388,1.114858467061714,1.9335735537592518,1.0622369876361348,0.9275040595026145,1.0679395033583303,1.2159189206639736,1.2159189206639736,1.0653204372808733,1.0653204372808733,1.2352477356836773,1.2352477356836773,1.02468110147811,0.9600971285080228,2.8556556924425394,1.0653204372808733
monash_m1_monthly,m1,Monthly,T000023,overall,Non-stationary,Heteroskedastic,0.3938420737168441,0.47713638190377794,0.33527190951888813,0.31536301756803287,0.4482085256631071,0.42369962108163967,0.3301523081006192,0.3301523081006192,0.3307399222947129,0.32755339254272264,0.33114048625937026,0.3257336230948505,0.33121652492679343,0.32911792477567214,0.32872297209218165,0.3274441931989622,0.3753316680698746,0.3723010060223578,0.3928988398974244,0.3347898416748385,0.341739485644479,0.3280781382866604,0.32845171964620473,0.32845171964620473,0.33527190951888813,0.33527190951888813,0.32870792360393497,0.32870792360393497,0.3301597645528115,0.3301597645528115,0.3938420737168441,0.3938420737168441
monash_m1_monthly,m1,Monthly,T000024,overall,Stationary,Homoskedastic,0.8765677300066829,1.3364391245266205,1.1220114368456224,1.5725159505457786,1.4575302642013812,1.317086210737358,0.9864024850706656,0.9864024850706656,1.191393898358578,0.9269641246097272,1.1260216221459944,0.877876243870861,1.1541038813051927,0.8773286040633695,1.1600575406004052,0.8774492597044016,1.2813839441255979,1.0787377039294468,1.0673672868493356,1.016176159649514,1.1281144734473605,1.007033144879029,0.9890338966980504,0.9890338966980504,1.1220114368456224,0.8765677300066829,1.016176159649514,1.016176159649514,0.8968062675805742,0.8854959631629377,0.8765677300066829,0.8765677300066829
monash_m1_monthly,m1,Monthly,T000025,overall,Stationary,Homoskedastic,2.697937386601159,3.722278695886397,1.6504781907901827,1.5296909280927447,1.9631317689141725,1.9642941797573643,1.8482850069163443,1.8482850069163443,1.6237096665461568,2.3803076246770396,1.6627220596598211,2.468930641355946,1.6450790527029904,2.5882210623082695,1.650283208493662,2.5480067522245475,2.2966222113895918,2.615256935613287,2.435475316511159,2.4373755374812722,1.7776237677611522,2.175156801035722,2.0277868993313617,2.0277868993313617,1.6504781907901827,2.697937386601159,1.860313069149051,1.860313069149051,2.0756471515238055,1.988729012020151,2.697937386601159,2.697937386601159
monash_m1_monthly,m1,Monthly,T000026,overall,Non-stationary,Heteroskedastic,1.3116745396057774,1.6909129277402364,1.5303291716142409,1.304299298344092,1.7828893283533755,1.6450484682311795,1.3810251107744926,1.4405494460105606,1.4802370840266446,1.4225889497414759,1.5091028778615927,1.4407667364017134,1.4978782556644927,1.3928445571738413,1.483609367072461,1.442359287430268,1.4904121576730376,1.3924609970970876,1.371631367257497,1.454382640673014,1.5183544711886638,1.5854178512076456,1.384201786416757,1.4484558045529465,1.5303291716142409,1.3116745396057774,1.3821010031880367,1.4518122930115074,1.4248262145349062,1.4248262145349062,1.3116745396057774,1.5303291716142409
monash_m1_monthly,m1,Monthly,T000027,overall,Stationary,Heteroskedastic,2.038225332225914,1.2044694352159468,1.8818522425249171,1.635758596345515,1.830430066445183,2.48421926910299,1.8636444294433638,1.8636444294433638,1.8273136795428642,1.796896237362378,1.8694708011369283,1.7900831607244219,1.851952954703976,1.8117352124900628,1.8422531429303053,1.8036035778700736,1.504168048367545,1.5807020402010972,1.6235474667774081,1.7826803017718715,1.8209099532038646,1.768896195775556,1.849293956387678,1.849293956387678,1.8818522425249171,1.8818522425249171,1.8519453903654484,1.8519453903654484,1.7789054858091455,1.7801336330554476,2.038225332225914,1.635758596345515
monash_m1_monthly,m1,Monthly,T000028,overall,Non-stationary,Homoskedastic,0.7288815032477574,1.0555033498298791,0.3999757191463037,0.8616542932261058,1.13693189607176,0.7485307763686978,0.6469057772923817,0.6469057772923817,0.4829242017550202,0.6450010447103733,0.42449556310613157,0.6335523561802727,0.44333927795918004,0.5826351163644964,0.4723255298414974,0.5655706368872389,0.8203051247373507,0.82486512108088,0.882013048767914,0.7640839303020929,0.44644191320430715,0.6722809808339336,0.6531526571141385,0.6531526571141385,0.3999757191463037,0.3999757191463037,0.6552099814413854,0.6552099814413854,0.6129506939398977,0.6129506939398977,0.7288815032477574,0.3999757191463037
monash_m1_monthly,m1,Monthly,T000029,overall,Stationary,Homoskedastic,1.852494500757576,1.4205735674242423,1.2264677954545455,1.4741731075757576,1.3164904098484846,1.503030303030303,1.4983714169670361,1.4983714169670361,1.2788520196798885,1.4992234565497364,1.2583634115583575,1.4641083200174674,1.2653137879805296,1.6639838044442574,1.285510500235128,1.4870754858437314,1.314214676582273,1.3202861938883101,1.4855205479797977,1.4503495217166076,1.2174921292753338,1.662321921961087,1.5088948924252745,1.5088948924252745,1.2264677954545455,1.2264677954545455,1.5137062255050502,1.5137062255050502,1.3965346587835505,1.2824796588548726,1.852494500757576,1.4741731075757576
monash_m1_monthly,m1,Monthly,T000030,overall,Non-stationary,Heteroskedastic,1.1399588047831235,1.0109407580799818,0.9582485729595578,1.3485042388177562,1.7154768698178124,0.8871904788764171,0.9326509478221734,0.9326509478221734,0.9951919845106364,1.0100046782517065,0.9525409345364618,0.9807426695767872,0.9667729931948443,0.9830321352908378,0.9767090321034192,0.9480063180609307,0.949208264616883,1.0274705769166306,0.8987402617180889,0.9105571493034013,0.9511381021533534,0.9914116961785401,0.9540687444132198,0.9540687444132198,0.9582485729595578,0.9582485729595578,0.9469952704608267,0.9469952704608267,1.0196532315261861,1.1943012773812862,1.1399588047831235,1.3485042388177562
monash_m1_monthly,m1,Monthly,T000031,overall,Non-stationary,Heteroskedastic,0.8445976622507223,0.7862303220350926,0.9374366852230287,1.8654673578324292,1.7486155503488126,1.4428158692128814,0.9263868783450417,0.9263868783450417,1.0919620977736908,1.010611955725828,0.9677591044347429,1.028685721867501,1.0197419402886254,0.9248605270499688,1.044636588389515,0.9022209274650766,0.9037672122140473,1.0700674447357719,0.7952192128814041,1.4402506412514977,0.9051776413078098,0.8109490887302027,0.9681247167799992,0.9681247167799992,0.9374366852230287,0.9374366852230287,0.9638629060672255,0.9638629060672255,1.1449860031890475,1.3615518671460813,0.8445976622507223,0.9374366852230287
monash_m1_monthly,m1,Monthly,T000032,overall,Stationary,Homoskedastic,2.315962634546387,2.1160862121988724,1.9028832906201947,2.0462173244490005,2.3471223987698617,1.0702203997949769,2.073899477959065,2.073899477959065,1.934648565152091,2.0469600979485416,1.9220821835344106,2.031054264763753,1.9263670720077528,2.0108004870895093,1.9385367632097146,2.0080902814854844,1.9628423938787847,1.97308081115512,2.138162190329745,2.098741004613019,1.9087156823065936,2.0511046032363534,2.0620120501490606,2.0620120501490606,1.9028832906201947,1.9028832906201947,2.067202870322911,2.067202870322911,2.030063045481211,2.068352603233126,2.315962634546387,2.0462173244490005
monash_m1_monthly,m1,Monthly,T000033,overall,Stationary,Homoskedastic,0.9836940949792135,0.887066728493764,0.6533198385033581,1.498973586504637,1.4596358586504636,1.0308602494403583,0.5379747273326241,0.5379747273326241,0.7933779541864416,0.7377298337578155,0.6720819597335438,0.8669223162365153,0.7235036519402817,1.0578476210366643,0.7413238743855755,1.0602486937893851,0.6632162037288889,0.7314671910322161,0.5660680620402943,1.0233740544067622,0.5954114310171041,1.2342705306903403,0.5972663267433863,0.5972663267433863,0.6533198385033581,1.498973586504637,0.5705379772945314,0.5705379772945314,0.8652437485276337,1.139518110833693,0.9836940949792135,1.498973586504637
monash_m1_monthly,m1,Monthly,T000034,overall,Stationary,Homoskedastic,1.5095874634359316,1.7627983868151058,1.73126246780179,2.6297384926871863,2.9079441049989088,2.38201266099105,1.9192763970334987,1.9192763970334987,1.9303801290328924,2.0083089903483784,1.7859660259967662,2.060589707951416,1.8452329821600542,2.1201284063556973,1.8858134466825158,2.1308082973505527,2.0056639229074005,2.1293031926338877,1.9673747809794067,1.9673747809794067,1.7542456195633107,2.4691818336079043,1.9676445209963649,1.9676445209963649,1.73126246780179,1.73126246780179,1.9568628079749686,1.9568628079749686,2.067397527252926,2.3576526914925733,1.5095874634359316,1.73126246780179
monash_m1_monthly,m1,Monthly,T000035,overall,Stationary,Homoskedastic,1.430497809015996,1.487772586039748,1.6928851745031506,1.6251600218128939,2.0329471934076584,1.699951526902569,1.5075437855023721,1.5075437855023721,1.6713000298811282,1.5530481249240002,1.6644312851775447,1.597759006253447,1.6691263871906474,1.6242262303978414,1.65247628623156,1.5986161252524638,1.5702529038471975,1.589965649452293,1.4656618322830828,1.6254833685398247,1.6349063348577033,1.5453282247265872,1.5224834482352159,1.5224834482352159,1.6928851745031506,1.6928851745031506,1.519725142995637,1.519725142995637,1.6642593479737424,1.6355357592369812,1.430497809015996,1.6928851745031506
monash_m1_monthly,m1,Monthly,T000036,overall,Stationary,Homoskedastic,0.6500030509695006,0.8522434125392172,1.0184119744895335,1.471562506300468,1.4135908321761044,1.2260967957619708,1.0028171314978198,1.0028171314978198,1.1188378863454813,1.0762708904963858,1.0376611746797106,1.0883686896618578,1.0716705392651544,1.057038148202112,1.0876008089682887,1.0674542018514432,0.9951953508232007,1.0839227275297545,0.9148095057347111,0.8522434125392172,0.9940159655054199,1.2066494379851003,1.0386958985280577,1.0386958985280577,1.0184119744895335,1.0184119744895335,1.0299822412522064,1.0299822412522064,1.0601801384405438,1.0601801384405438,0.6500030509695006,1.0184119744895335
monash_m1_monthly,m1,Monthly,T000037,overall,Stationary,Heteroskedastic,0.5187422408136482,0.8641627296587929,1.127309317585302,1.2694783464566932,1.4576304297900262,2.4015748031496065,0.9247221481815702,0.9247221481815702,1.1414930464364887,1.0182124078935997,1.1082852671713697,1.0545103820294144,1.1178198349305328,1.103917128570827,1.1165542676466738,1.104919720628794,0.828725459403221,0.9241158037026003,0.7090075076552926,0.9505078904199473,1.0731650522978073,1.119993646784954,0.9603757695800086,0.9603757695800086,1.127309317585302,1.127309317585302,0.9505078904199473,0.9505078904199473,1.004285022498022,1.004285022498022,0.5187422408136482,1.127309317585302
monash_m1_monthly,m1,Monthly,T000038,overall,Stationary,Homoskedastic,1.295493945597308,1.3295406814357826,1.1664040128996076,2.369786517106001,2.1481634155916995,1.5409422321929336,1.4946610370588962,1.4946610370588962,1.4225937690375752,1.5992244766687975,1.2338900161856068,1.6078442419433072,1.310759591488941,1.5531698535512999,1.369466622979476,1.530337122532602,1.5844370341940388,1.7536967430629449,1.6017329201719945,1.6017329201719945,1.1854971079704,1.2887774171438617,1.5548785686784392,1.5548785686784392,1.1664040128996076,1.1664040128996076,1.5428573583847442,1.5428573583847442,1.5359783420518975,1.5359783420518975,1.295493945597308,1.295493945597308
monash_m1_monthly,m1,Monthly,T000039,overall,Stationary,Heteroskedastic,0.7728277847049042,0.8791109871155446,1.6009128740648377,1.4309275768911054,1.4666093495428096,2.6286367414796343,1.16106828629421,0.848162453418491,1.5632412235372413,1.3648589568923004,1.5576362575740064,1.5173144333780797,1.5626792870447883,0.7898521566345299,1.5370922393420503,0.8762711869238987,0.8908383914765907,0.7719287561972982,0.8124785806317537,1.4994832668329179,1.4454098453100068,1.1841883381528184,1.1671106871627515,0.8450094117869517,1.6009128740648377,0.7728277847049042,1.1819839671654195,0.8453768398448324,1.0564717103970616,0.8426157503112511,0.7728277847049042,0.7728277847049042
monash_m1_monthly,m1,Monthly,T000040,overall,Stationary,Heteroskedastic,1.6622720738104158,1.475280213563132,2.269401153990258,2.978081678531285,1.9560395316597978,1.8883476957662044,2.132968709873169,2.132968709873169,2.4264568846922976,2.176077659000959,2.2925602020421953,2.1025360257033077,2.349175890928114,2.1515331423110244,2.370311858379637,2.1866269052517535,1.9572631058194292,2.1754868146166855,1.816655329711502,2.4011741213937796,2.1625847523870454,2.0613467488735497,2.2071369159389325,2.2071369159389325,2.269401153990258,2.269401153990258,2.2023918639940048,2.2023918639940048,1.980520548872676,1.980520548872676,1.6622720738104158,1.6622720738104158
monash_m1_monthly,m1,Monthly,T000041,overall,Stationary,Homoskedastic,1.7835929905669423,1.6918137564161444,1.119781485164006,1.1954308974274852,1.7419790746619694,1.10935583673593,1.3174819796919883,1.3174819796919883,1.1349299760411993,1.4545195151549999,1.12987271516109,1.5858081557510666,1.1314542773746865,1.6590387729658846,1.1377666940103597,1.6378770133978684,1.2728436715100013,1.4273331591121508,1.4645053911598098,1.303697314430205,1.0489509717275323,1.5325880162672785,1.3155906537233206,1.3155906537233206,1.119781485164006,1.7835929905669423,1.303697314430205,1.303697314430205,1.426195723491237,1.426195723491237,1.7835929905669423,1.7835929905669423
