unique_id,ds,TFT,NBEATS,TiDE,NLinear,KAN,MLP,DLinear,NHITS,DeepNPTS,PatchTST,y
T000002,1985-11-30,664.00903,441.77075,566.33685,620.6719,419.19565,454.75784,435.4583,433.90475,748.12115,746.1469,362.0
T000002,1985-12-31,798.3594,662.9741,667.4271,439.1514,797.6395,716.0299,573.6598,728.80615,731.2825,600.07996,832.0
T000002,1986-01-31,904.86206,893.3082,831.49084,816.7358,878.14496,876.73987,778.71387,841.64575,758.4811,813.5924,754.0
T000002,1986-02-28,796.51105,785.09863,844.77997,804.84296,797.2073,808.18567,761.9182,793.7027,772.3595,770.5091,886.0
T000002,1986-03-31,759.37787,895.3361,850.35266,897.50507,845.2392,892.4222,873.61554,869.9359,775.1531,891.39233,833.0
T000002,1986-04-30,827.13446,736.11346,811.9603,790.45557,794.7246,825.30457,745.4944,731.9232,784.4899,838.3394,859.0
T000002,1986-05-31,863.6448,890.1906,882.5791,836.3939,862.5175,926.84564,841.97107,937.1037,796.18085,878.32916,1006.0
T000002,1986-06-30,915.87933,1041.7632,1015.9701,1034.002,1033.4595,1044.8456,1029.3868,974.8677,813.3566,1042.828,938.0
T000002,1986-07-31,924.68506,940.8992,976.83453,978.2239,890.52795,1023.2329,960.9606,941.7595,809.83405,944.52155,1018.0
T000003,1980-07-31,7244.8096,6502.9844,6953.968,7448.946,7215.191,6911.9424,6584.967,6393.8,6562.267,7700.795,6493.0
T000003,1980-08-31,6850.1475,6638.485,6753.756,6703.015,6834.357,7052.2744,6549.9565,6727.5566,6655.305,6595.511,7366.0
T000003,1980-09-30,6896.8315,7129.7856,7253.4277,7233.406,7204.8315,7691.6157,7294.107,7168.5923,6751.9185,7256.554,7421.0
T000003,1980-10-31,6672.0796,6802.1504,7033.3374,7204.9546,6708.8135,7191.601,6588.053,6646.1284,6870.2173,7337.118,6561.0
T000003,1980-11-30,6541.0664,6867.709,6816.0854,6729.679,6772.6235,6753.3374,6210.001,6295.7104,6865.93,6760.9546,6921.0
T000003,1980-12-31,7280.3184,6963.947,7313.4097,7103.703,6909.1914,7676.923,6838.7188,7375.128,7000.05,7032.706,6650.0
T000003,1981-01-31,7424.6846,7667.5947,7682.5728,7181.1035,8037.7446,8074.3037,7755.9185,7538.341,7048.047,6836.7964,8579.0
T000003,1981-02-28,8003.927,8125.893,8076.8115,8299.605,7676.2373,8556.0205,7837.881,8062.031,7173.4136,8491.926,8202.0
T000003,1981-03-31,8066.571,7724.306,7909.4443,7955.2573,7397.597,8185.0186,7473.861,7651.2144,7245.615,8066.428,7582.0
T000003,1981-04-30,7800.443,7736.1772,7751.041,7520.6,7600.153,7871.928,7255.1743,7609.8604,7303.9473,7542.0737,6880.0
T000003,1981-05-31,7475.23,7795.949,7547.4766,7417.115,7791.7383,7722.3584,7413.306,7478.6406,7348.4263,7328.2637,6841.0
T000003,1981-06-30,7688.19,7541.343,7344.16,7107.8413,7460.8447,7326.376,7086.613,7525.524,7234.8267,7105.8647,6618.0
T000003,1981-07-31,7344.6113,6303.732,6567.592,6570.865,6442.6143,6037.1294,5605.11,6183.571,7133.963,6904.6953,5719.0
T000003,1981-08-31,6327.4717,6477.2627,6643.2354,6026.3345,6608.6924,6483.5884,5974.1353,6442.5093,7040.6885,6425.1587,6296.0
T000004,1985-05-31,47.925148,45.35485,46.80662,46.402935,46.01232,44.945587,44.688988,43.87253,46.089535,45.959496,45.21
T000004,1985-06-30,48.230286,46.361214,46.136646,46.192165,47.636246,46.189663,44.06006,46.88942,46.057507,45.368523,45.47
T000004,1985-07-31,48.25106,45.04064,46.194504,46.20922,44.522213,45.911507,43.58114,46.0879,46.303493,45.92784,45.87
T000004,1985-08-31,47.71839,47.08379,45.612843,46.291946,48.01729,48.015285,46.103607,47.5019,46.2718,46.576996,46.64
T000004,1985-09-30,43.365223,43.06298,44.740532,45.81873,44.872852,41.061466,40.993813,43.359707,46.300705,46.443295,47.98
T000004,1985-10-31,44.39384,45.023163,48.396416,48.266464,46.143738,45.339264,44.4589,46.94455,47.103386,48.078056,43.58
T000004,1985-11-30,46.095196,50.447178,48.699028,48.586735,50.183857,51.17124,49.10675,49.856583,47.1393,46.00682,43.71
T000004,1985-12-31,47.699482,44.020138,45.289738,46.25282,46.421078,46.594585,45.449734,45.13724,46.3877,45.571167,52.44
T000004,1986-01-31,49.292305,48.91445,47.94772,50.417194,49.52508,49.92096,48.86084,50.27446,46.825264,52.054512,48.63
T000004,1986-02-28,47.987022,47.811295,50.13788,47.333954,48.992264,48.570484,46.33661,46.239902,46.811794,48.680565,45.67
T000004,1986-03-31,47.327347,47.890965,46.594845,48.75586,48.182793,46.961773,46.702755,48.159473,46.59373,46.583782,49.56
T000004,1986-04-30,47.37647,46.739174,46.851433,48.854424,45.94745,46.517036,46.7074,47.03601,46.787918,49.09561,44.56
T000004,1986-05-31,46.543213,44.97929,45.25989,44.957623,45.097336,44.414856,41.541725,44.485413,46.50147,45.976097,46.32
T000004,1986-06-30,47.393284,47.368435,47.178127,47.570595,47.017296,46.95348,44.21711,46.33876,46.603542,46.955715,40.75
T000005,1978-11-30,397.64258,1179.4064,1187.1333,601.46027,20.619385,1153.3318,327.34155,230.406,2863.056,1720.2213,437.0
T000005,1978-12-31,589.40906,1543.9845,1314.1526,448.98172,-253.8772,712.2084,4.1968994,1249.0579,2823.883,1641.454,1077.0
T000005,1979-01-31,1763.6179,2362.097,2174.6782,1344.7129,1245.4966,2300.7566,1733.179,2302.1553,2917.2073,2115.4917,2011.0
T000005,1979-02-28,2932.3245,3693.8237,3131.619,2903.53,3393.9502,4457.4175,4512.05,3795.1606,3078.95,2821.271,4504.0
T000005,1979-03-31,4789.2744,4827.5645,4227.757,4729.6665,4047.6174,5092.6426,4688.319,4114.724,3155.8135,5069.092,6417.0
T000005,1979-04-30,5886.4766,5493.3975,4798.3203,6045.8115,5663.9473,6170.273,5557.7383,5033.721,3270.7595,6672.1616,5253.0
T000005,1979-05-31,5067.5615,5090.5034,4807.8867,4934.242,5721.201,5664.1885,5732.7407,4232.3496,3157.581,5473.8164,3564.0
T000005,1979-06-30,3696.3154,4150.9995,3694.8582,3829.7493,3753.8293,3621.5483,4102.224,3181.1826,2978.4978,3979.6306,3464.0
T000005,1979-07-31,2722.7405,3059.0898,3102.4116,3098.0627,2588.2395,2870.331,2544.0037,2933.4622,2846.2275,3614.8157,2557.0
T000005,1979-08-31,1902.3479,1665.9226,2293.5688,2171.8796,1379.0598,1870.5928,1351.7701,1718.7106,2707.1577,2714.1277,1927.0
T000005,1979-09-30,1124.4695,1311.698,2088.5398,1819.6301,1685.759,1275.9575,1019.187,1707.6576,2642.6401,2176.3608,984.0
T000005,1979-10-31,398.25098,789.61597,1570.0796,904.31165,545.05835,518.54443,-24.885376,783.5333,2620.0742,1686.8433,699.0
T000005,1979-11-30,277.03076,818.78467,1019.53796,566.20886,-449.12476,961.83167,252.09949,1064.2794,2618.3926,1669.9114,708.0
T000005,1979-12-31,1347.8556,1481.4631,1500.0128,762.2596,446.76807,1538.4344,727.76483,1076.7142,2640.3125,1756.5458,1800.0
T000006,1978-11-30,111685.484,107141.32,118509.016,108035.19,69425.36,87762.02,81229.53,99768.625,157926.64,139705.11,64709.0
T000006,1978-12-31,128681.21,118868.266,118113.45,84041.56,98813.31,108119.53,101671.06,101137.77,155088.77,121233.11,98618.0
T000006,1979-01-31,152690.75,118475.09,125571.984,109217.84,139001.62,109377.664,121536.66,137127.25,152032.03,132011.12,115199.0
T000006,1979-02-28,150880.95,139782.9,146767.1,134085.28,170796.19,152486.61,170712.25,145836.61,147112.89,142437.5,166369.0
T000006,1979-03-31,185421.86,161342.5,154306.19,156141.94,171572.08,162615.12,143761.9,161998.56,142287.34,179120.34,175057.0
T000006,1979-04-30,174089.83,168222.05,152893.88,161091.33,164851.61,163159.86,164792.25,173972.64,140836.77,176065.56,173856.0
T000006,1979-05-31,162828.97,168039.53,154378.64,155930.45,157922.06,160197.17,155314.83,145500.06,138843.72,177769.25,133181.0
T000006,1979-06-30,127973.19,140600.47,122615.81,130613.96,136927.05,130611.33,104186.22,121619.016,133269.06,144482.14,139844.0
T000006,1979-07-31,124191.61,118503.375,117685.66,125269.58,146580.19,100864.81,88307.34,107968.0,130031.2,143443.61,99098.0
T000006,1979-08-31,113806.83,118221.83,127766.56,111634.0,130830.11,122011.914,113580.93,118192.61,129215.27,116583.28,123147.0
T000006,1979-09-30,122298.65,127649.08,139608.31,130318.71,127895.53,145166.67,127364.44,131524.73,128011.58,127123.59,136589.0
T000006,1979-10-31,119833.39,117683.72,118060.26,124882.19,125201.55,124999.42,107790.92,120225.45,127526.25,133661.97,109528.0
T000006,1979-11-30,94982.0,77939.04,102153.016,89341.09,76046.3,83489.016,74020.5,81507.36,126380.08,118769.79,88284.0
T000006,1979-12-31,116461.586,106683.766,119401.39,92631.46,105598.09,117531.57,98498.9,113530.13,128255.79,114182.59,120652.0
T000007,1978-11-30,1317.4077,1251.3922,1273.0461,1177.5215,1247.5139,1350.8292,1090.4504,1262.0085,1371.7974,1322.9031,1167.0
T000007,1978-12-31,1097.2551,1241.7267,1218.4612,1170.8163,974.4083,998.1189,1027.2075,1172.7494,1362.1984,1287.8445,552.0
T000007,1979-01-31,1088.061,873.1345,906.4436,707.39655,825.43823,721.4814,702.2593,734.10535,1318.203,1050.8373,463.0
T000007,1979-02-28,850.37427,812.00146,936.0675,687.7749,1102.3416,760.17883,945.74994,812.2324,1249.4335,942.1746,679.0
T000007,1979-03-31,731.6956,694.68427,980.44366,727.45325,811.6343,603.53516,627.24725,737.491,1167.6451,967.1042,673.0
T000007,1979-04-30,664.24554,691.3707,895.0602,683.6402,696.85834,681.56256,691.83813,733.4842,1072.8383,873.25397,699.0
T000007,1979-05-31,662.7276,682.0999,845.3037,630.67065,414.29462,709.6565,623.2325,568.3687,1006.6515,881.8618,728.0
T000007,1979-06-30,687.1349,758.66675,640.00385,610.3383,761.79535,707.69495,598.1293,716.37415,949.8708,884.2913,1109.0
T000007,1979-07-31,918.71545,939.78033,697.6675,805.60236,921.6422,877.0127,606.2706,885.9637,918.8978,1168.3527,582.0
T000007,1979-08-31,761.8631,697.8229,655.7655,669.49744,906.2683,777.20325,689.6016,666.3543,871.7875,845.06213,597.0
T000007,1979-09-30,732.745,724.67896,807.00793,747.77716,651.1527,831.146,828.6743,939.9153,824.5953,782.84326,719.0
T000007,1979-10-31,772.1396,738.60767,790.20386,744.8484,674.0818,780.21497,722.78265,682.5023,776.3358,803.8378,662.0
T000007,1979-11-30,706.73206,658.60815,671.8844,586.20435,525.0953,784.0376,544.70447,641.5143,702.9532,732.9259,685.0
T000007,1979-12-31,686.9399,558.52515,636.3631,439.15552,607.46106,580.5363,247.55951,584.30145,669.35614,679.757,539.0
T000008,1978-11-30,4625.458,4528.087,5468.5146,4025.5635,1403.9663,5494.898,2895.2234,4391.5264,8017.277,5970.0312,2918.0
T000008,1978-12-31,3136.5996,5317.122,5162.502,3459.7659,2059.4082,4473.06,3088.5686,4248.0234,7904.0024,5552.1724,4010.0
T000008,1979-01-31,4639.656,6126.5273,5999.5664,3936.2437,3090.9868,5985.7627,4726.168,6126.521,7944.549,6044.6387,5150.0
T000008,1979-02-28,6500.6797,8868.119,7847.4404,6493.177,8667.231,9546.748,9489.366,10381.566,8157.763,7225.2876,9470.0
T000008,1979-03-31,10678.109,11211.93,9728.986,10084.482,11358.867,11748.555,10294.944,9748.947,8217.949,11111.424,11154.0
T000008,1979-04-30,12390.508,11820.1455,10095.52,11119.815,12838.523,12358.098,11660.617,12124.293,8126.857,11723.815,11396.0
T000008,1979-05-31,11583.866,12601.171,11045.808,11211.852,12591.31,11602.858,12313.759,11467.96,8017.689,12247.323,10048.0
T000008,1979-06-30,9491.692,11506.59,10105.112,10073.498,10570.25,9158.409,10186.895,9987.989,7665.7324,10745.144,12656.0
T000008,1979-07-31,8541.15,7102.5835,8387.338,9825.261,6128.7446,6173.2773,5907.066,7357.588,7455.9336,12205.205,6081.0
T000008,1979-08-31,6305.1484,5996.9365,6483.5522,6406.3154,6174.668,4901.547,5415.0757,5419.0757,7384.81,7034.004,5045.0
T000008,1979-09-30,5878.8657,5213.427,6748.3525,5382.6753,6134.8804,6160.215,4256.288,5818.3037,7192.2026,6122.278,5085.0
T000008,1979-10-31,6081.0244,4263.8457,4965.671,5077.5625,4616.802,5162.89,3568.8374,4576.74,7100.786,5792.833,3659.0
T000008,1979-11-30,3786.4023,3081.1543,4512.876,3227.6338,906.54346,4522.1465,2759.9873,3590.4966,6933.4766,5189.8926,3551.0
T000008,1979-12-31,3417.7322,4640.885,5036.839,3677.1414,3877.0977,4803.8184,3285.6636,4728.2407,6988.3755,5297.2686,3805.0
T000009,1985-10-31,5347.378,5540.8794,5853.796,5743.1045,5242.7817,6352.843,5621.3296,5151.4585,5255.3296,5713.9756,5877.0
T000009,1985-11-30,4816.962,5734.181,5911.843,5397.8403,5229.795,5522.9624,5165.543,5422.801,5322.0913,5898.5767,4762.0
T000009,1985-12-31,4518.369,4639.768,4853.9917,5123.2017,5560.403,4041.334,4224.2266,4495.1494,5336.01,5244.175,4964.0
T000009,1986-01-31,5808.215,5853.572,5710.5645,5269.8247,5879.82,5953.0063,5253.7026,6048.813,5316.4385,5235.1904,4794.0
T000009,1986-02-28,5776.8247,6342.345,6129.161,5541.279,5651.07,6536.577,5944.4424,6464.115,5404.569,5138.3164,4473.0
T000009,1986-03-31,5241.5234,5597.087,5488.5737,4921.8867,4491.8545,5295.9814,5208.3887,5474.0513,5213.781,4803.2393,5212.0
T000009,1986-04-30,5250.066,4129.402,4260.59,4464.9263,4749.399,4254.199,3610.7122,4237.8057,5175.1484,5244.655,3518.0
T000009,1986-05-31,4586.9385,3967.1763,3942.8408,3115.63,3105.0786,4080.9888,3084.3052,3919.959,5072.547,4524.83,2863.0
T000009,1986-06-30,4398.8887,3976.695,3932.0513,3095.706,2727.7056,2758.9512,2382.8047,3462.914,4971.195,4163.257,3955.0
T000009,1986-07-31,4215.28,4189.9067,4492.58,4486.397,3985.8882,4128.687,4436.712,4433.159,4976.8867,4720.686,4638.0
T000009,1986-08-31,4432.3745,5712.683,5489.8413,5368.2725,6917.672,5855.2515,6895.9844,5941.38,4916.168,5101.7485,8562.0
T000009,1986-09-30,5972.297,5705.252,6272.589,7258.1396,5832.824,6296.468,5923.3193,5108.156,5034.9175,8397.307,5507.0
T000009,1986-10-31,4743.675,5700.588,5359.464,5584.3516,5267.1504,5839.0327,5534.0967,4948.5664,4995.196,5600.5254,4898.0
T000009,1986-11-30,4507.24,4991.8535,4787.2915,4643.08,4475.031,4497.2656,4771.5713,4810.294,4878.539,5257.3853,4419.0
T000010,1986-03-31,3658.8281,3673.8662,3825.9731,3530.9607,3881.4126,4132.291,3748.9868,3771.0176,3680.4966,3460.9036,4905.0
T000010,1986-04-30,4268.787,4272.465,4349.257,4537.769,4347.666,4809.2393,4137.783,4589.182,3835.6543,4734.2495,4340.0
T000010,1986-05-31,4308.632,4089.8574,4341.2354,4157.521,4066.0322,4759.4414,4036.2998,4305.589,3928.272,4285.9624,3525.0
T000010,1986-06-30,4254.764,4457.3496,3963.2861,3929.5789,4312.6274,4410.497,4134.035,4224.245,3948.7766,3831.212,5073.0
T000010,1986-07-31,4910.0396,4546.5474,4821.1226,4965.427,4215.206,5125.76,4725.393,4658.366,4115.2007,5068.376,4191.0
T000010,1986-08-31,4825.2046,4901.083,4771.9434,4618.9355,4983.333,5219.6016,4771.089,5034.258,4127.1597,4333.434,4555.0
T000010,1986-09-30,4785.8613,4354.169,4481.8716,4622.632,4237.8223,4587.07,4371.626,4409.0156,4086.8586,4540.452,5075.0
T000010,1986-10-31,4920.055,4912.209,4861.5327,4869.2056,4985.21,5224.039,4919.3916,5111.2275,4213.333,4958.1904,4942.0
T000010,1986-11-30,4813.774,4504.1597,4754.7734,4497.6807,4592.5884,4651.423,4202.656,4699.601,4260.4683,4827.3525,5021.0
T000010,1986-12-31,4721.4434,4581.9756,4651.8955,5054.3594,4854.417,4725.586,4403.3833,4505.6016,4342.089,4963.174,5748.0
T000010,1987-01-31,5060.2153,5440.0396,5355.907,5484.8833,5553.634,6198.8613,5501.166,5431.307,4544.685,5528.817,4897.0
T000010,1987-02-28,5188.247,4680.964,5034.812,5052.687,5112.845,5424.0825,4618.4077,4880.2314,4636.2407,4864.486,4873.0
T000010,1987-03-31,5308.6064,5779.485,5465.5444,5589.125,5913.664,6304.455,5773.4644,5927.815,4764.721,4985.453,5869.0
T000010,1987-04-30,5667.5186,5379.165,5621.16,5491.885,5394.6646,5910.1274,5383.6475,5187.819,4828.9478,5674.9214,3031.0
T000011,1984-02-29,24.220377,23.45511,26.889027,25.368938,25.33526,21.728218,21.656853,21.933979,27.310781,27.292202,24.0
T000011,1984-03-31,28.428318,27.808554,26.458473,25.15165,27.785343,25.776476,24.179981,26.732792,27.545784,25.708149,20.3
T000011,1984-04-30,27.7491,23.678343,24.619299,23.66938,23.262245,24.781626,23.175512,22.945763,26.861357,24.614473,29.1
T000011,1984-05-31,29.824356,28.359423,26.199146,28.869629,28.389023,27.985209,28.211138,27.197824,27.118177,29.572958,24.6
T000011,1984-06-30,26.063093,25.394264,25.744001,24.538418,27.13725,25.830585,24.38884,25.599407,26.9668,25.745672,25.3
T000011,1984-07-31,24.944439,27.12337,27.922249,28.073597,26.618834,28.560982,28.438078,29.046,27.009066,27.351551,36.2
T000011,1984-08-31,30.658424,33.228195,32.194977,35.437706,28.44634,31.985468,32.256268,30.089111,27.86298,35.880592,25.6
T000011,1984-09-30,27.942005,23.70422,25.554262,25.397997,25.44161,23.487854,22.332834,22.123728,26.741953,26.989672,25.3
T000011,1984-10-31,27.866232,27.28616,26.040894,28.558363,29.396345,28.920357,27.692062,27.97913,26.766127,27.385557,36.8
T000011,1984-11-30,29.806623,31.124,33.623093,32.777233,33.380962,36.20258,35.01018,31.829943,27.608643,35.849663,33.6
T000011,1984-12-31,29.461163,31.279177,30.336348,33.92011,31.628092,33.046867,30.6918,30.759073,27.91747,32.885136,30.4
T000011,1985-01-31,28.384062,31.557793,32.108566,33.958206,32.538155,31.969019,33.41916,31.640022,28.221992,30.676376,37.9
T000011,1985-02-28,27.511864,29.041122,32.2013,34.408646,28.993668,33.259636,29.742943,29.245552,29.17279,36.192432,27.2
T000011,1985-03-31,28.653402,26.112778,29.367237,28.824093,30.242687,31.032795,27.949112,30.468649,29.4503,28.98795,28.2
T000012,1984-02-29,18.852623,17.162867,23.287796,24.449165,15.126688,17.668705,17.811039,19.110613,21.146843,27.226274,20.5
T000012,1984-03-31,19.402193,24.260298,24.314621,24.117115,22.335829,24.528418,25.483757,24.81924,21.793093,21.849272,19.2
T000012,1984-04-30,19.871737,25.097166,23.00531,22.808817,22.857798,23.212646,22.653055,21.805862,21.480618,21.300478,22.2
T000012,1984-05-31,21.107954,19.377287,18.3734,21.748932,21.81661,19.061329,19.218912,18.744917,21.285475,21.96761,23.2
T000012,1984-06-30,21.02915,22.667759,23.460323,22.320837,23.0283,23.884912,22.575542,23.699059,21.555138,23.569878,21.5
T000012,1984-07-31,20.796848,26.276295,25.613169,24.327402,24.44542,24.525478,25.598192,25.308542,21.63554,22.32504,29.8
T000012,1984-08-31,21.435629,21.25529,24.451406,28.04435,22.025442,22.504946,22.699802,21.995266,21.918516,28.616768,22.6
T000012,1984-09-30,21.623768,21.402018,22.011438,23.39495,20.584291,22.006681,23.134344,22.591322,22.29506,22.9517,23.6
T000012,1984-10-31,21.665274,25.369247,24.515783,24.017212,26.250504,26.757912,23.383917,24.906363,22.580204,24.376493,22.8
T000012,1984-11-30,21.351646,22.971626,21.92406,23.766953,23.538101,23.005653,21.95972,22.195637,22.632229,22.71274,21.8
T000012,1984-12-31,22.18784,21.420134,23.677551,23.65521,23.522669,24.234163,22.539171,23.868605,22.78042,22.625181,20.2
T000012,1985-01-31,21.736408,27.280773,25.728088,24.313152,25.128824,25.95287,25.53443,25.668129,22.926348,21.710949,26.2
T000012,1985-02-28,21.56421,19.923626,22.846556,23.980679,21.350039,19.946648,18.927368,19.362349,22.569193,25.459852,16.0
T000012,1985-03-31,23.302435,18.764492,18.167461,18.016996,19.688532,18.739708,18.934683,19.41178,22.241743,20.226051,20.4
T000013,1981-06-30,1488.8289,1562.48,1533.7261,1531.576,1698.4932,1655.727,1482.5651,1511.7177,1156.384,1612.5287,1855.0
T000013,1981-07-31,1620.6079,1748.5925,1744.7231,1842.7255,1897.7152,2026.0527,1799.7292,1670.8066,1212.0619,1815.2971,1632.0
T000013,1981-08-31,1550.2036,1537.3485,1556.9973,1660.8981,1678.9133,1698.8778,1635.7017,1457.3219,1221.2875,1584.7466,1687.0
T000013,1981-09-30,1551.1626,1302.6729,1395.9706,1547.2513,1381.1538,1387.4908,1327.1359,1172.7228,1257.7501,1632.1503,1330.0
T000013,1981-10-31,1434.3535,1444.5061,1450.6356,1341.4094,1473.1344,1518.484,1316.012,1343.867,1280.979,1388.3174,1760.0
T000013,1981-11-30,1640.3125,1629.983,1707.5417,1773.7336,1754.3687,1820.2932,1670.1185,1583.6334,1334.5725,1728.4521,1869.0
T000013,1981-12-31,1829.8042,1829.0142,1826.521,1912.4601,1895.3005,2075.6006,1783.1462,1701.0957,1401.5615,1780.5825,1524.0
T000013,1982-01-31,1708.916,1489.7509,1595.4207,1603.4529,1633.854,1811.6863,1568.0714,1618.1982,1417.648,1510.1135,1686.0
T000013,1982-02-28,1704.2069,1574.8467,1587.5167,1593.5619,1695.5944,1880.8337,1585.6339,1555.6292,1465.7454,1651.241,1751.0
T000013,1982-03-31,1723.3204,1593.665,1621.5603,1527.9941,1605.2996,1702.6873,1451.3247,1727.8508,1530.9708,1685.3364,1015.0
T000013,1982-04-30,1529.0045,1454.4701,1410.2804,1247.4261,1469.1165,1388.223,1100.6075,1129.4541,1528.8579,1376.4294,788.0
T000013,1982-05-31,1398.5807,1636.052,1480.0577,1272.7196,1497.3435,1672.2666,1363.3315,1349.2047,1525.6508,1250.0344,1524.0
T000013,1982-06-30,1782.7406,1623.3943,1659.8209,1514.4657,1837.6323,1691.4238,1593.0771,1560.846,1525.3018,1535.8513,1872.0
T000013,1982-07-31,1798.2714,1776.5823,1729.4546,1701.2468,1813.4435,1919.0051,1645.0425,1862.1162,1545.312,1873.3141,1649.0
T000014,1984-07-31,19142.83,20280.328,20536.16,21239.148,20793.422,26489.254,20156.625,21045.62,12010.096,22759.797,13015.0
T000014,1984-08-31,15491.428,15343.878,17324.213,15597.245,16705.516,20970.605,15879.474,16749.219,12610.521,13496.265,15730.0
T000014,1984-09-30,16627.963,18587.26,16507.135,17706.254,17888.852,20815.648,17847.951,18003.496,13213.154,15590.024,12550.0
T000014,1984-10-31,16135.391,12962.453,14187.57,12195.638,10889.39,12618.277,11478.963,13131.693,13389.016,12959.8,11802.5
T000014,1984-11-30,15364.129,13858.006,14753.012,12819.368,13033.775,15292.989,12340.036,15214.271,13531.651,13086.023,15200.0
