unique_id,ds,NBEATS,NLinear,KAN,MLP,DLinear,SeasonalNaive
T000014,2006-12-31,29196.625,25781.105,25230.418,19946.39,20330.484,27102.91
T000015,2006-03-31,47670.87,46895.113,45573.547,34341.23,34721.38,43856.12
T000015,2006-06-30,47007.445,53166.43,45470.887,33599.117,39783.13,43782.9
T000015,2006-09-30,48997.21,42922.03,45606.492,35093.926,51052.77,46647.44
T000015,2006-12-31,52017.42,44284.848,45618.668,35548.44,41118.34,48165.78
T000016,2006-03-31,30727.936,30777.342,28380.426,23369.785,22544.084,25997.68
T000016,2006-06-30,30400.055,34311.484,28240.482,22887.54,27514.084,26646.54
T000016,2006-09-30,31777.312,28948.656,28401.275,23868.76,36494.27,29287.22
T000016,2006-12-31,33742.934,29470.646,28417.107,24122.96,29887.28,31678.59
T000017,2006-03-31,12709.354,10673.28,11767.004,9721.105,7506.41,11328.34
T000017,2006-06-30,12871.75,14817.5625,11705.083,9565.279,9764.231,11180.16
T000017,2006-09-30,13434.211,8062.1104,11752.769,9892.791,16382.2295,11731.27
T000017,2006-12-31,14636.963,9843.443,11761.002,9985.421,10878.674,12746.3
T000018,2005-09-30,469.358,472.9134,436.32495,419.42004,619.4081,453.0
T000018,2005-12-31,469.97748,369.1792,435.91058,413.58456,629.113,442.0
T000018,2006-03-31,452.10098,584.2216,434.30658,424.90884,578.88763,401.0
T000018,2006-06-30,482.30988,517.608,434.76294,428.6669,659.20435,443.0
T000019,2005-09-30,586.2271,549.3154,554.507,467.40546,566.4044,590.0
T000019,2005-12-31,573.4703,597.4925,551.60583,463.3187,539.6122,554.0
T000019,2006-03-31,560.6673,531.3874,549.6127,471.77307,472.66287,481.0
T000019,2006-06-30,601.3474,559.78033,550.4511,473.6353,489.7295,576.0
T000020,2005-09-30,2971.1362,2714.1553,2824.0408,2220.7446,2857.0806,3290.0
T000020,2005-12-31,2829.0283,3156.4922,2752.1272,2191.522,2558.8965,2323.0
T000020,2006-03-31,2863.0244,2448.4365,2739.1562,2248.8083,1940.1239,2513.0
T000020,2006-06-30,3121.4365,2750.9937,2758.0234,2258.3987,2215.1833,2883.0
T000021,2005-09-30,3005.5774,2601.5742,2677.139,1759.1212,2709.608,3173.0
T000021,2005-12-31,2779.106,3237.43,2594.873,1718.3381,2343.6016,2147.0
T000021,2006-03-31,2773.2363,2402.1543,2589.7007,1801.9681,1306.1914,2193.0
T000021,2006-06-30,3171.2993,2764.727,2605.7832,1819.0913,1765.1487,2885.0
T000022,2005-09-30,2068.5425,2000.2178,1993.6825,1858.4475,2012.2294,2112.0
T000022,2005-12-31,2042.8743,2090.7317,1978.269,1849.1927,1988.6713,1946.0
T000022,2006-03-31,2020.7573,1927.8599,1974.917,1867.6051,1896.9272,1797.0
T000022,2006-06-30,2106.2998,2037.9958,1978.1561,1871.7983,1921.8788,2053.0
T000023,2005-09-30,1032.9866,951.3283,1070.7852,815.5422,1141.3553,991.0
T000023,2005-12-31,1049.6766,1118.8717,1067.7833,797.1176,958.8366,907.0
T000023,2006-03-31,1170.1816,982.67584,1098.2631,827.7267,984.2336,1432.0
T000023,2006-06-30,1138.6761,891.29224,1085.2919,835.58856,991.2575,1024.0
T000024,2005-09-30,5060.951,4758.248,4639.2773,3683.8235,5150.2524,5183.0
T000024,2005-12-31,4833.243,4903.827,4560.218,3634.9006,4739.248,4319.0
T000024,2006-03-31,4736.176,4755.6646,4549.1436,3733.7646,3613.1226,3861.0
T000024,2006-06-30,5197.124,4953.008,4564.8,3752.2495,4224.7505,4874.0
T000025,2005-09-30,1041.3074,915.50507,910.1943,431.96588,1169.468,1230.0
T000025,2005-12-31,925.4976,1035.8417,861.8296,410.63635,906.97253,652.0
T000025,2006-03-31,903.9591,899.41705,852.83246,451.31873,42.849792,590.0
T000025,2006-06-30,1086.527,1036.4427,865.15717,460.90714,442.5042,974.0
T000026,2005-09-30,923.62634,808.56555,758.9133,303.73483,1052.9797,1079.0
T000026,2005-12-31,819.13214,910.407,714.14056,276.88492,935.57837,580.0
T000026,2006-03-31,753.13574,826.1999,705.6121,332.43228,133.71729,324.0
T000026,2006-06-30,978.3944,981.4121,715.59796,344.44147,443.17038,867.0
T000027,2005-09-30,8127.649,7030.234,6993.087,2893.9587,8519.59,9519.0
T000027,2005-12-31,7196.192,8574.13,6612.125,2692.1653,7619.9365,5088.0
T000027,2006-03-31,6907.38,6472.5293,6553.514,3107.4973,1846.4773,4093.0
T000027,2006-06-30,8698.327,7802.9355,6640.4595,3192.49,3855.9565,7749.0
T000028,2005-09-30,2916.2249,2612.3557,2719.871,2154.7063,2605.4968,2875.0
T000028,2005-12-31,2822.7026,2986.84,2698.3962,2126.2112,2546.442,2638.0
T000028,2006-03-31,2790.51,2580.0005,2694.3613,2182.8972,2229.8005,2498.0
T000028,2006-06-30,2993.4055,2728.1934,2698.9858,2192.253,2281.981,2779.0
T000029,2005-09-30,3093.148,2708.349,2842.7292,2376.7256,2815.888,2992.0
T000029,2005-12-31,3007.1726,3112.2905,2814.8093,2354.817,2613.7463,2694.0
T000029,2006-03-31,2980.5825,2626.3208,2816.7278,2399.9521,2147.1663,2610.0
T000029,2006-06-30,3162.394,2849.361,2820.514,2407.6516,2362.605,2974.0
T000030,2005-09-30,1212.0813,1090.374,1031.2212,429.06985,1377.2247,1384.0
T000030,2005-12-31,1081.7083,1290.3901,974.55414,400.8261,1161.7706,725.0
T000030,2006-03-31,1040.2224,1022.5283,970.0388,453.9046,-15.462769,615.0
T000030,2006-06-30,1297.7811,1202.5278,980.97363,468.6262,396.64896,1183.0
T000031,2005-09-30,320.31604,303.66757,306.70496,250.6283,357.19357,333.0
T000031,2005-12-31,311.83954,289.90567,303.13388,245.91241,305.6144,294.0
T000031,2006-03-31,309.25504,325.47058,301.6502,253.81892,253.68048,290.0
T000031,2006-06-30,326.59363,310.0272,303.06744,256.06332,293.5193,294.0
T000032,2005-09-30,1964.4897,1649.2074,1667.5802,-380.6046,3346.7566,3148.0
T000032,2005-12-31,1503.7838,1698.8906,1458.2664,-490.52185,2709.0908,754.0
T000032,2006-03-31,1307.1179,1795.1312,1395.9407,-275.67688,-2077.9558,224.0
T000032,2006-06-30,2105.7222,2150.878,1461.908,-218.44287,-477.78552,1656.0
T000033,2005-09-30,198.937,176.6207,197.59769,101.132,201.2545,180.0
T000033,2005-12-31,220.4797,125.3242,216.61575,94.839905,226.59976,303.0
T000033,2006-03-31,202.666,189.7271,200.02747,105.31359,156.18703,163.0
T000033,2006-06-30,206.3905,183.22955,203.75853,109.075714,135.43164,172.0
T000034,2005-09-30,320.65976,286.64612,292.02353,159.68668,360.3206,392.0
T000034,2005-12-31,291.7748,296.26205,278.24908,152.5372,323.26596,236.0
T000034,2006-03-31,278.75916,281.38095,274.05124,166.81416,100.41243,186.0
T000034,2006-06-30,328.92706,323.63223,278.3154,169.92044,190.96042,295.0
T000035,2005-09-30,470.6053,414.30145,429.48782,317.42108,403.4723,437.0
T000035,2005-12-31,458.89822,488.34747,427.11298,313.08258,361.1765,419.0
T000035,2006-03-31,457.50766,393.72897,427.75513,321.7781,310.73514,400.0
T000035,2006-06-30,492.57434,413.3477,427.8073,323.18112,332.6455,454.0
T000036,2005-09-30,628.2179,579.8129,585.54706,484.71094,553.2807,596.0
T000036,2005-12-31,619.1675,644.6526,584.40985,480.4487,518.7139,587.0
T000036,2006-03-31,608.02496,554.2598,583.7964,489.05566,506.34305,536.0
T000036,2006-06-30,650.4658,583.43884,583.722,490.7597,506.16653,616.0
T000037,2005-09-30,1116.1033,888.80774,852.1946,58.823853,973.4579,1402.0
T000037,2005-12-31,948.521,1112.2664,771.4004,19.12799,733.875,472.0
T000037,2006-03-31,893.90845,769.18335,757.0514,96.4819,-161.24457,203.0
T000037,2006-06-30,1188.0992,1127.2615,776.162,112.928345,327.63684,1004.0
T000038,2005-09-30,1764.6792,1714.6022,1865.0441,1802.7867,2080.348,1981.0
T000038,2005-12-31,1771.5117,1503.1576,1869.9458,1785.0483,2158.113,1952.0
T000038,2006-03-31,1753.793,1796.4459,1854.866,1816.0537,1936.864,1832.0
T000038,2006-06-30,1757.6792,1742.0465,1859.8497,1821.5369,1942.669,1670.0
T000039,2005-03-31,15057.328,12463.785,13733.135,9275.2,10344.789,13300.0
T000039,2005-06-30,16058.702,15062.085,14170.049,9089.579,10520.754,16200.0
T000039,2005-09-30,15266.708,11235.678,13778.963,9427.598,10829.299,11300.0
T000039,2005-12-31,16027.102,13315.381,13810.9795,9533.465,9486.142,14700.0
T000040,2005-03-31,8236.119,8236.786,7764.86,6258.759,7542.5107,7200.0
T000040,2005-06-30,8774.511,7242.8027,7993.6987,6176.8296,7600.0786,9000.0
T000040,2005-09-30,8363.321,8397.6,7795.678,6337.0933,7193.2817,7200.0
T000040,2005-12-31,8717.487,8207.413,7824.374,6385.162,7170.8716,8000.0
T000041,2002-03-31,1643.6827,2064.1616,1697.1566,1966.9089,2639.0205,1649.0
T000041,2002-06-30,1847.3411,782.72766,1774.856,1912.538,3458.775,2131.0
T000041,2002-09-30,1744.3525,2282.8257,1705.6425,2010.2039,3205.0508,1515.0
T000041,2002-12-31,1833.1729,1930.3953,1721.4739,2045.0544,2842.7458,1602.0
T000042,2002-03-31,2690.401,2393.4097,2398.3154,1603.4988,4280.8174,1761.0
T000042,2002-06-30,3084.2715,1397.0015,2658.5022,1517.5317,5062.8477,3801.0
T000042,2002-09-30,2811.5776,3088.9307,2437.4414,1680.5673,1287.8066,1940.0
T000042,2002-12-31,2969.5037,2322.1702,2474.0269,1747.325,2144.2466,2488.0
T000043,2002-03-31,1428.0465,1545.4937,1506.8289,1497.5393,1863.4812,1564.0
T000043,2002-06-30,1499.26,1511.7407,1503.0518,1472.4856,2156.256,1513.0
T000043,2002-09-30,1502.3757,1530.7903,1498.6522,1514.8474,1928.7295,1489.0
T000043,2002-12-31,1560.2693,1353.1318,1501.2003,1525.788,1615.956,1436.0
T000044,2002-03-31,7620.5347,7840.072,7495.7886,7683.6855,10006.524,7140.0
T000044,2002-06-30,8216.845,5600.924,7791.9966,7555.747,11900.364,9118.0
T000044,2002-09-30,7806.495,8593.354,7532.934,7771.8784,8830.183,6806.0
T000044,2002-12-31,8014.1177,7634.4688,7587.8735,7877.2676,8898.027,7349.0
T000045,2002-09-30,1264019.6,1223367.8,1277341.9,1083837.8,1177292.6,1348981.0
T000045,2002-12-31,1257935.5,1340646.2,1266993.5,1071208.0,1200966.9,1200274.0
T000045,2003-03-31,1287014.5,1164153.8,1266332.2,1094539.5,1137212.8,1298384.0
T000045,2003-06-30,1309231.8,1194051.8,1268182.4,1098120.0,1060932.9,1221307.0
T000046,2002-09-30,41970.562,36514.75,38914.72,38063.47,41447.42,40494.0
T000046,2002-12-31,41897.656,41666.824,38614.61,37748.496,37633.113,34519.0
T000046,2003-03-31,41846.117,38324.83,38693.082,38230.664,37015.367,39123.0
T000046,2003-06-30,42701.184,41053.953,38719.984,38279.01,41220.61,40595.0
T000047,2002-09-30,11004.849,8872.928,12640.856,8234.686,15650.955,14574.0
T000047,2002-12-31,11064.747,7689.8105,12401.433,7953.1733,16012.885,11292.0
T000047,2003-03-31,11335.27,10009.004,12502.534,8439.078,3804.151,14756.0
T000047,2003-06-30,11899.205,9702.421,12482.941,8528.096,4525.9604,9168.0
T000048,2002-09-30,14597.741,12256.291,13158.599,10705.203,12085.416,12686.0
T000048,2002-12-31,14646.876,16519.898,13063.798,10595.939,11026.73,12654.0
T000048,2003-03-31,14633.14,10579.8,13119.354,10815.62,7771.8037,12510.0
T000048,2003-06-30,15836.061,12195.345,13129.977,10870.547,7462.499,14576.0
T000049,2002-09-30,430786.3,360963.3,378050.7,304223.25,354903.25,381071.0
T000049,2002-12-31,429282.06,480791.3,374207.62,300244.62,356189.53,355236.0
T000049,2003-03-31,430224.06,302804.12,375981.22,308373.5,184809.73,346099.0
T000049,2003-06-30,469883.66,357647.34,376107.84,309968.3,165029.25,419153.0
T000050,2002-09-30,16561.934,15613.861,19456.113,10504.718,47139.164,23638.0
T000050,2002-12-31,18311.285,4620.658,19483.521,9372.201,49088.715,21726.0
T000050,2003-03-31,18800.027,19972.492,18942.72,11598.798,7083.6777,16025.0
T000050,2003-06-30,22182.816,18844.818,19186.154,12348.717,3294.2715,15143.0
T000051,2002-09-30,21877.008,20150.07,20433.604,18502.379,18324.861,18951.0
T000051,2002-12-31,22790.797,22447.691,20451.678,18336.162,19116.312,20581.0
T000051,2003-03-31,22397.648,19315.453,20449.355,18620.95,20714.412,20544.0
T000051,2003-06-30,22821.83,20570.775,20443.299,18726.273,19327.8,21751.0
T000052,2002-06-30,1029691.06,672157.3,869394.7,433905.47,627690.2,780805.0
T000052,2002-09-30,1051928.2,1201334.5,864995.44,417599.62,493958.12,846179.0
T000052,2002-12-31,1086290.5,511123.47,868304.7,447301.84,439696.84,857455.0
T000052,2003-03-31,1179078.4,668027.6,868713.0,453265.8,399826.06,987441.0
T000053,2006-03-31,134903.5,142152.89,126623.75,99970.984,107597.484,114060.0
T000053,2006-06-30,135528.42,153919.58,126259.3,98307.01,111978.41,112404.0
T000053,2006-09-30,145905.77,140375.47,127438.83,101465.95,161332.33,142203.0
T000053,2006-12-31,149315.23,137347.52,127401.91,102244.266,143616.45,141364.0
T000054,2005-03-31,139361.62,116709.03,144034.06,101245.484,139817.75,127114.0
T000054,2005-06-30,143357.12,142297.3,146621.77,98609.11,120986.164,157712.0
T000054,2005-09-30,151551.97,119725.87,147177.25,103505.28,117583.59,167934.0
T000054,2005-12-31,149346.92,106871.05,145800.92,104574.24,114299.77,133620.0
T000055,2005-03-31,167413.94,127575.2,176682.81,106318.45,170363.8,146343.0
T000055,2005-06-30,177469.84,189344.72,179188.67,102204.56,141649.16,186635.0
T000055,2005-09-30,192017.1,127387.7,182515.69,109345.6,141107.86,231770.0
T000055,2005-12-31,186026.25,107975.555,179751.58,111363.266,124613.984,159128.0
T000056,2005-03-31,76259.31,68078.875,76945.24,60853.934,72683.67,72399.0
T000056,2005-06-30,77819.79,80873.66,77181.38,59711.445,63465.973,77218.0
T000056,2005-09-30,82156.95,73685.516,77789.164,62072.207,85989.6,85601.0
T000056,2005-12-31,82424.164,67253.66,77394.75,62899.06,86306.94,74990.0
T000057,2005-03-31,57075.367,58260.742,55728.62,51032.637,60003.703,60412.0
T000057,2005-06-30,56172.293,52451.53,55004.37,50641.945,59195.25,51479.0
T000057,2005-09-30,57506.33,60307.137,54883.324,51599.75,73230.14,51444.0
T000057,2005-12-31,59957.695,58814.88,55065.367,51906.156,75892.0,56705.0
T000058,2005-03-31,127475.52,113811.35,132692.55,96298.95,115308.75,120680.0
T000058,2005-06-30,127755.32,147359.7,134127.17,93666.73,112739.78,140154.0
T000058,2005-09-30,133099.89,118387.91,134237.3,99086.56,145511.48,144444.0
T000058,2005-12-31,141183.38,109105.26,133589.27,101665.266,122953.88,130793.0
T000059,2005-03-31,47637.812,38975.45,53063.043,31621.758,51750.273,50655.0
T000059,2005-06-30,51330.344,45214.1,53172.004,30210.09,44964.66,51566.0
T000059,2005-09-30,56864.8,39343.2,54393.207,32623.973,42119.938,68928.0
T000059,2005-12-31,53307.445,35833.29,53677.125,33097.008,43384.426,44350.0
T000060,2005-03-31,45904.1,39966.93,45889.73,35110.695,43208.44,45472.0
T000060,2005-06-30,47436.062,41675.45,45760.137,34316.6,35363.477,42571.0
T000060,2005-09-30,50772.938,43636.88,46413.992,35852.438,49236.86,53587.0
T000060,2005-12-31,50056.586,43552.96,46112.63,36392.89,52801.453,43038.0
T000061,2005-03-31,53408.586,49392.863,48886.703,40471.17,53169.832,53744.0
T000061,2005-06-30,50849.234,52914.48,48015.227,39948.973,46241.72,41755.0
T000061,2005-09-30,51783.742,51340.36,48031.742,41008.43,38633.445,44952.0
T000061,2005-12-31,54913.773,54307.445,48174.395,41224.395,48183.004,51935.0
T000062,2005-03-31,15286868.0,13904980.0,14864349.0,12874557.0,13590207.0,13677181.0
T000062,2005-06-30,15360094.0,16953544.0,14924012.0,12759713.0,12686937.0,15151376.0
T000062,2005-09-30,15722995.0,13576299.0,14911285.0,12976350.0,13873500.0,15313710.0
T000062,2005-12-31,16141054.0,13565719.0,14899818.0,13057924.0,13315481.0,15533280.0
T000063,2005-03-31,1054279.1,979303.3,1047056.7,915055.75,1059080.1,968438.0
T000063,2005-06-30,1073083.5,1102939.5,1048311.56,905016.6,953454.4,1017824.0
T000063,2005-09-30,1125870.6,1028957.25,1058941.5,922638.5,1010719.1,1186878.0
T000063,2005-12-31,1108799.2,964383.1,1054048.6,926926.56,1060638.0,1050786.0
T000064,2005-03-31,61432.465,63068.344,61788.676,58162.8,68129.22,62749.0
T000064,2005-06-30,61825.734,56852.566,61650.86,57877.277,62213.88,60299.0
T000064,2005-09-30,63032.15,62867.258,61706.254,58593.656,70207.47,62841.0
T000064,2005-12-31,64151.168,61264.863,61697.91,58868.258,71557.19,60838.0
T000065,2006-09-30,293527.25,255289.75,278080.78,213107.45,273839.5,325633.0
T000065,2006-12-31,288652.28,271439.12,275029.38,209100.17,287683.0,282908.0
T000065,2007-03-31,276495.84,234285.23,271064.66,216828.39,170971.53,212323.0
T000065,2007-06-30,301469.5,270518.53,273076.5,218316.86,184995.58,269964.0
T000066,2006-09-30,145912.9,126581.05,167666.42,147846.97,180144.25,176242.0
T000066,2006-12-31,152320.97,106864.28,169157.47,144033.89,173683.12,180085.0
T000066,2007-03-31,155428.64,144082.7,169250.47,150160.25,197268.78,189187.0
T000066,2007-06-30,149375.48,134732.61,168333.42,151531.52,207862.45,128920.0
T000067,2006-09-30,38777.23,35114.418,39700.113,29674.469,37770.61,41267.0
T000067,2006-12-31,39760.363,34528.637,39895.637,29108.527,35907.277,41542.0
T000067,2007-03-31,40413.44,35160.492,39664.953,30079.795,37463.402,39963.0
T000067,2007-06-30,39770.23,34371.54,39694.066,30269.447,39327.035,36009.0
T000068,2006-09-30,66585.805,62838.668,61567.516,45378.4,65284.066,53571.0
T000068,2006-12-31,74768.19,50233.965,65287.492,44107.36,74736.68,81720.0
T000068,2007-03-31,70018.984,63518.22,62074.81,46300.754,59178.28,52857.0
T000068,2007-06-30,71643.79,65638.11,62613.848,47279.633,56303.758,63659.0
T000069,2006-09-30,35940.008,32252.25,37573.95,34787.117,47204.914,37267.0
T000069,2006-12-31,38089.93,25711.637,39137.16,34222.168,46274.215,46492.0
T000069,2007-03-31,36702.64,33260.34,37803.05,35243.312,31961.896,35779.0
T000069,2007-06-30,36858.18,32212.672,38087.684,35542.336,36836.367,33001.0
T000070,2006-09-30,18971.156,16809.852,20031.377,16143.638,21446.475,19174.0
T000070,2006-12-31,20767.527,12490.52,21084.2,15689.328,24114.86,25897.0
T000070,2007-03-31,19899.535,19128.277,20257.357,16455.781,19214.57,19782.0
T000070,2007-06-30,19677.506,18371.26,20404.68,16660.781,17969.19,16966.0
T000071,2006-09-30,22476.084,21484.2,26491.242,21978.496,28693.312,32931.0
T000071,2006-12-31,22108.697,16884.418,25581.365,21620.7,23530.127,21208.0
T000071,2007-03-31,23488.53,18703.28,25482.143,22336.613,28737.37,28060.0
T000071,2007-06-30,23619.2,19706.77,25672.977,22432.277,32755.342,20139.0
T000072,2006-09-30,20469.05,20195.574,18806.656,17273.12,19645.086,18071.0
T000072,2006-12-31,20320.223,22382.139,18629.135,17140.309,18903.295,17768.0
T000072,2007-03-31,20450.535,19853.514,18733.33,17316.996,16716.018,17682.0
T000072,2007-06-30,21596.361,20872.38,18753.377,17448.816,18425.357,21314.0
T000073,2006-09-30,57551.574,46601.832,59812.4,46672.72,51402.645,55720.0
T000073,2006-12-31,62474.547,53448.92,60697.11,45745.6,50093.86,64562.0
T000073,2007-03-31,64887.688,42493.25,60966.684,47418.586,61969.586,68910.0
T000073,2007-06-30,62322.3,45305.18,60456.117,47758.082,54481.797,53706.0
T000074,2006-09-30,69061.56,45803.19,71792.59,40913.965,61529.246,66761.0
T000074,2006-12-31,75761.34,64622.48,72550.39,38689.754,54751.8,75162.0
T000074,2007-03-31,80889.7,45377.027,73605.56,42559.56,55884.64,89343.0
T000074,2007-06-30,76426.37,48057.906,72720.92,43213.42,55509.75,60999.0
T000075,2006-09-30,48126.082,39929.75,41703.6,31357.32,37038.164,36001.0
T000075,2006-12-31,48897.055,53413.43,41574.652,30949.287,31679.621,41274.0
T000075,2007-03-31,49404.5,37579.152,41673.914,31734.438,23358.887,41106.0
T000075,2007-06-30,52142.04,40235.895,41677.164,31978.445,28674.715,48326.0
T000076,2006-09-30,112535.13,105275.125,112422.734,101972.9,111504.94,107725.0
T000076,2006-12-31,115871.89,110086.12,112565.98,101105.49,106146.44,111286.0
T000076,2007-03-31,119052.51,105827.664,113439.96,102576.14,109345.54,123608.0
T000076,2007-06-30,116235.52,103570.33,112955.33,102871.71,112975.44,109865.0
T000077,2006-09-30,21902.75,17523.896,25537.111,9356.88,26883.924,19706.0
T000077,2006-12-31,26311.162,16336.193,26451.67,8198.168,27101.164,30236.0
T000077,2007-03-31,28198.254,19337.709,26947.104,10110.147,18404.299,37276.0
T000077,2007-06-30,25594.742,16082.612,26296.436,10542.135,15124.387,19270.0
T000078,2006-09-30,140520.67,103735.7,168618.83,46510.836,195567.03,131141.0
T000078,2006-12-31,175313.12,73301.6,181211.2,36575.18,205735.72,237053.0
T000078,2007-03-31,180822.19,123126.06,177845.23,52269.977,91297.53,224933.0
T000078,2007-06-30,163734.12,99572.91,174920.22,55789.484,78204.125,116211.0
T000079,2006-09-30,30691.904,24316.885,36709.918,23593.752,33235.28,36886.0
T000079,2006-12-31,34733.25,15003.693,38151.53,22045.324,36964.227,45399.0
T000079,2007-03-31,35149.367,27664.004,37690.027,24639.559,47596.71,43698.0
T000079,2007-06-30,32557.408,26359.805,37369.145,25115.973,42324.59,24385.0
T000080,2006-09-30,93049.53,71364.91,110683.79,66097.39,102817.11,108281.0
T000080,2006-12-31,106624.766,42841.027,117245.13,61241.14,116572.35,148792.0
T000080,2007-03-31,105624.02,81734.57,113673.695,69313.14,132623.3,125835.0
T000080,2007-06-30,98553.5,77756.99,113343.39,70953.06,115907.98,73243.0
T000081,2006-09-30,77381.95,66756.35,79734.43,61518.406,75589.43,82462.0
T000081,2006-12-31,80632.234,63092.684,80822.086,59924.703,75106.68,87096.0
T000081,2007-03-31,79900.67,69593.62,79955.18,62579.44,72940.36,80926.0
T000081,2007-06-30,78550.24,70701.68,80010.836,63097.66,75786.64,69820.0
T000082,2006-09-30,1283391.9,1106944.0,1355042.0,1075941.2,1312150.5,1348839.0
T000082,2006-12-31,1361560.2,1037311.7,1386461.6,1049082.8,1345114.1,1538480.0
T000082,2007-03-31,1360674.8,1125914.8,1369618.4,1094479.1,1304497.6,1431268.0
T000082,2007-06-30,1321632.9,1134176.9,1367766.5,1101563.1,1278392.5,1165797.0
