unique_id,ds,NBEATS,NLinear,KAN,MLP,DLinear,y
T000001,1989-03-31,337389.47,305881.62,392315.66,245555.0,393704.78,300421.0
T000001,1989-06-30,373578.25,299223.62,390769.0,214577.22,408452.25,374895.0
T000001,1989-09-30,426628.75,370928.06,421912.78,250965.39,509913.47,516086.0
T000001,1989-12-31,442961.22,463560.94,387406.1,286573.8,485666.84,308229.12
T000001,1990-03-31,303703.6,294044.56,364290.97,233858.03,393086.7,281031.7
T000001,1990-06-30,349064.78,279014.8,361695.94,201714.39,386043.1,320256.5
T000001,1990-09-30,364736.9,338460.44,377255.25,228849.62,520668.62,458326.4
T000001,1990-12-31,388164.0,430948.25,345688.78,265856.25,454278.94,311722.56
T000001,1991-03-31,306013.88,306640.97,335145.22,225502.66,364911.28,247941.03
T000001,1991-06-30,309487.44,254476.77,325839.34,185380.0,381272.3,308605.75
T000001,1991-09-30,352593.84,320225.7,347484.16,209978.81,515803.44,487843.4
T000001,1991-12-31,417963.2,456165.28,344589.34,246915.36,438982.56,326568.2
T000001,1992-03-31,320975.16,318719.47,332726.88,228464.22,360597.2,269902.06
T000001,1992-06-30,326486.94,259998.5,337309.25,193164.53,364195.75,343546.4
T000001,1992-09-30,389469.25,353526.72,373642.94,216715.73,504638.1,511731.1
T000001,1992-12-31,445727.0,471175.62,367662.28,247739.12,395932.94,348666.7
T000002,1985-03-31,0.038712684,-0.17414862,0.0058320947,-0.5402367,0.31776425,120977.0
T000002,1985-06-30,136018.28,65104.223,120977.01,-48427.594,-137060.16,162468.0
T000002,1985-09-30,179780.56,76543.0,142463.3,-32071.688,-108693.78,159797.0
T000002,1985-12-31,179973.02,78637.73,147632.89,-47355.42,-116833.06,194926.0
T000002,1986-03-31,214322.55,118144.42,159099.27,-19281.516,-107164.125,131853.0
T000002,1986-06-30,160419.16,103827.66,160942.9,-3812.4219,-58420.89,173985.0
T000002,1986-09-30,197396.2,121254.98,163379.7,34533.97,-64742.58,177365.0
T000002,1986-12-31,196712.22,132124.81,172644.53,63158.195,-50286.094,221225.0
T000002,1987-03-31,234137.97,162818.84,175869.78,76874.97,-34148.125,150553.0
T000002,1987-06-30,179104.31,117014.92,178594.94,76131.695,-6053.172,202923.0
T000002,1987-09-30,224757.73,159441.16,185959.16,96608.32,25399.547,204837.0
T000002,1987-12-31,220650.6,129305.016,198003.4,119246.42,39446.906,235028.0
T000002,1988-03-31,240415.02,138567.56,197272.16,143991.16,118962.33,151900.0
T000002,1988-06-30,178147.84,102253.23,197039.7,134041.12,144407.75,189547.0
T000002,1988-09-30,207603.0,162982.36,193814.83,148056.28,140629.34,183172.0
T000002,1988-12-31,195222.12,153138.9,195806.78,157968.02,108778.9,224625.0
T000002,1989-03-31,218583.86,148619.78,187207.61,155729.48,123336.59,155331.0
T000002,1989-06-30,175627.22,98750.484,186924.19,145445.67,131793.42,174698.0
T000002,1989-09-30,188581.92,158840.03,182105.17,150462.06,172967.25,125080.0
T000002,1989-12-31,135384.69,140608.31,176717.36,149134.02,134676.05,169291.0
T000002,1990-03-31,156529.06,169760.83,155344.55,145278.86,180520.52,136107.0
T000002,1990-06-30,146905.95,134238.8,153914.47,142215.27,182526.56,150228.0
T000002,1990-09-30,156780.6,142756.38,143305.69,136840.36,187402.48,149489.0
T000002,1990-12-31,156770.16,152676.34,153634.12,120006.445,202047.66,176438.0
T000002,1991-03-31,162184.78,177181.78,153367.39,130261.19,160221.22,119443.0
T000002,1991-06-30,131901.38,126762.83,147745.4,125175.73,168366.61,153444.0
T000002,1991-09-30,157868.03,141616.25,148311.05,126386.82,167201.3,156774.0
T000002,1991-12-31,165686.84,162330.25,154632.66,128490.26,214160.16,190024.0
T000002,1992-03-31,177160.73,188130.72,154656.72,134581.52,160216.44,147529.0
T000002,1992-06-30,158720.56,159785.16,160314.27,124135.55,167718.4,176937.0
T000002,1992-09-30,182222.9,170677.89,166315.98,128107.33,155741.97,165748.0
T000002,1992-12-31,176578.9,162020.17,172470.25,134032.0,197448.23,204076.0
T000002,1993-03-31,192654.12,187133.9,173638.44,135443.47,165822.16,165372.0
T000002,1993-06-30,173571.47,165859.38,177172.02,132371.66,172165.55,191951.0
T000002,1993-09-30,199157.06,185989.34,180227.11,145489.72,161253.81,181667.0
T000002,1993-12-31,193443.25,179653.38,187983.83,142608.95,194572.05,216676.0
T000002,1994-03-31,207980.06,190246.75,188984.36,143967.16,161562.31,182641.0
T000002,1994-06-30,192747.72,164459.36,192438.06,153562.47,188133.86,201219.0
T000002,1994-09-30,206915.97,178066.94,194009.86,162586.16,172943.66,177967.0
T000002,1994-12-31,189349.88,171710.36,197358.17,160916.89,200302.3,214212.0
T000002,1995-03-31,206518.47,199219.36,193927.2,164757.4,179383.8,176315.0
T000002,1995-06-30,185746.6,167881.67,192839.45,162861.7,180208.42,191090.0
T000002,1995-09-30,196044.4,171436.27,188112.47,166064.34,182242.75,175549.0
T000002,1995-12-31,186537.77,169204.58,192558.73,164574.48,209788.98,205957.0
T000002,1996-03-31,197402.5,192843.66,187327.75,168904.08,181051.23,207805.0
T000002,1996-06-30,210720.73,185159.48,194735.19,174568.0,184983.16,203431.0
T000002,1996-09-30,204665.0,181592.48,196763.05,174176.42,195845.67,192112.0
T000002,1996-12-31,202279.17,182922.88,202220.27,170363.83,212666.7,229377.0
T000002,1997-03-31,221635.62,211990.19,209167.8,178119.22,184696.0,233925.0
T000002,1997-06-30,233790.44,211331.23,214001.53,184136.03,199259.0,237906.0
T000002,1997-09-30,238095.05,204553.78,221894.55,181693.45,192221.22,172977.0
T000002,1997-12-31,188361.92,183722.73,217737.7,171490.16,233526.22,216409.0
T000002,1998-03-31,216044.47,219678.6,215758.9,185817.75,196729.19,187515.0
T000002,1998-06-30,190516.53,197353.6,207917.77,187811.6,212482.69,215019.0
T000002,1998-09-30,212078.56,198590.33,196708.9,186786.8,194092.88,185024.0
T000002,1998-12-31,197068.48,180910.98,202630.67,178523.98,220929.02,240768.0
T000002,1999-03-31,238704.58,226839.2,207197.88,185524.0,209498.12,196466.0
T000002,1999-06-30,198439.36,192015.58,209083.27,180717.98,222598.53,215203.0
T000002,1999-09-30,212247.66,198111.22,206947.27,189678.19,209622.03,199992.0
T000002,1999-12-31,212039.17,186287.92,216754.6,187721.27,227218.45,247264.0
T000002,2000-03-31,241400.31,222383.25,215253.62,193821.22,221595.64,209375.0
T000002,2000-06-30,210431.25,204970.62,216891.39,184508.5,218405.56,250313.0
T000002,2000-09-30,246752.73,236896.05,225495.05,186616.69,195132.8,227018.0
T000002,2000-12-31,239354.89,213695.02,234747.11,187980.11,200307.97,279302.0
T000002,2001-03-31,272677.22,240589.28,241405.34,191560.12,223460.66,227834.0
T000002,2001-06-30,233568.48,214657.05,245630.44,186235.52,233966.47,262939.0
T000002,2001-09-30,262996.75,252890.05,247163.97,200509.6,229492.5,221417.0
T000002,2001-12-31,237228.53,225023.0,251600.73,196939.45,231990.16,223527.0
T000002,2002-03-31,222710.25,225334.8,231941.62,204537.06,245442.7,228216.0
T000002,2002-06-30,238139.55,221324.78,237863.77,205092.89,241792.53,259987.0
T000002,2002-09-30,257952.06,236771.5,234007.44,206301.5,219016.9,232257.0
T000002,2002-12-31,242228.81,211720.48,234471.27,204573.9,249760.11,280384.0
T000002,2003-03-31,274248.06,246406.61,250066.42,206039.47,236535.94,212578.0
T000002,2003-06-30,223328.36,217743.84,246792.72,202892.61,266831.6,42304.0
T000002,2003-09-30,61507.89,113908.54,188212.4,168592.47,257407.34,188983.0
T000002,2003-12-31,199211.33,207872.8,190188.12,179055.23,228076.67,239926.0
T000002,2004-03-31,224709.4,222992.73,176582.61,184975.34,197088.61,219281.0
T000002,2004-06-30,215721.28,181506.16,165429.3,168632.78,225403.5,263012.0
T000002,2004-09-30,272723.9,217674.4,227157.64,151287.6,182044.19,263708.0
T000002,2004-12-31,273511.34,256541.69,245833.14,162357.88,243123.5,305695.0
T000002,2005-03-31,290843.88,236722.97,262586.25,166518.83,217440.55,260754.0
T000003,1985-03-31,0.038712684,-0.17414862,0.0058320947,-0.5402367,0.31776425,23717.0
T000003,1985-06-30,26665.771,12763.253,23717.006,-9494.176,-26869.77,27405.0
T000003,1985-09-30,30662.31,13000.353,25627.102,-6910.3535,-21355.984,26623.0
T000003,1985-12-31,30287.965,13523.308,25889.754,-7653.543,-18518.957,35800.0
T000003,1986-03-31,39050.477,22047.217,28524.191,-2282.6133,-17854.41,29186.0
T000003,1986-06-30,33507.19,21530.748,29406.291,1565.8281,-10624.734,27636.0
T000003,1986-09-30,32342.473,18855.684,29300.512,6496.7715,-9505.004,28029.0
T000003,1986-12-31,32398.2,22639.277,30878.441,10833.502,-7331.4727,42885.0
T000003,1987-03-31,44784.65,32106.17,32340.438,14045.179,-6958.7383,37829.0
T000003,1987-06-30,41076.35,25929.705,33519.223,14344.876,-367.25586,34576.0
T000003,1987-09-30,39334.2,25124.154,35042.066,15118.161,7975.0938,34500.0
T000003,1987-12-31,39594.21,23662.748,38061.633,18585.766,11636.822,49496.0
T000003,1988-03-31,50232.727,31639.564,39559.7,23100.148,22698.762,42957.0
T000003,1988-06-30,44836.902,26282.18,39794.13,26952.89,25026.34,37692.0
T000003,1988-09-30,41828.555,27958.387,40284.055,26751.863,26944.379,33788.0
T000003,1988-12-31,39470.918,29985.982,41837.0,26548.414,23027.41,51587.0
T000003,1989-03-31,50890.902,37288.234,42118.67,28835.861,23131.34,44022.0
T000003,1989-06-30,44619.58,27671.623,41208.254,30654.4,27326.469,34481.0
T000003,1989-09-30,38350.773,27916.584,39800.3,29356.02,36526.53,26715.0
T000003,1989-12-31,32232.17,28799.998,40277.832,28044.438,30053.37,45291.0
T000003,1990-03-31,42795.246,42938.11,38569.965,32475.527,40434.84,41395.0
T000003,1990-06-30,39303.055,35293.504,36569.703,31425.348,41302.48,34736.0
T000003,1990-09-30,36647.227,29147.396,35960.734,29120.775,41613.605,30904.0
T000003,1990-12-31,36422.51,30504.316,38670.324,26483.246,46094.086,48660.0
T000003,1991-03-31,45297.613,44482.266,39599.895,31619.17,44511.723,37443.0
T000003,1991-06-30,34769.293,34786.047,37372.984,31038.803,40437.0,35431.0
T000003,1991-09-30,36591.844,31729.7,37176.656,26574.895,36378.805,34267.0
T000003,1991-12-31,39495.633,34264.766,40176.395,25092.498,42999.406,54643.0
T000003,1992-03-31,50923.035,49446.023,41004.43,29195.215,42705.79,46785.0
T000003,1992-06-30,43821.21,42725.188,42027.16,27536.371,39568.656,39866.0
T000003,1992-09-30,41884.344,37866.79,42713.035,27958.727,37101.562,37804.0
T000003,1992-12-31,44067.633,37044.418,45793.402,28119.92,45295.1,55776.0
T000003,1993-03-31,52690.965,50069.58,45735.45,32336.607,48503.86,47147.0
T000003,1993-06-30,44588.355,44058.13,44502.523,30169.154,46906.71,42216.0
T000003,1993-09-30,44935.94,40729.918,44734.586,30241.766,38846.04,41586.0
T000003,1993-12-31,48101.562,41324.9,47719.074,31678.438,45967.312,58483.0
T000003,1994-03-31,55213.08,50710.758,47920.32,35480.676,47738.465,48754.0
T000003,1994-06-30,46793.08,42660.086,47092.965,34450.95,47800.79,43567.0
T000003,1994-09-30,46318.902,39304.21,47118.22,34526.492,42055.707,39540.0
T000003,1994-12-31,45621.28,39445.316,48785.066,34050.62,51853.27,53429.0
T000003,1995-03-31,50169.695,50323.215,46858.434,38952.27,53535.14,44215.0
T000003,1995-06-30,42780.79,42649.543,44816.38,37466.715,48177.37,40715.0
T000003,1995-09-30,43295.49,37986.312,43677.207,35274.03,41495.773,39324.0
T000003,1995-12-31,44512.43,38296.844,45489.53,34912.727,52920.3,50402.0
T000003,1996-03-31,46995.83,47236.605,44050.438,38984.094,51276.375,55179.0
T000003,1996-06-30,52032.25,48869.434,46245.695,37324.61,46378.39,44490.0
T000003,1996-09-30,46256.273,40652.71,46496.797,35960.22,43546.848,41147.0
T000003,1996-12-31,46545.973,40413.42,47564.656,34911.625,55359.17,45112.0
T000003,1997-03-31,43405.926,47233.812,47593.43,40261.9,53039.78,49299.0
T000003,1997-06-30,46631.953,49767.297,45136.863,39987.223,47059.55,48067.0
T000003,1997-09-30,48651.207,42983.316,45639.664,38614.84,38861.457,39217.0
T000003,1997-12-31,43831.355,39990.117,45004.41,36940.6,53955.53,55763.0
T000003,1998-03-31,54451.59,52973.676,48439.25,38949.637,48257.082,49821.0
T000003,1998-06-30,47742.82,50145.363,47989.156,40119.805,49186.812,47364.0
T000003,1998-09-30,47956.55,43313.69,47209.504,41677.867,44421.453,45265.0
T000003,1998-12-31,49598.562,42116.504,50262.152,40979.668,55723.14,65951.0
T000003,1999-03-31,64347.26,58998.29,52678.47,42322.46,54182.453,54780.0
T000003,1999-06-30,52888.887,51211.11,52579.24,40603.45,52958.8,51409.0
T000003,1999-09-30,52945.3,48772.875,53263.773,40639.277,44976.508,50195.0
T000003,1999-12-31,55191.23,48015.2,56849.824,41317.688,50142.824,69801.0
T000003,2000-03-31,68059.03,59007.824,57123.98,44276.977,52726.39,60055.0
T000003,2000-06-30,58097.84,52231.906,57118.887,42094.94,54359.164,58651.0
T000003,2000-09-30,60511.34,55183.92,58720.848,41845.53,52612.61,57461.0
T000003,2000-12-31,63625.47,55464.59,62547.63,44990.42,52983.957,76928.0
T000003,2001-03-31,74608.484,65650.22,63793.28,48146.7,63311.895,67763.0
T000003,2001-06-30,66560.32,55587.85,64464.195,47922.266,61356.53,59102.0
T000003,2001-09-30,62326.52,54100.363,64103.406,48107.902,63921.72,54021.0
T000003,2001-12-31,60861.113,54486.895,65673.35,48095.992,60340.227,68821.0
T000003,2002-03-31,66149.945,64483.934,63233.047,53207.668,63323.906,65353.0
T000003,2002-06-30,63869.543,58732.117,61446.605,51346.496,62845.305,63325.0
T000003,2002-09-30,65803.94,55117.473,62155.918,50853.22,56334.445,56756.0
T000003,2002-12-31,62918.58,53897.125,64004.348,50254.477,67930.27,79533.0
T000003,2003-03-31,75753.22,70098.17,66824.336,53754.88,66420.266,63192.0
T000003,2003-06-30,61525.734,59408.45,65107.227,56012.42,68066.51,16254.0
T000003,2003-09-30,22148.973,30591.541,51918.055,44353.156,66863.3,43384.0
T000003,2003-12-31,50289.047,50692.406,53017.797,47276.91,64705.23,63979.0
T000003,2004-03-31,59141.934,63182.812,49028.266,51084.11,58789.008,58812.0
T000003,2004-06-30,54400.293,50732.57,44049.555,45396.35,58367.867,63616.0
T000003,2004-09-30,66854.266,51846.293,56744.51,42915.688,46107.348,63246.0
T000003,2004-12-31,69815.875,61173.016,62573.586,43160.977,62699.043,88251.0
T000003,2005-03-31,82708.125,69533.29,68994.6,46754.367,59628.805,74078.0
T000004,1985-03-31,0.038712684,-0.17414862,0.0058320947,-0.5402367,0.31776425,65370.0
T000004,1985-06-30,73497.56,35179.03,65370.004,-26167.977,-74060.42,73043.0
T000004,1985-09-30,81948.016,34708.113,69344.02,-19420.812,-58888.82,71755.0
T000004,1985-12-31,81662.25,36726.535,70012.63,-20475.844,-50053.133,65326.0
T000004,1986-03-31,76016.05,44340.094,68292.516,-8257.367,-39268.08,58205.0
T000004,1986-06-30,69154.25,49908.01,67388.46,3280.7812,-24277.484,73654.0
T000004,1986-09-30,81794.664,50620.023,67911.516,17798.473,-26925.344,82397.0
T000004,1986-12-31,89257.79,59337.145,69893.36,28236.578,-21998.07,62134.0
T000004,1987-03-31,72106.734,51547.19,67714.13,28278.766,-9095.125,53333.0
T000004,1987-06-30,64959.047,49864.44,67458.23,32703.156,251.10938,64444.0
T000004,1987-09-30,71250.42,53806.023,67693.14,41471.082,7989.2773,71101.0
T000004,1987-12-31,73934.07,40534.008,62931.49,47533.613,24110.824,64971.0
T000004,1988-03-31,70597.0,34464.195,62740.16,57162.664,49076.387,59175.0
T000004,1988-06-30,66867.805,45446.594,64456.695,52645.258,57338.29,61131.0
T000004,1988-09-30,65362.727,55328.375,64861.918,55952.8,46934.242,68507.0
T000004,1988-12-31,67527.73,53555.188,63823.742,58438.742,38561.53,70350.0
T000004,1989-03-31,71796.63,40803.5,64571.605,57015.57,39153.703,69699.0
T000004,1989-06-30,74428.31,44213.99,67081.32,55220.844,49108.03,63362.0
T000004,1989-09-30,65921.234,62498.426,67781.53,55501.016,60375.438,59559.0
T000004,1989-12-31,58022.734,66724.43,65962.45,58641.934,36244.215,66405.0
T000004,1990-03-31,66025.27,67678.016,65367.3,59965.234,57515.773,60548.0
T000004,1990-06-30,63425.508,57303.812,62460.152,60105.75,66690.45,60851.0
T000004,1990-09-30,63008.477,57965.625,61483.402,58632.035,72113.41,65889.0
T000004,1990-12-31,64908.49,69958.53,63857.027,58918.95,69668.37,68006.0
T000004,1991-03-31,67309.53,71063.125,63725.816,59730.156,59645.145,56020.0
T000004,1991-06-30,58763.406,54409.95,62101.91,58469.215,64447.938,53723.0
T000004,1991-09-30,57186.605,53798.08,60932.312,57459.58,78040.16,58689.0
T000004,1991-12-31,58894.883,61341.742,60269.348,55598.258,70116.97,66632.0
T000004,1992-03-31,64293.32,66204.74,58940.027,56498.227,59775.98,56234.0
T000004,1992-06-30,56973.516,57427.883,58218.66,55089.703,60266.906,62119.0
T000004,1992-09-30,64372.688,60758.586,60525.348,54060.73,63264.484,71683.0
T000004,1992-12-31,71494.14,66246.23,64718.785,55144.746,62738.543,71146.0
T000004,1993-03-31,68276.72,64914.156,64850.84,55047.758,66318.11,58053.0
T000004,1993-06-30,59345.555,58070.258,64868.164,53439.766,65576.14,65185.0
T000004,1993-09-30,68091.266,68009.914,66756.06,55217.35,65555.03,70918.0
T000004,1993-12-31,71658.16,69922.55,67000.766,56762.918,63705.793,70566.0
T000004,1994-03-31,68166.66,66554.91,65795.88,56031.9,66036.766,61275.0
T000004,1994-06-30,63622.23,61345.69,66426.69,54103.27,64210.035,64149.0
T000004,1994-09-30,67548.875,64021.42,66913.234,57763.734,62473.977,68734.0
T000004,1994-12-31,68735.7,65950.24,66780.97,60885.18,68223.33,73000.0
T000004,1995-03-31,69986.59,67727.7,66706.98,59670.906,68294.87,65108.0
T000004,1995-06-30,67340.15,62530.453,67276.82,58449.348,65832.836,72381.0
T000004,1995-09-30,75752.414,67442.99,69639.375,62728.188,68730.41,66689.0
T000004,1995-12-31,67394.36,64974.19,69702.23,61989.133,74166.82,75902.0
T000004,1996-03-31,73166.3,69964.98,69949.586,62177.938,67218.84,92385.0
T000004,1996-06-30,92886.16,76403.414,77254.9,60828.047,61166.156,89693.0
T000004,1996-09-30,91323.766,73894.49,80374.37,61292.098,71824.445,84569.0
T000004,1996-12-31,87034.08,75568.75,84722.65,58482.207,79270.35,78616.0
T000004,1997-03-31,80111.93,80066.26,86750.914,62565.055,72531.984,94460.0
T000004,1997-06-30,95916.25,85582.06,87410.85,64489.492,69334.5,80330.0
T000004,1997-09-30,82852.125,70900.61,84226.62,67104.37,81715.586,62840.0
T000004,1997-12-31,67271.43,67598.97,77905.766,64673.996,90831.04,79106.0
T000004,1998-03-31,82214.14,81695.48,80848.67,67891.4,72822.21,72236.0
T000004,1998-06-30,73073.53,74869.68,74329.91,71668.73,79069.7,72561.0
T000004,1998-09-30,72299.234,63698.594,70962.08,69483.21,82088.055,72348.0
T000004,1998-12-31,75458.875,65363.1,74730.01,68108.414,88306.28,75651.0
T000004,1999-03-31,77571.91,73207.445,73274.086,69355.07,87915.67,73294.0
T000004,1999-06-30,72375.766,69418.75,73335.45,68670.06,85423.94,70722.0
T000004,1999-09-30,69954.42,70300.4,72771.26,66935.67,82837.62,74421.0
T000004,1999-12-31,76593.11,70791.23,73769.01,65162.656,78296.91,86270.0
