unique_id,ds,NBEATS,NLinear,KAN,MLP,DLinear,SeasonalNaive
T000003,2006-09-30,29097.35,29188.299,26057.234,21852.68,19789.033,20031.0
T000003,2006-10-31,31130.035,39429.21,25656.98,21590.69,25367.334,31092.0
T000003,2006-11-30,31198.25,48078.85,25587.166,22039.818,26420.164,33325.0
T000003,2006-12-31,31009.125,35764.87,25664.277,21671.709,20000.13,31412.0
T000004,2006-01-31,49022.64,49957.71,43105.71,32155.357,45180.617,44171.0
T000004,2006-02-28,47971.83,49577.38,43273.98,33596.625,16923.188,28694.0
T000004,2006-03-31,48126.895,34802.523,43442.332,33320.008,12998.918,41972.0
T000004,2006-04-30,47749.53,42320.49,43209.75,33574.54,44708.17,44119.0
T000004,2006-05-31,49051.82,57390.836,44042.4,34166.67,13258.204,39822.0
T000004,2006-06-30,45131.82,30995.502,43939.418,33816.86,43609.883,47412.0
T000004,2006-07-31,47099.945,60664.664,43342.996,33370.0,40880.277,46414.0
T000004,2006-08-31,49376.977,34986.906,44164.215,33175.402,15535.629,39951.0
T000004,2006-09-30,48158.633,42902.957,44595.76,33325.46,48326.79,49662.0
T000004,2006-10-31,50696.42,70152.05,43695.074,32901.926,26357.613,49482.0
T000004,2006-11-30,48923.668,75811.17,42981.605,33698.758,28515.957,43546.0
T000004,2006-12-31,49923.867,49352.297,43921.344,33013.168,23294.629,50332.0
T000005,2006-01-31,38607.82,38502.176,38423.074,31514.535,38183.617,39292.0
T000005,2006-02-28,39822.902,34062.082,38637.93,32574.857,31786.475,32350.0
T000005,2006-03-31,38990.06,35091.418,39472.637,32337.422,18844.574,48773.0
T000005,2006-04-30,37633.137,35106.785,38063.46,32573.986,34409.746,42371.0
T000005,2006-05-31,37580.93,37133.195,37316.305,33058.26,10420.115,32204.0
T000005,2006-06-30,34359.676,30456.246,37899.234,32680.787,22911.7,30396.0
T000005,2006-07-31,37157.277,45410.15,38022.082,32434.701,29943.361,34089.0
T000005,2006-08-31,38738.0,32256.74,39119.344,32310.51,19062.012,34031.0
T000005,2006-09-30,37108.24,33608.227,38623.35,32401.65,37232.492,34931.0
T000005,2006-10-31,40607.82,48725.65,38739.63,31936.096,32773.164,50028.0
T000005,2006-11-30,40379.28,53592.0,38296.695,32644.957,30915.457,47097.0
T000005,2006-12-31,39664.402,45579.516,38672.836,32097.287,23815.16,39039.0
T000006,2006-01-31,15129.987,13517.061,16535.16,13500.887,12222.091,13921.0
T000006,2006-02-28,15570.872,11646.53,17014.49,14039.604,13528.292,11658.0
T000006,2006-03-31,14881.533,14715.264,17344.26,13926.944,6636.3022,19017.0
T000006,2006-04-30,14925.816,13062.069,16943.568,14034.831,15647.772,21023.0
T000006,2006-05-31,14729.015,12243.523,16634.686,14273.314,7109.9697,15987.0
T000006,2006-06-30,13685.211,12329.256,16403.113,14111.708,10183.778,14039.0
T000006,2006-07-31,14886.648,17379.768,16630.285,13969.364,13158.611,14740.0
T000006,2006-08-31,15579.819,13197.517,17090.627,13901.136,10915.074,15158.0
T000006,2006-09-30,15185.404,13752.37,17062.627,13946.954,16913.615,17561.0
T000006,2006-10-31,16677.97,19574.734,17477.621,13743.758,18350.473,25464.0
T000006,2006-11-30,16447.537,20471.242,16862.365,14088.105,15234.545,21276.0
T000006,2006-12-31,15747.185,18006.98,17397.88,13812.895,10897.67,14781.0
T000007,2006-01-31,111410.8,124077.11,102049.73,90091.99,79683.484,115957.0
T000007,2006-02-28,114575.59,119431.51,101013.88,92585.03,127368.45,89686.0
T000007,2006-03-31,113890.484,100603.85,101442.195,92107.13,112896.85,111183.0
T000007,2006-04-30,112279.8,112004.984,98967.96,92506.11,52137.434,86179.0
T000007,2006-05-31,114614.24,118491.54,99334.016,93585.08,121673.83,87988.0
T000007,2006-06-30,106445.33,106787.53,100767.18,92872.086,73655.4,90343.0
T000007,2006-07-31,114536.4,123069.445,100616.09,92164.87,94677.6,92029.0
T000007,2006-08-31,117641.01,95394.2,101166.49,91888.19,155077.03,98053.0
T000007,2006-09-30,112829.28,132923.84,102677.65,92099.68,98653.07,113458.0
T000007,2006-10-31,116135.44,108514.37,100313.06,91308.8,186510.9,94237.0
T000007,2006-11-30,114529.22,170522.84,101557.97,92652.21,148939.0,115049.0
T000007,2006-12-31,120635.38,115900.69,99699.28,91499.35,140956.17,116686.0
T000008,2006-01-31,57719.305,56573.582,52089.03,43425.617,64411.023,53643.0
T000008,2006-02-28,57668.906,59918.824,53574.484,45024.25,31655.45,46151.0
T000008,2006-03-31,56877.824,41271.266,53297.387,44709.703,14144.732,42506.0
T000008,2006-04-30,55303.188,47328.9,52731.582,44989.746,39514.2,51457.0
T000008,2006-05-31,56851.938,62097.367,53722.457,45686.367,13147.943,50832.0
T000008,2006-06-30,53753.094,39874.855,53580.066,45256.49,42344.59,57555.0
T000008,2006-07-31,56984.348,69743.53,53714.88,44786.062,54483.246,57983.0
T000008,2006-08-31,58651.64,41667.35,54362.43,44581.945,27869.342,61937.0
T000008,2006-09-30,56548.273,49586.895,54302.895,44735.64,57392.438,52034.0
T000008,2006-10-31,59723.92,75775.23,53135.453,44241.402,32225.055,57183.0
T000008,2006-11-30,58718.69,85555.875,53202.7,45111.418,35731.723,53115.0
T000008,2006-12-31,58486.57,60455.938,53877.812,44354.24,26617.527,58084.0
T000009,2006-01-31,40015.96,41994.58,32597.127,27215.482,15873.13,24135.0
T000009,2006-02-28,40490.61,37368.75,32095.781,28122.18,33643.76,28869.0
T000009,2006-03-31,40008.645,32064.861,33272.43,27936.549,22049.387,33975.0
T000009,2006-04-30,40066.453,39874.156,32124.734,28096.562,24520.684,34869.0
T000009,2006-05-31,41956.785,47161.6,31984.838,28512.146,29548.164,40199.0
T000009,2006-06-30,38184.49,32283.5,32701.85,28230.139,18730.05,29526.0
T000009,2006-07-31,39639.9,43021.14,31659.197,27984.068,22738.297,28405.0
T000009,2006-08-31,41288.69,31407.549,32980.79,27879.037,39085.44,25474.0
T000009,2006-09-30,39227.438,35487.0,32512.219,27963.969,18012.062,29863.0
T000009,2006-10-31,41420.81,53760.18,32892.48,27634.4,40179.336,40207.0
T000009,2006-11-30,40678.176,61966.297,32187.008,28169.709,31971.465,35064.0
T000009,2006-12-31,41141.08,41808.594,32359.092,27726.566,37261.027,40463.0
T000010,2006-01-31,68034.234,79110.87,46192.484,33714.367,38145.133,42725.0
T000010,2006-02-28,68021.66,71502.95,46305.25,35517.664,27907.441,30387.0
T000010,2006-03-31,68564.12,49452.28,48462.332,35175.082,16333.93,49847.0
T000010,2006-04-30,67464.86,74016.33,45966.504,35424.574,40474.6,42913.0
T000010,2006-05-31,71824.445,95363.46,47637.15,36202.773,20580.95,50758.0
T000010,2006-06-30,64239.734,45238.453,48555.63,35779.004,51993.12,55060.0
T000010,2006-07-31,68286.49,81395.4,45672.184,35198.285,49793.992,43856.0
T000010,2006-08-31,72724.0,44049.344,48927.613,34956.758,33519.934,40969.0
T000010,2006-09-30,67866.79,70264.08,48747.555,35144.8,44986.035,39583.0
T000010,2006-10-31,70599.734,96433.695,46273.82,34680.406,30322.8,42535.0
T000010,2006-11-30,69860.81,123223.266,46642.055,35572.02,36683.96,59952.0
T000010,2006-12-31,72185.17,73975.766,46443.81,34767.46,42845.79,74745.0
T000011,2006-01-31,45281.85,48277.875,30492.607,22903.426,29663.195,29397.0
T000011,2006-02-28,45084.062,47766.098,30327.578,24295.578,9283.73,21529.0
T000011,2006-03-31,44843.055,30231.893,32717.32,24000.598,5343.287,33489.0
T000011,2006-04-30,44539.242,38753.16,31055.88,24261.076,35188.93,41010.0
T000011,2006-05-31,45982.39,58010.996,32346.219,24847.592,11650.777,31832.0
T000011,2006-06-30,41615.6,32447.045,31895.826,24487.193,31550.555,19905.0
T000011,2006-07-31,44203.008,49163.676,29981.684,24058.307,28960.352,38182.0
T000011,2006-08-31,46008.605,28123.518,33218.95,23905.604,9644.121,29347.0
T000011,2006-09-30,43714.15,37361.258,31534.238,24003.824,26692.807,22825.0
T000011,2006-10-31,46091.195,66995.56,31750.004,23564.422,11626.14,40198.0
T000011,2006-11-30,44219.37,78330.53,31225.154,24389.168,12007.443,26281.0
T000011,2006-12-31,46094.727,51184.54,32570.922,23702.86,12248.306,46417.0
T000012,2006-01-31,185099.97,184025.83,173089.56,171170.19,207264.67,164183.0
T000012,2006-02-28,190596.08,201333.31,176988.92,174489.8,199933.72,181479.0
T000012,2006-03-31,183833.08,173609.08,177243.03,173712.05,149840.72,156370.0
T000012,2006-04-30,182947.23,174717.4,177896.6,174305.88,108701.97,183531.0
T000012,2006-05-31,184153.98,163257.08,179577.52,175860.1,199149.97,162382.0
T000012,2006-06-30,181826.06,205666.08,177574.83,174669.53,146783.67,167860.0
T000012,2006-07-31,193781.8,170384.8,177750.97,173901.42,217489.17,203425.0
T000012,2006-08-31,193292.1,160520.8,181689.03,173567.6,235565.5,198992.0
T000012,2006-09-30,186090.34,195773.2,178470.9,173836.67,215631.62,171075.0
T000012,2006-10-31,191976.2,177880.44,177916.7,172570.64,246003.66,193622.0
T000012,2006-11-30,189279.08,236261.61,176968.4,174455.4,207451.45,166635.0
T000012,2006-12-31,194914.08,192549.52,181254.33,173014.25,200382.12,181011.0
T000013,2006-01-31,1205337.0,1145025.2,1020084.0,926307.9,898804.4,1065487.0
T000013,2006-02-28,1173509.0,1217310.1,1049237.5,952423.94,825413.4,1041061.0
T000013,2006-03-31,1159097.0,805790.4,1044114.44,946911.1,605410.7,932243.0
T000013,2006-04-30,1116216.8,820826.3,1032822.5,950880.94,654490.7,987091.0
T000013,2006-05-31,1161146.9,1428478.5,1049943.8,962891.25,602068.94,972313.0
T000013,2006-06-30,1050818.9,775717.7,1046278.6,955931.6,584148.94,885596.0
T000013,2006-07-31,1165374.6,1263551.0,1043398.9,947851.8,853546.25,1147076.0
T000013,2006-08-31,1214518.8,951703.8,1065576.5,944897.3,837446.6,1221159.0
T000013,2006-09-30,1141862.9,676008.4,1061479.1,946780.9,710194.44,925417.0
T000013,2006-10-31,1234253.0,1669627.1,1040086.3,939627.2,856941.2,1115023.0
T000013,2006-11-30,1168359.2,1512556.8,1044675.2,953455.44,1025279.5,1070488.0
T000013,2006-12-31,1184292.2,1271462.0,1053633.8,941504.06,910231.44,1178446.0
T000014,2006-01-31,8960.03,9366.305,8394.164,7783.108,6923.8584,8806.55
T000014,2006-02-28,9131.318,9250.414,8428.849,7944.344,9855.0,7520.2
T000014,2006-03-31,9050.83,7749.2427,8437.791,7905.6685,7787.8936,8509.7
T000014,2006-04-30,8914.641,8551.591,8294.365,7944.867,4774.5684,8410.75
T000014,2006-05-31,9054.307,9391.581,8350.888,8024.214,7658.4204,8113.9
T000014,2006-06-30,8577.008,7785.253,8409.768,7956.402,5017.71,8212.85
T000014,2006-07-31,8936.366,10016.159,8328.039,7926.032,6189.8955,8113.9
T000014,2006-08-31,9196.054,7787.464,8425.432,7910.499,9776.108,7916.0
T000014,2006-09-30,8946.051,8216.778,8446.364,7927.5107,7018.268,8106.48
T000014,2006-10-31,9293.535,10445.578,8368.291,7841.1396,11260.626,8707.83
T000014,2006-11-30,9138.463,12173.496,8411.361,7946.2334,10168.308,9208.28
T000014,2006-12-31,9209.989,9559.365,8387.478,7870.884,10075.469,9186.8
T000015,2006-01-31,14446.661,15157.729,15061.337,13978.167,13194.243,15218.72
T000015,2006-02-28,14632.966,14586.362,15299.922,14260.278,15211.895,13711.24
T000015,2006-03-31,14518.092,12918.883,15166.789,14194.249,12250.646,14926.16
T000015,2006-04-30,14246.076,13126.301,15123.581,14258.136,8765.039,14752.6
T000015,2006-05-31,14621.038,14881.29,15185.346,14395.8955,12683.42,14248.0
T000015,2006-06-30,13816.028,13022.285,15085.156,14281.409,9498.703,14782.3
T000015,2006-07-31,14437.494,15674.131,15232.875,14226.03,12783.657,15678.08
T000015,2006-08-31,14849.122,13325.396,15269.872,14196.754,16189.533,15499.92
T000015,2006-09-30,14317.717,13148.15,15427.229,14225.287,13165.065,15469.44
T000015,2006-10-31,14941.318,16333.519,15351.562,14081.334,17512.305,16206.08
T000015,2006-11-30,14678.063,17923.191,15248.483,14262.839,17488.84,17250.1
T000015,2006-12-31,14792.303,15270.4795,15271.648,14133.06,15857.454,14709.6
T000016,2006-01-31,10380.709,10875.598,9269.961,9378.029,8864.894,9044.52
T000016,2006-02-28,10482.178,10879.558,9498.392,9544.246,10687.268,8081.92
T000016,2006-03-31,10454.97,9542.732,9469.642,9509.478,9005.878,8871.24
T000016,2006-04-30,10230.669,9951.662,9358.571,9533.902,5017.2666,9293.68
T000016,2006-05-31,10483.322,10880.318,9489.298,9613.919,9706.312,8240.54
T000016,2006-06-30,10014.827,9628.81,9451.593,9554.972,5483.058,9112.32
T000016,2006-07-31,10473.261,10691.051,9381.483,9516.577,8337.032,10125.57
T000016,2006-08-31,10681.976,9274.443,9580.559,9497.095,11724.004,9903.03
T000016,2006-09-30,10337.422,9805.132,9631.375,9511.098,8746.915,9258.62
T000016,2006-10-31,10691.599,11223.474,9486.167,9452.03,12795.315,10051.66
T000016,2006-11-30,10571.653,14098.025,9443.065,9543.416,12613.711,10955.18
T000016,2006-12-31,10689.059,11427.832,9526.176,9471.253,11301.416,10671.75
T000017,2006-01-31,4174.4453,4158.208,3869.663,3836.117,1594.1196,3826.4
T000017,2006-02-28,4151.8096,4011.7942,3943.073,3903.8953,6152.0674,3902.58
T000017,2006-03-31,4069.2107,3507.796,3920.0933,3889.3198,5840.715,3599.36
T000017,2006-04-30,3983.4236,3249.9543,3886.8225,3901.3723,355.35034,3999.96
T000017,2006-05-31,4062.4106,4851.5645,3909.6946,3935.0422,5853.498,3499.2
T000017,2006-06-30,3775.1665,2917.7642,3899.028,3909.4172,-335.62256,3681.0
T000017,2006-07-31,4097.841,4358.8936,3885.7363,3894.3184,926.5322,3907.34
T000017,2006-08-31,4257.822,4299.8516,3932.5593,3886.452,6717.7695,3982.4
T000017,2006-09-30,4024.548,2245.6125,3951.6873,3892.9175,1179.082,3841.53
T000017,2006-10-31,4311.85,4928.6562,3933.8552,3864.7708,7562.034,4262.75
T000017,2006-11-30,4119.045,5316.7334,3915.9207,3903.894,7340.9487,4363.05
T000017,2006-12-31,4174.496,4485.3354,3932.1511,3874.0364,6651.3174,4120.5
T000018,2006-07-31,97174.98,96227.39,94143.71,81769.695,104884.45,113942.0
T000018,2006-08-31,98404.58,93808.75,92646.93,83661.65,93763.84,101223.0
T000018,2006-09-30,96247.2,78823.59,92309.14,83306.914,89023.984,110468.0
T000018,2006-10-31,94205.81,90917.89,90094.75,83686.695,127397.836,103374.0
T000018,2006-11-30,95590.06,91815.375,89690.85,84310.46,50635.203,81231.0
T000018,2006-12-31,86489.07,79278.69,92350.79,84006.625,94999.69,98303.0
T000018,2007-01-31,88624.77,96936.31,89369.14,83274.3,73806.625,69743.0
T000018,2007-02-28,90805.29,83608.16,91390.47,83036.125,42733.035,60959.0
T000018,2007-03-31,88973.36,67003.414,89103.484,83202.414,83663.54,81621.0
T000018,2007-04-30,94878.875,108785.62,88937.11,82901.81,66926.73,95098.0
T000018,2007-05-31,90029.61,90494.37,91605.83,83860.305,65216.805,81821.0
T000018,2007-06-30,96356.22,90614.55,90944.305,82907.35,86146.46,93045.0
T000019,2006-07-31,48137.844,44768.254,56486.09,57336.223,63205.2,56022.0
T000019,2006-08-31,50792.83,43730.57,56239.453,58279.67,71265.984,63088.0
T000019,2006-09-30,46436.516,41219.19,56002.04,58067.81,78812.88,57132.0
T000019,2006-10-31,48383.117,41477.14,57275.797,58180.348,60746.832,54413.0
T000019,2006-11-30,48709.652,39929.906,56711.375,58591.125,69654.65,64935.0
T000019,2006-12-31,47842.758,51043.84,56866.89,58412.066,62743.074,60737.0
T000019,2007-01-31,50195.066,41578.83,57188.426,58095.176,65379.863,62522.0
T000019,2007-02-28,50483.832,56409.855,56513.664,57968.605,75097.97,62233.0
T000019,2007-03-31,50615.04,49563.0,56735.53,58036.45,58215.86,64432.0
T000019,2007-04-30,48575.83,33881.54,56520.6,57911.145,62880.562,44526.0
T000019,2007-05-31,47907.805,20755.824,56064.594,58255.133,56588.125,41698.0
T000019,2007-06-30,49411.434,36842.008,55555.594,57900.88,63554.93,42696.0
T000020,2006-07-31,11339.703,11703.117,13420.01,11225.754,23953.115,17259.0
T000020,2006-08-31,10705.197,11782.511,13489.468,11579.89,5936.777,13288.0
T000020,2006-09-30,9970.557,8158.921,12849.516,11505.368,5614.533,10720.0
T000020,2006-10-31,10628.217,8815.271,12655.856,11567.629,19245.35,11596.0
T000020,2006-11-30,10700.109,6911.3853,13410.28,11706.641,5090.73,10704.0
T000020,2006-12-31,10110.976,10938.342,13487.151,11639.3,20872.926,19242.0
T000020,2007-01-31,10929.495,10005.951,13255.461,11522.278,22739.695,14481.0
T000020,2007-02-28,11251.697,9022.089,13374.733,11472.547,5315.674,13436.0
T000020,2007-03-31,11132.82,9794.637,13374.104,11500.679,27391.535,12046.0
T000020,2007-04-30,11435.417,7095.0522,12899.427,11419.743,8708.883,16944.0
T000020,2007-05-31,10157.985,5771.61,12878.908,11591.312,4560.0356,9128.0
T000020,2007-06-30,11090.253,7035.38,13387.204,11436.247,8037.258,9937.0
T000021,2006-07-31,26334.05,32517.992,20584.27,18455.207,26416.64,19340.0
T000021,2006-08-31,25582.475,28613.809,19942.135,19258.092,6747.286,16442.0
T000021,2006-09-30,25465.703,19377.96,20710.494,19071.283,5491.6396,17789.0
T000021,2006-10-31,26936.71,29579.021,20970.299,19248.316,46289.23,22043.0
T000021,2006-11-30,27673.756,29191.457,21615.254,19586.959,15216.387,26906.0
T000021,2006-12-31,26374.336,26882.648,21639.092,19355.58,52529.31,32771.0
T000021,2007-01-31,27017.457,19435.62,20601.64,19119.836,39424.46,15861.0
T000021,2007-02-28,27505.477,23039.682,20821.36,19041.912,4396.0537,18388.0
T000021,2007-03-31,25816.98,29687.998,21065.674,19120.258,34303.016,18608.0
T000021,2007-04-30,27216.408,23427.188,20519.209,18823.744,1563.3887,19240.0
T000021,2007-05-31,26343.113,26136.424,20254.55,19244.96,4822.8916,17790.0
T000021,2007-06-30,27532.25,22373.04,20220.236,18912.064,17199.762,26629.0
T000022,2006-07-31,10716.783,10434.331,12436.735,13339.497,13190.335,11869.0
T000022,2006-08-31,11025.977,9871.041,12650.379,13670.614,16094.925,13479.0
T000022,2006-09-30,10245.07,11648.069,12710.937,13615.807,9874.482,11919.0
T000022,2006-10-31,10872.282,10821.49,12754.3125,13640.654,20434.766,14140.0
T000022,2006-11-30,10653.902,7166.719,12988.654,13767.441,8829.459,14609.0
T000022,2006-12-31,9898.466,11211.803,12950.161,13718.289,18340.799,17743.0
T000022,2007-01-31,11024.061,5701.371,12957.286,13588.787,18874.816,9885.0
T000022,2007-02-28,11289.746,12301.05,12703.817,13544.874,11351.573,14967.0
T000022,2007-03-31,10634.492,9392.346,12760.68,13570.5625,14147.115,10927.0
T000022,2007-04-30,11231.462,6743.094,12526.958,13556.046,9059.217,10671.0
T000022,2007-05-31,11432.557,2103.0479,12650.291,13669.444,10351.674,12720.0
T000022,2007-06-30,11009.897,9122.525,12507.5625,13539.261,10546.591,9610.0
T000023,2006-07-31,7199.177,7137.5903,6712.967,6314.617,14920.658,8345.0
T000023,2006-08-31,6930.671,8388.124,6758.6357,6568.784,2571.3425,4994.0
T000023,2006-09-30,6736.524,4724.577,6918.2886,6518.2446,3264.0896,5835.0
T000023,2006-10-31,7230.371,6893.966,6672.7295,6554.8594,14455.248,8762.0
T000023,2006-11-30,6936.017,4760.158,7009.4727,6655.8403,4484.7227,6822.0
T000023,2006-12-31,6827.8784,6997.1377,6897.878,6611.558,18103.762,10313.0
T000023,2007-01-31,7443.5137,5874.9487,6884.32,6515.0737,16284.427,5382.0
T000023,2007-02-28,7313.3833,5680.866,6782.7153,6480.4043,499.11084,8004.0
T000023,2007-03-31,6953.046,7442.3047,6848.331,6505.5576,17853.492,6396.0
T000023,2007-04-30,7115.5527,4330.874,6649.7427,6466.88,1081.9668,5375.0
T000023,2007-05-31,6948.831,3623.673,6842.5635,6577.23,2015.435,5052.0
T000023,2007-06-30,7386.769,4684.6904,6867.9297,6466.8896,4754.8125,6539.0
T000024,2006-07-31,7876.857,7344.8506,9065.705,8142.981,15693.525,13189.0
T000024,2006-08-31,7770.457,10967.922,9060.378,8399.8955,7721.808,11317.0
T000024,2006-09-30,7592.673,5230.922,8363.93,8343.857,6223.3467,8425.0
T000024,2006-10-31,7472.093,4521.797,8359.654,8387.445,7753.8853,7327.0
T000024,2006-11-30,7273.4985,6438.535,8706.111,8495.936,4885.508,6230.0
T000024,2006-12-31,6959.876,6459.7383,8828.189,8432.557,9126.732,7651.0
T000024,2007-01-31,7807.7397,7629.0244,8678.854,8353.166,11717.296,10916.0
T000024,2007-02-28,8076.4185,6982.789,8677.822,8318.915,5969.7246,9530.0
T000024,2007-03-31,7450.4736,7498.7617,8367.606,8341.078,12373.584,7614.0
T000024,2007-04-30,7847.88,6730.9062,8349.354,8277.027,6155.417,6818.0
T000024,2007-05-31,7535.4326,5251.1265,8978.223,8406.692,6527.5635,5987.0
T000024,2007-06-30,7986.646,7536.1123,8661.061,8287.103,6985.039,7334.0
T000025,2006-07-31,5132.483,3306.969,6184.431,5719.6045,10996.102,7466.0
T000025,2006-08-31,5089.227,3903.104,6320.2217,5922.4146,1878.0674,5255.0
T000025,2006-09-30,4572.044,5622.6494,6076.5664,5884.858,1402.519,5350.0
T000025,2006-10-31,4793.1987,4449.5215,6061.977,5899.0835,13452.6,7240.0
T000025,2006-11-30,4334.1094,2989.4646,6154.094,5981.949,-217.24512,4628.0
T000025,2006-12-31,4155.7764,4788.419,6114.0522,5952.7476,8206.943,5900.0
T000025,2007-01-31,4638.2695,4418.842,6093.363,5875.1626,10009.059,4415.0
T000025,2007-02-28,4834.512,6127.52,6191.7666,5848.837,628.36084,5663.0
T000025,2007-03-31,5189.6064,4246.3945,6356.6826,5855.849,14186.819,7604.0
T000025,2007-04-30,5888.483,3911.7715,6425.7725,5850.993,5144.19,11188.0
T000025,2007-05-31,5228.0195,1984.168,6021.8096,5931.3496,3607.8523,5749.0
T000025,2007-06-30,5022.001,5789.2515,6469.7676,5845.985,4395.4243,4377.0
T000026,2006-07-31,20312.4,19756.744,19930.82,18540.174,19439.793,22604.0
T000026,2006-08-31,19994.611,21726.582,19775.352,19084.252,13818.875,18122.0
T000026,2006-09-30,18834.379,14104.135,19872.688,18963.713,16402.98,14994.0
T000026,2006-10-31,19915.422,11749.79,20437.797,19075.658,16732.312,20312.0
T000026,2006-11-30,20522.82,18870.01,20755.602,19324.982,29017.473,22353.0
T000026,2006-12-31,20082.01,12493.863,20377.215,19162.445,28609.547,21897.0
T000026,2007-01-31,21544.379,19808.316,20649.396,19019.697,25267.717,27965.0
T000026,2007-02-28,21221.617,18950.506,20957.936,18944.363,23478.559,21972.0
T000026,2007-03-31,20335.287,14787.24,20181.848,18994.205,19094.725,18973.0
T000026,2007-04-30,20366.312,22126.068,20542.443,18793.56,17382.377,18710.0
T000026,2007-05-31,19685.87,18033.488,20489.244,19108.123,18043.48,17099.0
T000026,2007-06-30,20349.738,16751.791,20929.793,18855.768,15988.376,17897.0
T000027,2006-07-31,21296.367,19279.037,23828.252,19019.186,30496.396,28873.0
T000027,2006-08-31,21223.475,19787.545,24730.516,19907.084,5458.04,20693.0
T000027,2006-09-30,18414.012,15441.068,24098.76,19690.314,212.32227,17195.0
T000027,2006-10-31,19795.39,7840.746,24068.229,19879.203,30706.576,19653.0
T000027,2006-11-30,21090.762,17342.428,24410.31,20306.06,11284.068,29205.0
T000027,2006-12-31,19659.82,12792.199,24493.793,20030.234,31958.533,26304.0
T000027,2007-01-31,22681.822,18230.691,25638.842,19808.023,41594.973,32364.0
T000027,2007-02-28,23106.717,17624.848,25278.033,19696.607,15357.08,35442.0
T000027,2007-03-31,21908.713,12387.693,24894.287,19768.09,28504.947,21537.0
T000027,2007-04-30,21675.75,20431.348,24337.97,19443.826,2859.749,24368.0
