unique_id,ds,NBEATS,NLinear,KAN,MLP,DLinear,SeasonalNaive
T000025,1990-01-31,1363.8253,1482.6539,1338.0089,1427.5525,1229.8102,1369.0
T000025,1990-04-30,1378.9652,1227.5985,1334.0284,1403.5691,1284.862,1082.0
T000026,1986-04-30,269.74585,272.30612,279.27963,277.88187,236.26367,224.5
T000026,1986-07-31,278.57715,264.7409,277.32874,272.5893,292.72916,268.3
T000027,1983-10-31,6.2264338,2.4440746,8.994692,6.3408337,5.601518,3.9
T000027,1984-01-31,6.8306046,5.552723,8.606476,5.7671742,7.6847672,6.4
T000028,1986-10-31,79618.03,73628.73,76004.4,76159.42,71636.51,58518.0
T000028,1987-01-31,82224.766,90215.63,76060.97,75402.945,68788.52,84043.0
T000029,1986-10-31,1006.43616,924.7093,874.4712,872.82733,842.1984,836.0
T000029,1987-01-31,1024.6388,1060.2571,882.1942,847.4147,1016.0451,975.0
T000030,1995-10-31,376.02155,353.59985,373.52213,335.59766,365.5242,207.0
T000030,1996-01-31,389.06424,448.68658,371.90048,332.1494,364.50638,393.0
T000031,1986-04-30,463.763,480.51028,458.1309,469.37573,392.26807,394.42
T000031,1986-07-31,475.47348,459.41608,457.122,464.17395,480.96985,457.29
T000032,1986-10-31,110779.59,82742.06,110541.52,98780.586,104706.94,93746.0
T000032,1987-01-31,115501.83,75516.375,109111.21,95723.18,119645.98,70472.0
T000033,1988-01-31,879.6267,839.9818,876.3717,887.4043,913.25006,896.0
T000033,1988-04-30,880.386,853.9521,875.782,884.0234,884.79553,873.0
T000034,1988-01-31,1822.216,2720.845,1278.5789,348.8411,1012.24164,233.0
T000034,1988-04-30,1878.6594,1815.5516,1319.25,299.98468,152.26085,456.0
T000035,1924-07-31,26398.016,30289.885,24337.441,23150.799,20743.643,23357.0
T000035,1924-10-31,26689.365,26201.889,24453.137,23080.77,22454.568,24115.0
T000036,1923-07-31,472.54733,628.15356,372.26535,295.9436,309.48953,291.0
T000036,1923-10-31,480.51807,456.66486,380.33942,289.74826,241.1449,305.0
T000037,1988-04-30,49695.547,74219.2,42797.312,35344.637,31435.379,34632.0
T000037,1988-07-31,50872.395,49114.14,42829.91,34765.69,14033.607,35165.0
T000038,1988-04-30,7179.8506,2575.977,5733.5913,6763.9795,9883.11,5639.0
T000038,1988-07-31,7529.5923,3683.2354,5770.1,6404.9644,8334.06,6030.0
T000039,1988-04-30,189833.84,201240.12,196939.45,183391.27,189573.14,182222.0
T000039,1988-07-31,192252.56,195022.97,195602.06,182050.81,172894.98,194522.0
T000040,1988-04-30,17239.094,14696.775,15458.966,14292.527,12625.0205,15708.0
T000040,1988-07-31,18052.217,12539.829,15297.192,13819.952,21396.445,20386.0
T000041,1914-07-31,11968.791,8157.1367,10548.708,10303.936,14999.756,10219.0
T000041,1914-10-31,12214.972,11311.255,10535.686,10211.471,10318.051,12726.0
T000042,1991-04-30,1882.1223,1524.4922,1932.0,2129.1157,2053.917,2047.0
T000042,1991-07-31,1920.3223,1811.9248,1920.8942,2084.135,2074.4424,2364.0
T000043,1991-04-30,114.23018,87.252914,113.71681,124.7201,123.74401,122.0
T000043,1991-07-31,115.62321,102.77652,113.372826,122.56117,127.29949,123.0
T000044,1981-04-30,93.02843,107.70032,83.04627,76.467285,67.694405,76.0
T000044,1981-07-31,94.525764,97.774864,83.69821,75.88054,72.62594,91.0
T000045,1981-04-30,2.3710673,2.7722864,2.2608404,2.047241,1.8142198,2.02
T000045,1981-07-31,2.3982384,2.4148257,2.2618434,2.0382996,1.8849747,2.16
T000046,1991-04-30,110.196594,116.788025,101.13031,98.59423,93.5284,88.0
T000046,1991-07-31,111.55273,112.791374,101.88255,97.92764,93.878914,101.0
T000047,1974-04-30,133.79558,147.23073,129.08405,124.5098,113.10947,93.0
T000047,1974-07-31,136.89978,144.76282,129.18434,123.767204,115.14257,127.0
T000048,1974-04-30,155.41681,180.12064,137.92445,127.165504,107.9597,126.0
T000048,1974-07-31,157.6231,160.58556,139.02774,125.68609,129.81424,130.0
T000049,1974-04-30,23.053345,24.213966,23.368141,22.721924,20.818745,16.3
T000049,1974-07-31,23.781221,24.923508,23.26003,22.41441,22.000881,23.9
T000050,1974-04-30,162.01126,119.458824,176.83186,192.24243,179.86966,185.0
T000050,1974-07-31,163.89905,138.94273,174.7188,188.5131,211.69878,158.0
T000051,1979-04-30,21.660505,10.4669695,18.084042,22.054272,24.57958,22.0
T000051,1979-07-31,22.167114,17.74983,18.18434,21.550112,25.559929,23.0
T000052,1979-04-30,41.31549,40.277954,35.794144,41.506977,34.15912,42.0
T000052,1979-07-31,42.094383,35.514423,36.14519,41.043785,41.74157,40.0
T000053,1979-04-30,75.97258,68.02088,66.96223,71.65595,65.39076,69.0
T000053,1979-07-31,77.56481,68.83331,67.51387,70.84478,78.70977,72.0
T000054,1979-04-30,123.070656,126.003586,112.420204,112.65962,98.63852,111.0
T000054,1979-07-31,125.60789,122.58132,112.9217,111.13588,116.68918,135.0
T000055,1988-04-30,1002.44946,1111.781,929.3239,937.5191,843.7245,894.0
T000055,1988-07-31,1016.05884,1036.3156,933.8875,933.5184,788.1616,932.0
T000056,1993-10-31,113.359146,124.45091,109.13361,108.318924,101.66645,116.2
T000056,1994-01-31,114.032555,108.67407,109.17374,107.85359,107.72794,107.9
T000057,1988-04-30,4926.303,5642.2397,4683.6895,4373.92,3937.07,4507.36
T000057,1988-07-31,5008.2847,4597.592,4683.82,4354.3145,4651.1426,4272.52
T000058,1987-10-31,821.2485,762.3309,838.62317,833.99634,924.7167,876.08
T000058,1988-01-31,828.4686,757.9642,831.9547,823.0992,846.13934,914.17
T000059,1989-07-31,153261.75,163086.8,150117.42,153592.64,132966.83,154517.0
T000059,1989-10-31,155027.27,147136.5,149913.67,152996.25,159317.97,153713.0
T000060,1991-04-30,478.01785,704.3517,417.1681,362.4091,195.605,358.0
T000060,1991-07-31,492.6065,480.00992,417.36868,358.38782,259.87384,397.0
T000061,1991-04-30,117.655075,114.75721,114.08404,108.14756,119.07038,105.0
T000061,1991-07-31,118.233734,116.120834,114.18434,107.96323,115.42548,108.0
T000062,1991-04-30,97.90147,97.14688,96.530975,97.93097,94.507645,104.0
T000062,1991-07-31,98.54503,91.739655,96.481834,96.869026,97.91067,97.0
T000063,1989-04-30,16.828308,14.905249,16.506195,16.705206,17.442898,16.2
T000063,1989-07-31,16.932766,16.23232,16.496367,16.669247,16.804674,16.6
T000064,1990-04-30,125.714874,123.56619,122.54202,113.26403,126.30835,113.0
T000064,1990-07-31,126.22114,125.30454,122.59217,112.907295,121.8292,117.0
T000065,1981-04-30,176.18683,180.64896,173.19244,163.70763,173.0899,162.9
T000065,1981-07-31,176.65358,177.80344,173.30278,163.40108,171.35072,168.3
T000066,1981-04-30,85.579185,86.965904,83.62522,76.148094,83.7467,76.0
T000066,1981-07-31,85.93837,86.21531,83.655304,75.915,81.72362,79.0
T000067,1981-04-30,219.11856,260.05865,204.9866,185.39667,168.66884,184.8
T000067,1981-07-31,221.92622,218.0824,205.44797,184.6428,177.20576,194.5
T000068,1982-04-30,28.428938,27.919409,28.01531,27.81346,29.48167,31.36
T000068,1982-07-31,28.461565,25.847733,27.959288,27.527641,27.928734,27.61
T000069,1982-04-30,69.435,71.07133,67.97301,67.04355,73.327866,62.84
T000069,1982-07-31,70.49776,73.84939,67.785774,65.98902,53.528778,82.53
T000070,1982-04-30,95.90456,82.507324,91.30463,92.920135,102.033005,97.5
T000070,1982-07-31,96.513176,84.51141,91.36982,92.20858,103.73744,89.8
T000071,1989-10-31,164.49529,158.64238,163.02437,164.02277,163.27414,164.0
T000071,1990-01-31,165.04083,159.08698,163.01918,163.20851,166.81213,162.0
T000072,1980-04-30,139.50429,151.68205,135.53021,131.64337,124.019035,131.47
T000072,1980-07-31,140.42169,138.51936,135.61998,131.47008,129.92848,133.06
T000073,1980-04-30,138.58522,150.36739,134.86723,130.97543,124.058365,130.8
T000073,1980-07-31,139.42542,137.83672,134.94748,130.79857,128.97467,132.3
T000074,1980-04-30,146.56267,159.78532,141.84665,137.03954,128.19693,136.9
T000074,1980-07-31,147.73389,144.6674,141.96199,136.86685,136.695,138.6
T000075,1980-04-30,143.09595,156.14359,138.60925,134.1904,126.3713,134.0
T000075,1980-07-31,144.02873,142.31023,138.73964,133.99834,131.99031,135.7
T000076,1980-04-30,1451.4906,1655.3794,1391.9329,1324.5011,1210.6328,1321.0
T000076,1980-07-31,1463.4918,1456.9023,1393.0461,1321.0895,1250.5264,1353.9
T000077,1988-04-30,11780.21,12283.046,11481.968,11282.844,11222.866,11312.0
T000077,1988-07-31,11816.599,11666.435,11501.024,11275.752,11185.717,11360.0
T000078,1988-04-30,13442.596,14600.369,13035.094,12581.223,12086.868,12552.0
T000078,1988-07-31,13531.988,13424.932,13048.333,12560.106,12567.622,12888.0
T000079,1988-04-30,94185.48,104113.2,90673.89,86270.35,82575.16,86168.0
T000079,1988-07-31,94889.875,93469.3,90800.266,86131.23,85239.44,87212.0
T000080,1988-04-30,30597.268,33851.734,29438.057,28493.596,26445.723,28438.0
T000080,1988-07-31,30826.012,30375.467,29475.72,28444.957,27647.895,28694.0
T000081,1988-04-30,10309.479,11713.026,9775.498,8885.666,8563.444,8867.0
T000081,1988-07-31,10404.946,10355.8545,9798.767,8857.736,8801.296,8963.0
T000082,1988-04-30,81536.65,96041.05,76946.98,72921.94,63138.32,72736.0
T000082,1988-07-31,82697.5,80138.16,77032.28,72740.14,70952.25,73379.0
T000083,1988-04-30,17136.434,19120.258,16614.646,16393.514,14335.542,16380.0
T000083,1988-07-31,17368.707,16550.242,16601.723,16378.592,16668.771,16399.0
T000084,1981-04-30,221.95062,253.74979,206.13031,198.54514,178.66412,205.0
T000084,1981-07-31,224.20706,216.60127,206.88255,197.90343,202.15314,201.0
T000085,1988-04-30,155.40527,160.25067,151.62607,153.33386,146.32742,137.0
T000085,1988-07-31,156.936,160.79225,151.7765,152.53085,148.97794,154.0
T000086,1983-04-30,507.1051,750.865,439.33615,286.9357,201.35466,282.0
T000086,1983-07-31,526.88336,524.6307,439.73737,281.09067,248.45331,431.0
T000087,1988-04-30,40619.33,42311.492,40206.62,39325.7,38356.977,39028.0
T000087,1988-07-31,40768.664,40651.91,40205.637,39295.95,38979.78,39732.0
T000088,1974-04-30,137.39883,149.84251,132.62607,124.37167,115.58907,103.0
T000088,1974-07-31,139.85364,147.43524,132.7765,123.93088,118.30954,129.0
T000089,1989-04-30,16.64146,15.227063,16.424778,17.369448,16.177755,18.1
T000089,1989-07-31,16.838383,15.399477,16.385466,17.233469,17.978941,18.2
T000090,1990-04-30,17.06288,16.313818,17.44956,18.594362,17.192831,18.4
T000090,1990-07-31,17.236046,15.919596,17.370934,18.407822,19.203695,18.6
T000091,1982-04-30,11.580675,13.75408,8.930689,7.512139,10.039511,6.6
T000091,1982-07-31,11.800789,9.601547,9.146332,7.0322585,6.7856627,5.3
T000092,1982-04-30,69.180885,95.21329,61.235317,47.97433,43.808125,47.6
T000092,1982-07-31,70.559975,64.99183,61.51615,47.470856,36.12547,45.5
T000093,1982-04-30,115.73145,-31.103027,93.39469,193.20413,203.97458,204.3
T000093,1982-07-31,124.081276,-3.1533813,91.89588,182.03906,213.82416,186.3
T000094,1982-04-30,56.501644,66.336914,54.577877,45.174057,48.737995,37.0
T000094,1982-07-31,57.523746,57.493065,54.53365,44.80844,41.037235,40.5
T000095,1982-04-30,80.549614,96.96032,78.45221,65.49329,63.908398,58.9
T000095,1982-07-31,82.11824,80.70427,78.29005,65.05521,59.484837,64.5
T000096,1982-04-30,466.19897,459.27008,464.47345,444.25906,458.69623,456.1
T000096,1982-07-31,467.60568,418.7895,461.97708,440.5632,507.56296,391.4
T000097,1982-04-30,1391.582,1649.1113,1363.8877,1162.4092,1041.3976,1238.3
T000097,1982-07-31,1411.0446,1367.1738,1358.9097,1152.1237,1286.3972,1153.8
T000098,1982-04-30,557.97296,663.1031,532.20795,429.4475,434.03665,443.1
T000098,1982-07-31,563.6937,548.5422,531.95734,424.27405,435.77597,386.6
T000099,1992-04-30,66.90096,63.618385,64.08404,59.997837,69.14876,59.9
T000099,1992-07-31,67.19336,65.77638,64.18434,59.858494,64.28305,61.0
T000100,1984-01-31,465.02734,517.79126,607.524,511.27698,234.88911,454.2
T000100,1984-04-30,505.37207,557.7134,584.56024,474.04294,303.41718,1009.4
T000101,1997-04-30,179.93588,206.19942,172.02145,162.62979,149.07755,162.3
T000101,1997-07-31,182.23108,176.9357,172.1067,162.24422,164.57863,168.3
T000102,1988-04-30,18459.137,20213.127,17940.89,17331.94,16837.438,17352.0
T000102,1988-07-31,18612.404,18155.268,17949.115,17308.729,17436.195,17316.0
T000103,1982-04-30,222.84676,239.5263,213.87819,209.74901,194.89252,198.0
T000103,1982-07-31,225.53525,225.28455,214.32953,209.00787,206.63754,219.0
T000104,1988-04-30,591.167,632.8907,578.27435,593.2932,471.7758,582.0
T000104,1988-07-31,603.4772,581.01794,577.04584,586.3842,593.1916,647.0
T000105,1988-04-30,201.891,210.10684,201.1239,195.37566,181.9618,186.0
T000105,1988-07-31,203.44087,206.5732,200.92732,194.91936,190.25038,195.0
T000106,1984-04-30,200.58586,231.73517,172.20728,157.06143,154.52261,115.9
T000106,1984-07-31,205.37163,220.34361,173.8271,154.27457,175.87439,198.8
T000107,1988-04-30,137.3449,126.9265,129.87819,130.3663,136.98413,127.0
T000107,1988-07-31,138.25706,124.942795,130.32953,128.28386,140.69958,117.0
T000108,1989-04-30,8530.05,11379.988,7493.709,5880.6006,4791.088,5827.0
T000108,1989-07-31,8715.805,8909.609,7535.133,5812.4067,4945.8936,7248.0
T000109,1989-04-30,30725.07,45125.438,26122.8,21610.74,20453.484,21448.0
T000109,1989-07-31,31292.436,30458.824,26259.809,21428.793,18595.82,24757.0
T000110,1989-01-31,100.57686,70.96902,91.530975,96.248985,126.177475,128.0
T000110,1989-04-30,100.72862,64.63609,91.481834,92.74225,116.749176,80.0
T000111,1989-01-31,3646.881,4049.7415,3540.6638,3526.7358,3448.2466,3792.0
T000111,1989-04-30,3665.7908,3322.011,3536.4375,3509.1057,3402.6335,3432.0
T000112,1988-04-30,449.97925,407.23004,435.33615,445.65082,459.3443,451.0
T000112,1988-07-31,452.25766,407.18057,435.73737,440.81058,479.0311,415.0
T000113,1987-04-30,363.32034,462.3803,317.38376,299.52393,229.17667,306.1
T000113,1987-07-31,372.1863,357.6056,319.21423,297.46048,276.28503,353.4
T000114,1988-10-31,11714.322,12834.952,11437.106,11091.777,9828.734,11576.0
T000114,1989-01-31,11863.953,11025.139,11417.105,11039.573,11968.605,10775.0
T000115,1988-04-30,175.28621,187.61594,162.21436,159.51668,144.01984,159.0
T000115,1988-07-31,177.22652,176.05443,163.0669,158.92654,168.1647,164.0
T000116,1991-04-30,663.414,658.7087,653.8736,668.74194,648.55505,686.6
T000116,1991-07-31,664.7377,642.2125,654.25977,665.25525,665.28375,663.2
T000117,1991-04-30,444.0642,464.05392,435.97736,429.8972,419.7925,431.3
T000117,1991-07-31,445.7502,440.0139,436.30832,429.53574,429.16388,429.6
T000118,1991-04-30,189.38321,183.2099,186.89622,194.2048,190.34978,197.0
T000118,1991-07-31,189.70163,182.51106,186.95139,193.12381,195.39928,192.5
T000119,1991-04-30,109.15776,94.34344,105.54202,116.21451,114.29168,119.0
T000119,1991-07-31,109.59095,100.00425,105.59217,114.81043,120.54361,114.0
T000120,1996-04-30,262.12805,259.35138,271.81592,293.72128,245.11836,297.5
T000120,1996-07-31,264.32642,253.3539,270.2041,291.06512,276.96533,292.9
T000121,1980-04-30,20.386099,22.669037,19.43744,18.54529,17.985888,18.52
T000121,1980-07-31,20.506763,20.235674,19.488092,18.51406,17.922817,18.68
T000122,1980-04-30,950.67694,1059.3733,916.32654,877.3272,819.9016,875.8
T000122,1980-07-31,958.0882,946.24854,917.134,875.7134,853.42053,891.4
T000123,1980-04-30,149.97078,156.24594,148.74956,148.52332,142.21686,148.3
T000123,1980-07-31,150.63972,149.0654,148.67093,148.34444,148.71211,150.0
T000124,1980-04-30,50.46147,52.753197,49.608402,48.365215,47.13993,48.0
T000124,1980-07-31,50.769444,50.655594,49.61843,48.292934,49.227634,49.6
T000125,1980-04-30,19.554033,21.395775,17.541397,16.865206,15.441381,16.79
T000125,1980-07-31,19.842707,19.75857,17.680311,16.77246,16.947706,19.03
T000126,1988-04-30,113.07073,103.980415,106.710106,118.14453,111.44998,123.0
T000126,1988-07-31,113.8506,101.05565,106.96085,116.54837,123.64073,116.0
T000127,1990-04-30,1301.9974,1473.4558,1253.0463,1182.6879,1092.8154,1180.0
T000127,1990-07-31,1313.6409,1302.227,1253.6982,1179.7766,1142.9772,1216.0
T000128,1990-04-30,7110.3545,7733.8677,6878.097,6759.58,6354.1865,6749.0
T000128,1990-07-31,7157.304,7037.783,6885.9707,6752.0703,6614.19,6817.0
T000129,1990-04-30,191.34586,145.3257,176.49036,205.4336,203.73814,200.0
T000129,1990-07-31,193.89787,162.78305,176.89658,202.56973,213.09518,201.7
T000130,1990-04-30,167.08101,201.64693,156.04372,141.10278,124.531296,140.6
T000130,1990-07-31,169.36607,167.06824,156.33458,140.5344,133.1244,147.2
T000131,1990-04-30,13817.705,14626.538,13557.089,13233.223,12826.816,13223.0
T000131,1990-07-31,13874.752,13781.395,13563.759,13221.384,13087.119,13353.0
T000132,1980-04-30,38585.348,41645.484,37486.96,36939.125,35629.492,36888.0
T000132,1980-07-31,38738.957,38381.03,37528.688,36896.19,35981.45,37444.0
T000133,1980-04-30,22800.34,23272.045,22478.27,22534.248,22164.387,22460.0
T000133,1980-07-31,22869.848,22376.674,22492.914,22502.547,22228.846,22616.0
T000134,1993-04-30,591.82587,-1087.7208,182.57524,1643.5709,946.31177,3315.0
T000134,1993-07-31,629.58276,-827.4081,179.28278,1359.7866,1934.9414,1260.0
T000135,1980-04-30,528.79095,646.01324,475.68933,406.27585,387.28293,402.0
T000135,1980-07-31,535.70703,541.99536,478.8989,403.17236,363.02554,455.0
T000136,1980-04-30,145.96239,154.80518,142.54286,138.55031,133.34329,132.5
T000136,1980-07-31,146.85316,148.04698,142.71338,138.39197,133.3726,139.2
T000137,1990-04-30,90.4617,58.202454,82.11481,90.69679,110.02007,97.88
T000137,1990-07-31,91.46289,71.56366,82.32343,88.28967,109.78083,87.45
T000138,1990-04-30,26.154278,15.612305,24.256018,29.276356,30.378242,34.07
T000138,1990-07-31,26.49319,18.100697,24.214739,28.17119,34.910805,27.75
T000139,1995-04-30,42.940937,13.871132,36.15883,41.018574,59.016426,43.9
T000139,1995-07-31,44.030018,28.903252,36.22904,39.781048,51.92839,39.3
T000140,1991-04-30,113.528076,97.08301,111.06195,114.70481,116.63597,84.0
T000140,1991-07-31,116.52105,115.516045,110.96366,112.732315,113.32114,109.0
T000141,1991-04-30,116.21483,104.01222,114.530975,117.53703,116.62957,109.0
T000141,1991-07-31,117.662834,114.24571,114.481834,115.739334,120.19802,119.0
T000142,1991-04-30,101.07273,95.582146,100.02437,102.51402,101.511246,102.0
T000142,1991-07-31,101.34387,98.46135,100.01918,102.10845,104.81242,102.0
T000143,1991-04-30,109.41651,92.84956,105.08404,117.36181,115.20795,119.0
T000143,1991-07-31,109.92802,99.95433,105.18434,115.87223,121.98724,115.0
T000144,1991-04-30,97.89192,66.08669,97.24779,112.157646,112.73851,110.0
T000144,1991-07-31,99.03276,84.887665,96.85466,109.677826,119.998276,109.0
T000145,1990-04-30,309.37302,304.4196,304.17737,304.35785,312.24606,304.9
T000145,1990-07-31,309.66663,303.287,304.50833,304.07388,306.50784,299.8
T000146,1980-04-30,145.95978,154.79077,142.54286,138.55031,133.3684,132.5
T000146,1980-07-31,146.8479,148.02843,142.71338,138.39197,133.39555,139.2
T000147,1980-04-30,138.93224,149.44365,134.78026,131.6823,124.79599,131.5
T000147,1980-07-31,139.72238,138.9072,134.93571,131.50856,129.12091,134.0
T000148,1980-04-30,138.42227,146.39275,135.98781,132.03783,128.60791,131.9
T000148,1980-07-31,139.05566,139.0271,136.03294,131.8689,131.02669,135.5
T000149,1980-04-30,154.75386,161.66995,151.71388,147.02036,146.52571,145.6
T000149,1980-07-31,155.2155,155.74567,151.90947,146.85039,143.78737,149.0
T000150,1980-04-30,130.86702,139.21086,128.76549,125.66809,119.734375,125.5
T000150,1980-07-31,131.62372,131.24265,128.74092,125.48167,124.126434,129.2
T000151,1980-04-30,145.48247,157.00433,140.6559,135.8442,130.76556,133.1
T000151,1980-07-31,146.3229,146.01085,140.90163,135.66405,132.77402,136.3
T000152,1980-04-30,2.5996835,2.6331925,2.4842021,2.4695501,2.4113178,1.97
T000152,1980-07-31,2.6489592,2.450137,2.489217,2.4410408,2.4239964,2.0
T000153,1980-04-30,6.894001,8.458569,5.732653,5.340894,4.3767385,5.82
T000153,1980-07-31,6.982746,6.582589,5.813394,5.2294383,5.3339286,5.19
T000154,1991-04-30,123.70229,122.62773,118.79414,122.56885,117.11081,110.0
T000154,1991-07-31,124.947624,123.27738,119.145195,121.689545,118.27931,121.0
T000155,1991-04-30,122.25437,117.17362,117.86808,122.18528,111.09711,120.5
T000155,1991-07-31,123.72427,120.96489,118.06868,120.87584,124.42735,130.7
T000156,1988-04-30,113.07073,103.980415,106.710106,118.14453,111.44998,123.0
T000156,1988-07-31,113.8506,101.05565,106.96085,116.54837,123.64073,116.0
T000157,1990-04-30,646.4041,566.0824,577.94147,743.84595,646.683,810.0
T000157,1990-07-31,649.947,524.87665,581.4519,725.2791,647.5836,706.0
T000158,1990-04-30,94.80845,71.40463,87.293304,104.90132,107.5241,112.1
T000158,1990-07-31,95.3647,77.390076,87.52399,102.33544,107.299034,100.6
T000159,1990-04-30,1557.0325,1744.7056,1492.1948,1426.7937,1339.2522,1424.2
T000159,1990-07-31,1569.1868,1544.2186,1494.3964,1424.127,1386.1622,1439.4
T000160,1990-04-30,112.50505,94.37335,107.30085,110.25084,123.39203,116.1
T000160,1990-07-31,112.94653,100.80209,107.4212,109.048515,120.87467,103.1
T000161,1990-04-30,196.54063,187.56242,194.4593,203.47723,199.51627,206.0
T000161,1990-07-31,196.85262,189.46866,194.44456,202.32957,205.60712,201.7
T000162,1980-04-30,161.28522,177.51146,152.42021,144.40317,133.74405,114.0
T000162,1980-07-31,164.58722,174.30417,152.9217,143.88568,133.93896,151.0
T000163,1980-04-30,168.97247,185.9921,157.58829,149.61856,138.80838,114.0
T000163,1980-07-31,172.70111,185.28824,158.29039,148.95314,138.64862,158.0
T000164,1988-04-30,109.07246,31.380829,78.13031,63.037823,140.76974,58.0
T000164,1988-07-31,112.77818,75.224144,78.88255,61.819195,85.7334,62.0
T000165,1987-01-31,179.29819,171.36093,178.77876,171.45706,186.24959,171.0
T000165,1987-04-30,180.3666,180.43346,178.33649,170.87988,181.12793,184.0
T000166,1989-04-30,49.010834,26.0337,42.08404,43.406647,53.70961,42.0
T000166,1989-07-31,50.146355,38.740757,42.18434,42.826233,41.2359,43.0
T000167,1989-04-30,571.54456,779.71814,502.97073,465.78943,332.95148,462.0
T000167,1989-07-31,585.89795,554.1486,504.72595,463.2189,405.88498,475.0
T000168,1992-04-30,5.870127,5.8100047,5.876549,5.977433,5.859767,5.97
T000168,1992-07-31,5.876567,5.8174396,5.8740916,5.967499,5.955131,5.96
T000169,1971-10-31,100.98727,101.496796,100.05042,99.48359,100.15961,99.8
T000169,1972-01-31,101.03382,101.030556,100.1106,99.39074,100.43095,99.0
T000170,1971-10-31,135.25046,147.4592,130.74287,125.66303,118.10212,125.5
