unique_id,ds,NBEATS,NLinear,KAN,MLP,DLinear,y
T000001,1979-03-31,56506.973,40317.93,56689.695,45808.98,-248839.33,58452.59
T000001,1979-04-30,66171.516,52600.367,57262.527,55139.57,-299875.6,57033.97
T000001,1979-05-31,64274.32,45750.12,57301.773,53907.453,-287147.12,71498.95
T000001,1979-06-30,78787.055,53583.61,59382.59,55163.29,-289446.5,79187.11
T000001,1979-07-31,85702.445,54903.63,62756.324,54977.543,-281809.78,101896.1
T000001,1979-08-31,107721.61,79054.75,67732.75,61195.152,-300453.62,115971.8
T000001,1979-09-30,120759.11,96422.61,72860.73,61203.727,-284476.5,94962.15
T000001,1979-10-31,100691.516,77139.3,74524.445,67267.37,-302995.94,80648.33
T000001,1979-11-30,86757.984,63679.72,74589.58,67383.15,-297728.12,64196.08
T000001,1979-12-31,72043.61,41944.516,73064.07,67337.78,-279023.94,50364.86
T000001,1980-01-31,60048.785,31431.293,68766.09,60863.87,-239399.69,57624.06
T000001,1980-02-29,67785.69,44035.0,67638.47,60798.965,-214872.16,47163.87
T000001,1980-03-31,57601.78,41318.555,71450.79,59725.12,-211929.73,48874.07
T000001,1980-04-30,59224.016,45304.734,74853.555,60011.547,-191991.1,62737.61
T000001,1980-05-31,72738.234,51754.58,75211.33,58772.49,-186436.19,69621.13
T000001,1980-06-30,78194.01,62584.37,76159.81,60580.684,-192561.53,71454.22
T000001,1980-07-31,77446.19,68992.195,77538.49,60571.73,-190568.94,107916.8
T000001,1980-08-31,109598.766,99643.46,78044.016,61297.773,-190696.58,120461.5
T000001,1980-09-30,119083.625,118671.56,73012.96,61462.676,-201532.19,99441.18
T000001,1980-10-31,100410.61,95398.09,70658.65,66116.27,-229539.12,84936.54
T000001,1980-11-30,87492.05,91131.97,69540.23,66487.41,-216367.94,62809.52
T000001,1980-12-31,69890.6,63628.805,68948.52,66425.37,-207210.9,54028.48
T000001,1981-01-31,64439.504,58450.78,67693.12,61589.324,-169945.06,58605.91
T000001,1981-02-28,69716.875,68595.92,67013.66,61606.668,-160854.52,50516.34
T000001,1981-03-31,61750.2,73631.875,72315.84,60456.46,-148004.73,55711.54
T000001,1981-04-30,66731.586,71300.49,77209.21,60764.004,-134057.22,55798.41
T000001,1981-05-31,67298.305,74039.54,76595.984,59694.42,-115148.42,65033.18
T000001,1981-06-30,75424.98,67023.555,77203.28,61629.164,-102176.66,89421.14
T000001,1981-07-31,96274.28,82556.57,80788.36,61357.6,-84775.42,119027.9
T000001,1981-08-31,119022.01,105976.34,81119.36,62270.016,-89083.27,133411.3
T000001,1981-09-30,126534.81,122238.016,76931.39,62191.145,-91370.305,112890.7
T000001,1981-10-31,108615.86,107688.41,75261.81,62421.336,-98007.58,96718.14
T000001,1981-11-30,94419.89,82764.02,73972.6,62948.414,-84506.94,76462.8
T000001,1981-12-31,80420.875,60487.914,74493.52,67650.04,-106805.62,57951.68
T000001,1982-01-31,70318.37,47096.75,73113.71,63137.4,-59751.816,62094.69
T000001,1982-02-28,74471.55,64317.875,73916.13,62523.227,-51810.527,55118.23
T000001,1982-03-31,66847.35,62252.54,78589.6,62338.04,-56579.664,66128.35
T000001,1982-04-30,79718.875,67780.86,84143.125,63656.523,-40034.73,71334.26
T000001,1982-05-31,83554.445,66914.555,85916.25,67243.46,-35249.55,75644.72
T000001,1982-06-30,86584.65,62383.625,88699.5,67491.45,-3980.8516,98380.43
T000001,1982-07-31,104064.81,73260.31,91262.3,67338.445,9301.707,127255.0
T000001,1982-08-31,123518.51,104226.83,91525.875,66886.164,-16.492188,146442.7
T000001,1982-09-30,135378.84,128729.28,87021.086,66611.42,-15367.117,121934.8
T000001,1982-10-31,112352.44,103619.1,84786.164,66911.2,-20277.07,88537.55
T000001,1982-11-30,82402.41,67732.46,81824.984,67468.766,-26782.68,71126.15
T000001,1982-12-31,75673.914,48792.125,80898.016,69117.8,-1159.9297,80209.51
T000001,1983-01-31,91257.06,58172.273,80716.016,69228.85,24261.938,72614.41
T000001,1983-02-28,86457.9,67926.77,81683.9,68666.24,24796.914,64114.47
T000001,1983-03-31,79028.1,70273.69,88138.21,68408.31,26557.46,70382.5
T000001,1983-04-30,86895.19,82457.36,94451.086,68874.234,42518.65,77124.54
T000001,1983-05-31,92615.97,81646.266,93703.35,70119.016,58757.055,85675.68
T000001,1983-06-30,98647.18,77194.234,95239.08,73274.98,94741.89,110282.1
T000001,1983-07-31,116229.19,99807.91,98785.47,73896.51,125455.42,135361.3
T000001,1983-08-31,131212.5,122769.375,99855.66,73215.195,137200.6,165238.9
T000001,1983-09-30,149893.56,145249.7,94491.586,73056.07,114116.16,139575.0
T000001,1983-10-31,125798.58,115541.45,91682.31,73531.19,86100.586,113179.8
T000001,1983-11-30,103944.66,89933.65,92128.11,73947.51,65248.043,92898.84
T000001,1983-12-31,93322.01,70670.34,94523.81,74766.586,57849.082,69113.4
T000001,1984-01-31,81919.81,58607.11,90922.86,74563.336,121325.3,74665.16
T000001,1984-02-29,90062.59,74713.8,91110.945,74083.586,89360.84,70439.33
T000001,1984-03-31,86222.42,82773.375,95902.34,73844.586,94610.93,72906.46
T000001,1984-04-30,91167.09,95129.016,103637.73,74142.945,95739.2,79968.96
T000001,1984-05-31,97033.28,101315.34,103860.61,77249.44,116583.17,114617.0
T000001,1984-06-30,128151.67,121837.84,107149.516,77704.414,169401.44,123295.7
T000001,1984-07-31,129850.86,124063.18,109500.234,77505.17,222418.7,158611.7
T000001,1984-08-31,154149.56,155335.25,112721.59,76758.875,228158.02,187202.4
T000001,1984-09-30,168302.73,175126.42,107537.92,76562.92,200733.0,145933.7
T000001,1984-10-31,129601.47,131312.69,103154.805,76871.22,165955.19,142136.0
T000001,1984-11-30,130705.69,111069.484,103305.445,77473.84,144784.6,104437.6
T000001,1984-12-31,104712.81,74570.71,103893.65,83129.27,134286.48,77719.54
T000001,1985-01-31,91498.87,63680.586,102398.32,82715.22,129638.414,87537.67
T000001,1985-02-28,104590.89,87659.29,104454.5,84002.88,114286.56,74318.65
T000001,1985-03-31,92903.914,88762.83,109123.3,83837.35,106451.164,78690.74
T000001,1985-04-30,100044.914,104591.695,117688.55,84153.84,117897.83,93133.8
T000001,1985-05-31,114188.25,113637.77,118241.37,85401.125,147287.69,107493.0
T000001,1985-06-30,123569.69,123360.016,121558.02,89956.51,180144.6,115749.5
T000001,1985-07-31,123857.43,121328.22,122426.66,89659.49,231607.6,170180.0
T000001,1985-08-31,167086.6,162153.5,124622.98,89252.85,255025.94,182643.7
T000001,1985-09-30,163458.6,170236.16,115048.03,89175.89,216280.17,150198.4
T000001,1985-10-31,133944.84,132637.48,113347.375,89231.625,170952.38,144580.1
T000001,1985-11-30,132375.12,116034.11,109337.0,90043.21,142905.34,88946.34
T000001,1985-12-31,90089.43,69619.91,106432.914,90660.805,117595.016,79351.46
T000001,1986-01-31,94690.086,70180.68,104238.625,90092.164,118020.3,93303.12
T000001,1986-02-28,111451.02,89548.414,105104.48,89803.01,112703.586,83155.08
T000001,1986-03-31,102493.68,106681.164,111987.875,89262.87,100849.72,84729.4
T000001,1986-04-30,107457.82,113141.06,118610.83,89822.96,106874.555,118132.7
T000001,1986-05-31,138635.05,138961.38,120584.76,100941.27,143525.53,109726.9
T000001,1986-06-30,125278.82,124972.9,123696.65,104241.39,183812.06,136382.3
T000001,1986-07-31,145140.36,134978.11,127885.83,103946.586,245921.48,184945.2
T000001,1986-08-31,178975.36,178558.11,128041.98,103434.83,273688.38,183298.1
T000001,1986-09-30,163512.81,177434.94,120239.266,103184.32,230466.4,182025.2
T000001,1986-10-31,164900.2,153731.44,120362.0,103580.21,195096.56,154070.1
T000001,1986-11-30,138313.25,122839.125,116620.72,104569.63,178869.66,107512.6
T000001,1986-12-31,109232.234,85166.28,117397.414,104821.77,137023.47,95252.91
T000001,1987-01-31,112527.84,72557.15,117744.91,104429.734,149244.7,100485.8
T000001,1987-02-28,118826.14,99332.7,118141.9,103751.19,115921.86,85406.55
T000001,1987-03-31,105571.266,98322.88,124818.42,103420.22,114530.1,99865.2
T000001,1987-04-30,124865.84,118366.914,130436.625,103687.33,119496.71,104420.0
T000001,1987-05-31,125832.53,135652.75,133783.94,103923.89,144647.88,131736.8
T000001,1987-06-30,149020.84,146321.23,135811.58,104047.52,187408.83,151818.7
T000001,1987-07-31,161623.3,151326.66,140073.5,103916.94,263706.53,204872.0
T000001,1987-08-31,198379.19,195040.44,137982.36,103465.54,291693.25,200877.9
T000001,1987-09-30,181289.4,185978.31,136331.05,102737.87,231267.19,172959.4
T000001,1987-10-31,154258.98,152715.72,130118.766,103397.38,195750.95,143267.2
T000001,1987-11-30,127454.55,113806.49,125336.875,104487.65,135538.9,100896.7
T000001,1987-12-31,103775.195,73590.84,122939.19,104729.61,125269.65,91154.37
T000001,1988-01-31,109217.836,69198.516,121374.414,104095.64,136999.31,100889.3
T000001,1988-02-29,120732.234,109508.516,121831.96,103283.234,115116.89,105025.5
T000001,1988-03-31,126278.37,122715.805,133236.16,103311.24,116046.15,103881.0
T000001,1988-04-30,129550.48,135656.05,137634.1,103565.16,135144.95,117237.1
T000001,1988-05-31,138724.98,152296.97,140574.03,106120.766,149081.34,125309.9
T000001,1988-06-30,143028.61,142112.0,141524.14,112483.59,215306.12,145201.7
T000001,1988-07-31,153595.69,152312.53,145919.05,113615.92,283701.1,175963.3
T000001,1988-08-31,169525.0,176015.98,140789.0,113139.414,315648.44,220512.4
T000001,1988-09-30,200303.38,202791.25,133682.83,112552.54,271791.88,179558.0
T000001,1988-10-31,161187.98,159915.44,129433.05,113714.37,233077.28,145964.9
T000001,1988-11-30,133165.33,125948.734,126269.88,114015.81,171054.6,109480.0
T000001,1988-12-31,114149.91,78079.125,128130.96,114263.27,155041.08,88714.75
T000001,1989-01-31,108192.85,76888.25,124355.57,113774.59,156303.83,104875.7
T000001,1989-02-28,124502.08,101140.38,124639.86,113384.4,131602.22,92488.0
T000001,1989-03-31,114524.0,117895.56,129015.93,112888.04,137311.52,103057.3
T000001,1989-04-30,128324.42,140661.08,139962.34,113395.35,141363.66,105123.7
T000001,1989-05-31,128104.484,137520.53,137384.89,106013.41,196530.17,130371.3
T000001,1989-06-30,149290.72,145989.52,139445.69,113849.49,247878.22,139400.0
T000001,1989-07-31,148782.6,145453.61,141118.22,113732.164,335687.0,162441.1
T000001,1989-08-31,159407.05,162687.95,145011.84,113118.95,342279.12,198709.2
T000001,1989-09-30,178977.44,194724.4,133227.52,113138.22,305466.88,154935.7
T000001,1989-10-31,137708.39,139330.53,125140.305,113977.16,252210.78,151893.3
T000001,1989-11-30,139447.97,123823.58,121975.18,114767.53,196185.16,76786.91
T000001,1989-12-31,84340.84,53232.633,119239.266,114645.49,174296.52,79548.9
T000001,1990-01-31,98024.06,66616.83,115870.71,114057.625,172987.77,109728.2
T000001,1990-02-28,128172.38,109661.61,117202.15,113385.92,157002.58,88898.58
T000001,1990-03-31,109895.48,110346.016,119857.06,113245.2,150482.4,82404.9
T000001,1990-04-30,105929.44,124692.266,127960.64,113351.016,155338.12,101708.7
T000001,1990-05-31,124651.61,132464.11,126956.695,113516.914,188605.9,112285.4
T000001,1990-06-30,130686.836,140387.14,128953.52,108771.086,247369.0,106262.4
T000001,1990-07-31,115305.24,114483.45,126259.62,106296.57,340462.0,155264.0
T000001,1990-08-31,153056.77,159412.94,130335.14,106230.01,357609.2,170488.7
T000001,1990-09-30,152283.64,165934.28,118135.03,106091.516,308694.25,132573.7
T000001,1990-10-31,120405.41,119639.49,114379.164,106503.7,246172.3,132368.2
T000001,1990-11-30,121067.73,105479.35,106946.22,107212.33,183415.62,102293.9
T000001,1990-12-31,106985.22,69480.766,109637.87,107574.13,164619.69,77060.46
T000001,1991-01-31,92805.99,62730.406,107289.266,107001.09,168086.56,105801.7
T000001,1991-02-28,122791.03,112943.99,106183.945,106205.35,153132.33,70909.86
T000001,1991-03-31,90278.0,102192.65,110208.86,105992.43,131847.4,71229.47
T000001,1991-04-30,94412.92,107801.34,114413.8,106285.38,158278.17,99842.44
T000001,1991-05-31,120741.26,124893.336,113175.164,105907.33,173741.03,106268.9
T000001,1991-06-30,122415.47,129663.3,114987.055,102761.15,250360.27,102494.4
T000001,1991-07-31,111776.914,115354.734,118005.36,102768.07,347032.4,163841.8
T000001,1991-08-31,161864.31,163583.7,118347.14,102953.16,360374.0,177779.3
T000001,1991-09-30,159280.2,169996.19,110934.45,102643.16,306678.7,146222.3
T000001,1991-10-31,134514.67,129093.1,110156.75,102994.15,237171.28,143864.2
T000001,1991-11-30,131307.81,114422.57,108384.39,103806.3,186941.2,95231.29
T000001,1991-12-31,99011.836,71421.94,106679.82,103645.08,164597.94,87472.69
T000001,1992-01-31,102501.586,62580.227,105578.414,103139.625,177314.0,98428.95
