unique_id,ds,NBEATS,NHITS,MLP,MLP1,LSTM,GRU,DilatedRNN,DilatedRNN1,TCN,TiDE,SeasonalNaive,ADE,ADE(uid),MLpol,MLpol(uid),MLewa,MLewa(uid),LossOnTrain,LossOnTrain(uid),BestOnTrain,BestOnTrain(uid),EqAverage,EqAverage(uid),Windowing,Windowing(uid),BLAST,BLAST(uid),y
ID115,1986-09-30,157.67043,156.94987,168.32863,165.1409,165.20102,174.04578,170.06914,163.73933,166.09247,159.442,150.0,161.1814447591477,162.1427416581255,165.66728609874554,161.54351976595805,165.90484840830914,161.7371328935709,161.52529207731536,162.3295669260662,166.09246826171875,157.67042541503906,161.71919441223145,162.2162742614746,164.08021774183902,163.74397769900014,166.09246826171875,156.9498748779297,159.0
ID116,1989-06-30,659.2672,659.3701,658.7033,670.0683,672.1471,685.5988,733.8539,804.2151,681.5516,662.7339,622.2,670.0677730820486,668.8279525220178,694.5067914647727,660.0496579928,688.2905423998585,659.6428475345472,665.2900715811745,663.7551530809092,681.5515747070312,659.2672119140625,668.728385925293,662.6965026855469,672.1424782243068,663.5555124354169,681.5515747070312,659.2672119140625,658.8
ID116,1989-09-30,664.7722,666.72955,695.6692,682.8749,675.2678,668.7728,702.8165,641.3575,688.61035,670.1369,634.4,679.2229536466722,676.2263560895667,669.6719226324683,665.6921178165312,671.5798324413546,666.0462249580312,673.649336131468,671.3539715152715,688.6103515625,664.772216796875,674.8003234863281,670.5448608398438,677.0405986333708,671.2540562291346,688.6103515625,664.772216796875,668.3
ID117,1989-06-30,415.7106,415.66675,415.98697,422.89252,421.1934,427.74823,455.12613,494.7875,427.58722,417.81125,395.3,417.2205412172657,416.85850065064216,434.0634074288739,416.0170061237768,430.5978341514123,415.4776015459857,419.05547323027275,417.97441703040414,427.58721923828125,415.7106018066406,420.5477867126465,417.12554931640625,422.2799612583064,417.8159196184235,427.58721923828125,415.7106018066406,411.7
ID117,1989-09-30,418.27588,419.1494,437.79105,430.40802,422.39642,422.43323,437.88623,405.55264,431.2299,421.91483,398.8,421.90878600219435,421.2808843350365,421.2864767107629,418.6924201969729,422.31963466410866,418.3750964215258,423.19507985134373,422.225605238538,431.2298889160156,418.27587890625,423.4304618835449,421.498836517334,425.3295069774907,422.1022997376088,431.2298889160156,418.27587890625,424.3
ID118,1989-06-30,193.52824,193.57045,193.50197,196.81743,200.1965,203.67603,223.26846,248.63614,201.2763,194.27606,182.8,196.0108544776434,197.01644844359515,207.11648338376705,193.96605816301528,204.70027782952258,192.97901152071688,196.2533886499241,195.58203195283048,201.27630615234375,193.5282440185547,197.80224990844727,195.3531951904297,198.53281285041902,195.5290227037906,201.27630615234375,193.5282440185547,193.2
ID118,1989-09-30,194.76038,195.26414,203.65152,200.19116,201.12468,198.5912,210.6078,185.41353,204.18442,196.53734,184.3,199.1669031875256,199.02946084701446,197.41642786802694,195.4712946264308,198.27256142307166,194.79644452462986,198.2539142574828,197.57993398824627,204.18441772460938,194.7603759765625,198.80378532409668,197.30171012878418,199.72477771530347,197.53832076847536,204.18441772460938,194.7603759765625,194.2
ID119,1989-06-30,119.00222,119.23957,118.35252,120.67342,120.762184,118.05612,127.023056,133.25142,121.750145,118.99213,109.0,119.96728789623494,119.10314444529422,121.73487054860342,120.38701635113375,121.08977101578431,119.50922213509723,118.9190701382329,118.35430575149984,121.7501449584961,121.7501449584961,119.26522827148438,118.14436149597168,120.02082564114886,119.61339537035346,121.7501449584961,118.35252380371094,119.0
ID119,1989-09-30,121.07706,121.321945,125.81409,123.102325,121.854324,125.39998,121.80776,114.76197,122.80101,121.445045,113.0,122.10066511580887,122.65147991592114,121.84921411841596,122.40758858776461,122.29416430520862,122.06310515222167,121.26897006713573,121.66822496378113,122.80101013183594,122.80101013183594,121.1401538848877,121.5891809463501,122.69325410118337,122.78981576633151,122.80101013183594,125.8140869140625,120.0
ID12,1992-06-30,438.78217,437.81784,438.42044,445.5977,439.57443,438.03204,452.4143,502.08905,430.68936,442.54507,423.0,439.0365888065335,438.16395880476796,446.97814167816705,432.7250275597636,443.0564459148523,432.28733550078516,436.69212986505255,436.44344357809564,430.6893615722656,437.8178405761719,437.9054527282715,436.8605766296386,438.98177078441967,436.29845952009623,430.6893615722656,437.8178405761719,428.0
ID12,1992-09-30,441.28708,440.40918,461.73212,454.42444,451.38687,447.3268,443.61887,443.12082,449.40027,443.96524,427.0,447.3436975853745,447.4392744965189,446.38018562363465,438.15335477378443,446.49007920638104,437.718541324958,444.23531513884257,445.0837673846558,449.4002685546875,440.4091796875,444.8499526977539,445.6931419372558,447.040221875705,444.86129458518127,449.4002685546875,440.4091796875,436.0
ID120,1994-06-30,255.59575,257.1935,253.1426,257.83862,256.3825,264.8331,287.7372,323.0213,268.3344,259.18115,227.7,257.64801600324193,259.7985690963526,271.0082708444432,259.1084494061442,268.29884350523844,257.1171513433848,257.07961843627754,259.0637789211003,268.33441162109375,253.14259338378906,258.15839195251465,259.06270599365234,260.9910283055473,259.0710913705666,268.33441162109375,253.14259338378906,259.3
ID120,1994-09-30,260.0598,262.87314,267.6023,261.69626,256.80786,259.79193,274.44995,269.80963,269.6601,260.84653,235.3,260.5619209472613,262.488516337534,263.54319887184477,262.37928310627234,263.4340780084725,261.48039311273413,260.92789463458746,262.47643914178786,269.66009521484375,267.602294921875,260.94996070861816,262.41724014282227,263.360308805552,262.52568002353416,269.66009521484375,267.602294921875,266.2
ID121,1978-06-30,17.387657,17.208591,17.444056,17.754816,17.122904,17.366749,17.515497,18.346756,17.497116,17.634789,17.06,17.356429538484814,17.412912958235992,17.484645586260164,17.315029778879122,17.4321642391246,17.327661946349064,17.363797951904324,17.494423438554396,17.497116088867188,17.12290382385254,17.358826160430908,17.519670724868774,17.389956074099395,17.515446409874254,17.497116088867188,17.12290382385254,17.22
ID121,1978-09-30,17.408024,17.348846,18.3696,18.154638,17.158438,17.296291,17.573614,16.760014,17.536856,17.804106,16.91,17.535837704131644,17.655088298560475,17.297991874252727,17.44030065314921,17.315502268877225,17.4636496907514,17.525396665574462,17.508824584376836,17.536855697631836,17.158437728881836,17.51368546485901,17.49493718147278,17.576288557433763,17.469228951578987,17.536855697631836,17.158437728881836,17.42
ID122,1978-06-30,793.1895,792.76294,793.61707,807.1023,794.00354,804.80334,805.7244,849.07544,811.6456,794.75586,755.9,794.9151355859489,805.2142664101553,807.7853296650891,792.9674700225415,806.1092342532297,796.1461624722024,795.1939930572626,801.8029354023442,811.6456298828125,794.0035400390625,792.6998748779297,804.3468017578125,798.2610345961737,803.1019114291407,811.6456298828125,794.0035400390625,800.9
ID122,1978-09-30,799.0919,801.3913,838.47296,823.5921,797.7903,805.28265,812.344,761.59784,815.1605,805.7507,770.7,807.7879223067125,804.093081497509,799.4972986693567,806.8941800563439,801.784555165069,808.1621499311891,807.3053418155137,806.0934843492518,815.1605224609375,797.790283203125,805.0877075195312,803.9499359130859,809.1232743348395,804.493442747477,815.1605224609375,797.790283203125,815.9
ID123,1978-06-30,140.68567,141.06216,139.91599,142.50528,141.27235,142.72662,139.36797,143.95004,142.89267,141.84027,128.7,140.3514726968307,140.3514726968307,142.1329584445021,141.31561790180103,142.17914684426677,140.92679400897856,139.7429603863458,139.7429603863458,142.89266967773438,139.91598510742188,139.467134475708,139.467134475708,141.00303482479904,141.1668966584508,142.89266967773438,139.91598510742188,140.7
ID123,1978-09-30,142.46204,142.98305,147.80492,144.84831,141.18268,142.1148,136.79932,136.31601,143.0441,143.32602,131.6,142.2665457850182,142.2665457850182,141.529269207911,143.59173166210965,141.8430915031142,143.66219235928622,141.44426414278578,141.44426414278578,143.04409790039062,147.80491638183594,141.15026473999023,141.15026473999023,142.57779164649304,142.8254554834041,143.04409790039062,147.80491638183594,142.2
ID124,1978-06-30,48.564564,48.385952,48.499443,48.300835,45.85379,47.3576,49.054993,53.350624,47.433884,46.98774,50.7,47.83948177376692,47.84306955326112,48.40883115375105,47.98430020798798,48.054301471216704,47.19699337603451,47.74111887912684,48.193925574150754,47.43388366699219,45.853790283203125,48.18504571914673,48.51637363433838,47.66669098145507,48.28178240910985,47.43388366699219,45.853790283203125,46.2
ID124,1978-09-30,48.198303,49.094204,50.66223,49.66181,46.46882,47.00412,50.527138,48.353127,47.440742,47.98851,49.3,48.431895574703816,48.345196050374426,47.837777751011906,48.225998165436366,47.723279836660886,47.73358660796504,48.49606467898408,48.48452652181493,47.44074249267578,46.46881866455078,48.70999336242676,48.59163427352905,48.223893246197235,48.06039393662729,47.44074249267578,46.46881866455078,48.9
ID125,1978-06-30,16.892054,16.980057,16.729496,17.20221,16.502813,17.358889,16.761496,17.239546,16.817198,15.615887,15.92,16.570401439879074,16.54609816501171,17.00649675843695,16.390710760624764,17.001412321845198,16.56933005752413,16.510758058244562,16.604765432631257,16.817197799682617,15.615886688232422,16.527374982833862,16.582464218139645,16.637859344737052,16.672299438237683,16.817197799682617,15.615886688232422,16.2
ID125,1978-09-30,17.509878,17.99274,18.554459,18.23208,16.969255,17.591686,17.356052,17.268143,16.884039,17.244045,18.22,17.70713243003528,17.764409931850476,17.432537913191055,17.882976286169768,17.408886711242168,17.939938635962157,17.62982675283862,17.7336071429459,16.8840389251709,17.24404525756836,17.59130859375,17.700812101364132,17.635063273707665,17.775849379022976,16.8840389251709,17.24404525756836,18.12
ID126,1986-06-30,113.909424,113.95781,114.21016,116.190056,113.1138,115.21267,119.77547,123.94824,116.49831,110.820175,109.0,113.9958576290395,113.80951742912846,116.1913338616914,112.04110830141803,115.7982288172403,112.83531813796579,113.81918965275167,113.36940902480643,116.49830627441406,113.909423828125,113.91064262390137,113.34029293060303,114.60154647528852,114.18776796834406,116.49830627441406,113.909423828125,125.0
ID126,1986-09-30,114.91558,116.02693,121.3338,119.077484,115.9633,122.228424,118.48719,111.83597,117.29707,115.74582,112.0,116.70407387590004,117.41065233762102,117.33704853694056,113.62663864166313,117.69701344202194,114.63693949607548,116.42395677206613,116.80955281299245,117.29707336425781,114.91558074951172,116.47121238708496,116.93886661529541,117.59690886105662,117.19673344857038,117.29707336425781,114.91558074951172,119.0
ID127,1988-06-30,1055.9142,1055.7993,1056.577,1074.0035,1050.3047,1067.506,1095.8413,1153.7911,1072.3342,1057.239,1003.0,1064.2908353137982,1058.8422912938354,1076.2261035839056,1050.6434006531856,1072.0175302783382,1052.3018653139527,1056.114566656369,1054.6984407469383,1072.334228515625,1055.79931640625,1055.876220703125,1052.3343048095703,1061.6949793804872,1054.276900633243,1072.334228515625,1055.79931640625,1066.0
ID127,1988-09-30,1063.0149,1065.0844,1112.6299,1093.4723,1052.4286,1064.2358,1078.2864,1052.7103,1074.5961,1071.3312,1014.0,1074.298130334808,1072.6479237213355,1064.619306880892,1057.3739571447054,1064.898011950217,1057.4553175096785,1066.6248469924822,1065.4625157477828,1074.5960693359375,1065.0843505859375,1066.4214172363281,1064.6651000976562,1070.6984442784326,1065.011143077331,1074.5960693359375,1065.0843505859375,1090.0
ID128,1988-06-30,6150.8306,6164.8394,6120.103,6230.2417,6260.1885,6367.157,6688.1904,7302.007,6383.904,6194.6807,5651.0,6221.526451937932,6302.8224842099235,6442.3909539844,6282.243832711382,6397.909198331096,6267.892755363684,6210.364460336158,6264.518145596284,6383.90380859375,6383.90380859375,6201.717041015625,6291.2366943359375,6267.032629769431,6236.140371582346,6383.90380859375,6383.90380859375,6255.0
ID128,1988-09-30,6238.128,6258.7363,6478.1533,6341.446,6275.3613,6320.1475,6473.919,6031.798,6433.125,6264.247,5820.0,6293.390933927739,6344.624531668418,6281.012789620988,6339.520035964016,6299.49116598078,6336.517315941028,6302.78361720188,6334.477346523765,6433.125,6433.125,6280.208740234375,6342.7271728515625,6336.898117937858,6328.03027680301,6433.125,6433.125,6421.0
ID129,1988-06-30,210.32745,212.01985,206.60663,210.59492,217.54953,222.09024,227.20168,248.3229,220.05048,211.02693,178.3,209.95564841302507,213.9001375376274,222.0242276526853,218.35205672135507,220.8842932026513,219.1604484572277,213.09993266368176,213.76096787317,220.05047607421875,220.05047607421875,210.38531875610352,213.7832546234131,215.72531222167908,213.96179322936484,220.05047607421875,220.05047607421875,219.1
ID129,1988-09-30,216.31923,221.72914,219.46616,213.88574,217.35617,219.23203,217.72052,207.96127,221.51657,215.03888,189.3,215.170982323545,218.4055446020188,217.76766964228503,216.59999941168599,218.69689211962663,216.5086695935426,217.48478012488548,218.25104967275828,221.51657104492188,221.51657104492188,214.80583381652832,218.06798934936523,218.67333110504643,218.21462420933102,221.51657104492188,221.51657104492188,231.8
ID13,1986-03-31,26504.46,26791.916,26319.945,26599.803,26510.941,26692.602,26874.95,28003.996,26280.26,25918.57,23927.0,26156.726366768635,26156.726366768635,26788.014210544938,26362.256949616494,26711.591843243878,26490.83088397205,26150.887768048586,26150.887768048586,26280.259765625,26280.259765625,26141.00537109375,26141.00537109375,26466.92428654005,26684.57231184823,26280.259765625,28003.99609375,27657.0
ID13,1986-06-30,25695.17,25613.008,27193.0,26760.555,25583.332,24908.5,25379.945,23246.777,24542.732,26530.193,23381.0,25328.11470908666,25328.11470908666,24961.77558296236,24452.69004316021,24975.52129887703,24625.31304551455,25464.426361081903,25464.426361081903,24542.732421875,24542.732421875,25489.797607421875,25489.797607421875,25730.11521406392,25378.476740759314,24542.732421875,23246.77734375,24207.0
ID130,1988-06-30,115.62217,116.01953,114.826164,117.010254,117.414536,119.62757,125.66414,137.5918,120.61947,115.68116,104.8,116.54425574932824,115.9544881710228,121.21127728932699,114.57944518889812,120.40184817307863,115.78282293436875,116.20526493194522,116.18933346246459,120.61946868896484,115.68115997314453,116.33089637756348,115.57632541656494,117.43425087659186,116.13152234382284,120.61946868896484,115.68115997314453,118.8
ID130,1988-09-30,117.203125,117.55241,121.71282,119.09541,117.534744,120.09219,123.81611,117.43644,121.16811,117.88201,108.1,118.34369880256081,117.98774994091667,119.00975655118147,116.83552979552388,119.17177626223688,117.47081049978443,118.2327954414415,118.20514888970375,121.1681137084961,117.88201141357422,118.12116622924805,117.65567684173584,119.21833906798634,118.18006411503485,121.1681137084961,117.88201141357422,124.3
