unique_id,ds,NBEATS,NHITS,MLP,TiDE,KAN,TFT,NLinear,DLinear,PatchTST,DeepNPTS,SeasonalNaive
T000001,1993-09-30,176773.45,167561.31,175267.62,165905.7,172440.9,177522.92,164421.53,165100.28,167119.44,156544.25,160025.7
T000001,1993-10-31,158423.17,157864.27,160869.97,159922.9,163542.2,154828.06,145781.86,153334.5,154224.23,138537.23,150995.5
T000001,1993-11-30,117553.11,118662.08,115908.61,130584.63,123328.09,122453.12,123135.64,129557.7,112612.64,119750.83,112002.6
T000001,1993-12-31,97861.03,97312.484,94727.41,114001.58,95404.305,97924.17,105174.805,109135.41,90491.9,106697.11,85668.59
T000001,1994-01-31,111981.91,111051.016,107533.41,94137.48,112204.14,90627.336,93727.23,96241.99,100600.63,109884.484,107283.1
T000001,1994-02-28,96248.98,97475.69,96183.08,95800.52,103796.266,96569.39,87720.22,94840.67,91839.69,103867.59,86953.77
T000001,1994-03-31,103810.89,102068.39,99596.8,98092.37,107808.89,97819.516,91698.29,99955.08,94396.78,105532.72,95141.96
T000001,1994-04-30,116606.375,114291.32,110458.516,117795.55,116896.15,97444.7,110321.05,113220.84,107112.375,112588.266,104902.6
T000001,1994-05-31,130137.0,126398.54,128733.53,127646.914,126762.34,111505.27,121253.0,129053.95,123127.5,124510.66,117794.5
T000001,1994-06-30,156092.95,153995.5,149025.08,160219.62,145437.6,146576.25,142642.47,149162.31,144584.22,134068.31,139187.5
T000001,1994-07-31,194313.38,195575.56,181716.81,183148.06,189609.0,180838.58,183523.39,193149.08,188347.52,171093.16,183571.9
T000002,2006-01-31,89968.42,92654.91,97892.06,89929.59,96557.61,85458.38,91725.016,87413.17,88166.36,86361.16,89162.0
T000002,2006-02-28,75365.65,77658.83,81389.6,90655.74,77242.16,91870.14,82889.13,87951.11,78575.41,97954.09,66728.0
T000002,2006-03-31,103941.836,105938.414,106061.64,95939.92,109712.39,102667.01,97796.36,101846.27,103405.15,88429.33,104864.0
T000002,2006-04-30,101331.35,103975.72,104183.445,101749.88,109260.96,102385.37,89656.23,102507.336,102829.41,97456.086,102253.0
T000002,2006-05-31,94613.41,97816.81,97087.84,88181.48,95343.164,101979.96,91686.375,97891.79,93033.55,93015.234,91564.0
T000002,2006-06-30,98847.336,102706.74,103246.766,104249.875,106038.414,102598.305,94284.375,101617.31,100630.37,97637.33,99782.0
T000002,2006-07-31,104730.914,103205.66,104634.25,107385.65,109190.45,99324.375,101328.14,105002.445,101131.31,95427.43,100335.0
T000002,2006-08-31,90668.39,91257.04,93514.734,99009.375,96822.06,95202.15,90551.24,98321.02,91624.7,94369.695,87455.0
T000002,2006-09-30,88069.44,91914.96,90592.2,103442.125,95711.11,97139.33,95887.35,105053.22,91972.84,97474.01,87126.0
T000002,2006-10-31,114544.76,116221.31,118825.555,113358.766,120490.09,102760.52,111925.62,121112.625,116030.66,109395.1,113382.0
T000002,2006-11-30,106718.21,112060.35,112984.03,108433.75,112160.06,118775.13,107253.31,113098.414,108531.22,98688.445,109339.0
T000002,2006-12-31,93816.88,95627.81,92077.41,103168.45,98156.05,98730.95,89571.47,98472.125,93316.445,96000.93,91099.0
T000003,2006-01-31,27799.934,27770.283,29970.977,29511.438,28864.26,25554.537,28622.043,27322.123,27356.445,26052.43,25621.0
T000003,2006-02-28,24119.348,24050.066,24502.074,25885.16,23680.697,25421.104,24822.566,26114.523,23922.488,26296.846,19333.0
T000003,2006-03-31,30670.893,30755.387,30712.895,26027.373,31461.613,28636.88,28066.908,28951.004,29624.42,23504.887,29124.0
T000003,2006-04-30,29369.836,29494.373,28259.451,27274.854,29203.473,27867.22,24727.611,27061.465,27829.86,25974.494,26206.0
T000003,2006-05-31,26552.781,27002.32,25857.102,22765.375,26320.35,25148.748,23811.598,23717.701,24918.291,25466.936,24662.0
T000003,2006-06-30,23606.14,23649.37,23196.36,24131.793,23170.305,23340.871,22949.74,23894.49,22618.105,26905.191,20063.0
T000003,2006-07-31,27170.355,27498.0,26807.137,25336.494,27812.75,23246.105,25440.82,25406.105,25415.297,25666.148,24784.0
T000003,2006-08-31,26509.582,26748.596,25315.113,25550.48,27009.691,24204.682,23818.438,24988.367,24827.945,25455.89,23189.0
T000003,2006-09-30,23094.355,23525.242,22488.781,27685.545,23917.822,25615.395,24677.396,27374.227,23179.328,25521.852,20031.0
T000003,2006-10-31,33077.3,32026.963,32939.273,30505.748,32700.756,28107.803,30030.686,32222.82,32232.12,30800.207,31092.0
T000003,2006-11-30,34022.25,35018.727,34010.457,32601.303,34364.996,32667.27,32503.127,34527.23,33749.137,29453.027,33325.0
T000003,2006-12-31,31839.527,32747.467,30646.727,31052.158,33329.53,32113.773,31288.729,33201.453,32319.127,29243.059,31412.0
T000004,2006-01-31,49109.92,47062.137,50641.574,42193.176,50706.945,46001.68,47199.375,44001.95,46603.957,41671.59,44171.0
T000004,2006-02-28,35596.43,34684.383,37040.164,39603.41,36372.355,40210.23,40131.996,41130.824,35676.39,43470.742,28694.0
T000004,2006-03-31,45630.363,47489.055,46015.445,42245.883,48229.055,42757.895,43970.65,42579.863,43966.754,39910.016,41972.0
T000004,2006-04-30,46699.27,48131.953,46810.953,42883.234,49106.465,44180.273,41514.324,44709.11,46141.188,43467.258,44119.0
T000004,2006-05-31,43445.78,45446.266,44442.195,43923.79,44427.49,45373.008,43772.117,45517.977,42417.277,43042.234,39822.0
T000004,2006-06-30,49539.914,51280.367,51025.25,47648.58,52888.836,47317.48,43651.293,46364.223,49884.777,44916.164,47412.0
T000004,2006-07-31,48921.17,49576.707,49271.938,50189.98,50888.29,47317.13,46104.117,46689.77,46727.055,45105.984,46414.0
T000004,2006-08-31,43666.363,44441.68,43889.33,47667.65,45148.484,46782.023,46173.133,45711.277,43536.09,42716.527,39951.0
T000004,2006-09-30,53055.688,53320.96,52561.535,48705.316,53845.773,48331.887,49278.625,50176.203,51682.434,46520.508,49662.0
T000004,2006-10-31,49554.35,49123.426,49787.188,51645.715,51209.875,48236.18,48573.336,50033.977,49618.61,48211.14,49482.0
T000004,2006-11-30,46526.016,45506.324,46277.35,48086.062,46411.22,46907.293,46363.66,46431.42,45090.902,44385.312,43546.0
T000004,2006-12-31,52314.742,52487.22,50259.723,53058.02,52924.812,49046.914,49721.367,52372.49,51867.23,43218.637,50332.0
T000005,2006-01-31,42635.297,41784.7,43214.85,40046.516,43372.984,39207.766,41661.582,39539.336,40521.47,38027.066,39292.0
T000005,2006-02-28,37289.99,36945.36,38361.797,41603.7,37208.82,37230.93,39081.79,39799.145,36789.0,39594.04,32350.0
T000005,2006-03-31,49561.297,49800.61,49897.617,41648.11,50986.21,43159.21,42024.65,45865.676,49198.016,39572.184,48773.0
T000005,2006-04-30,45287.793,43877.44,43114.656,40964.938,46087.734,42849.754,34047.105,42291.88,43174.11,41765.805,42371.0
T000005,2006-05-31,35471.605,36683.504,36198.93,31683.99,35076.58,36005.938,36261.1,35522.484,34531.633,38558.195,32204.0
T000005,2006-06-30,34815.375,34873.984,34618.68,35667.777,34550.562,35062.742,33225.24,37041.332,33222.938,39503.742,30396.0
T000005,2006-07-31,38390.94,38712.617,37770.047,35793.55,39547.34,35377.44,37253.04,37428.824,35921.746,38700.742,34089.0
T000005,2006-08-31,38089.324,37945.254,36696.227,36677.496,39243.195,36236.977,35305.355,37155.9,36186.31,39122.63,34031.0
T000005,2006-09-30,39057.83,38876.984,36973.477,42077.2,39095.758,38318.336,37321.52,41905.95,37388.113,38765.008,34931.0
T000005,2006-10-31,52449.61,51292.723,51375.65,47831.957,51708.562,44760.645,47290.96,50975.832,51090.76,48065.75,50028.0
T000005,2006-11-30,48332.727,49158.035,48633.758,47897.633,49297.098,49739.504,46894.535,49567.438,47785.34,42413.414,47097.0
T000005,2006-12-31,41097.766,42157.703,39139.78,44339.496,41854.406,40721.34,38958.035,41870.688,40395.95,39818.508,39039.0
T000006,2006-01-31,15438.958,15805.046,16515.807,15358.374,16949.973,14300.752,16036.123,15338.562,15232.943,15819.125,13921.0
T000006,2006-02-28,14579.539,14982.499,14588.336,16887.71,14439.294,15196.848,14882.503,15821.434,14109.539,17230.361,11658.0
T000006,2006-03-31,21432.938,20385.592,19866.47,16189.363,20358.766,19151.375,17923.39,19041.021,19531.004,15397.886,19017.0
T000006,2006-04-30,22748.969,22359.113,21818.764,17187.498,23075.31,21166.59,14531.08,18825.014,21456.543,17135.523,21023.0
T000006,2006-05-31,17566.033,17875.424,17364.67,14535.271,17220.607,17140.76,16636.652,16539.105,16657.877,15550.14,15987.0
T000006,2006-06-30,15573.07,16200.672,15542.307,17592.438,15960.213,16290.616,15728.831,18026.117,15246.597,16516.848,14039.0
T000006,2006-07-31,16886.66,17130.959,16556.924,16977.191,17850.691,15929.17,18493.965,17491.309,16081.964,16912.709,14740.0
T000006,2006-08-31,16899.785,16967.346,16737.154,17270.766,17860.328,16415.314,16645.69,17483.59,16397.543,16928.166,15158.0
T000006,2006-09-30,19565.564,19104.959,18336.518,19667.566,18965.418,17957.324,18239.48,20806.922,18334.113,18425.383,17561.0
T000006,2006-10-31,27045.15,27393.723,26509.762,23609.053,26395.691,22953.648,23616.832,25310.746,26096.902,24756.072,25464.0
T000006,2006-11-30,21927.28,22328.082,22037.193,20430.707,21894.695,23105.525,20816.326,21800.162,21129.094,17941.18,21276.0
T000006,2006-12-31,15979.094,16224.011,14987.061,17669.195,16112.291,16400.377,14598.981,15722.907,15495.309,17547.602,14781.0
T000007,2006-01-31,115645.94,113610.95,118740.91,109647.234,116260.83,114224.38,111195.16,108772.195,111303.97,113753.75,115957.0
T000007,2006-02-28,97072.62,93708.016,97426.91,102952.64,96197.05,105701.2,99862.33,99662.65,94588.45,102451.04,89686.0
T000007,2006-03-31,109797.4,108329.164,108615.45,106574.78,114981.55,101015.78,95427.7,105473.336,104344.66,95529.14,111183.0
T000007,2006-04-30,93572.73,93249.97,91208.09,102430.75,94345.0,94150.49,92277.17,95042.805,89650.88,93788.44,86179.0
T000007,2006-05-31,92413.76,90296.33,90139.63,93497.09,90365.95,91428.01,91079.51,91958.836,87434.02,97988.5,87988.0
T000007,2006-06-30,98655.945,96556.4,94874.21,97310.11,96848.4,94401.734,83738.78,89490.56,91102.555,104630.98,90343.0
T000007,2006-07-31,97526.97,96815.914,96375.016,98984.31,98768.95,98134.29,91098.3,97758.83,92387.29,94553.38,92029.0
T000007,2006-08-31,109471.98,105965.93,103787.164,105029.37,107710.336,100119.84,98858.516,105369.555,99025.12,97870.54,98053.0
T000007,2006-09-30,118986.44,116969.43,113687.3,109193.086,116911.914,102444.734,102782.51,107950.83,111870.97,101035.21,113458.0
T000007,2006-10-31,104365.7,100846.03,103346.82,107731.54,101978.375,107858.29,100414.875,107874.125,99052.49,95456.984,94237.0
T000007,2006-11-30,117062.336,115169.94,114782.734,116251.72,116764.4,113883.16,111568.42,117834.32,113622.59,107778.516,115049.0
T000007,2006-12-31,124945.39,124733.81,115911.47,127706.1,126168.74,115349.21,116362.836,127571.26,120417.94,111575.71,116686.0
T000008,2006-01-31,60405.66,59930.004,60732.39,55722.48,60509.062,54258.605,54629.766,54520.305,57069.914,51348.496,53643.0
T000008,2006-02-28,51657.895,51436.69,51933.742,48787.73,52418.016,49826.402,51420.758,52130.11,49087.875,50628.242,46151.0
T000008,2006-03-31,50337.242,49975.973,49680.695,48815.926,50218.41,50822.312,53300.145,47845.176,47739.418,51553.82,42506.0
T000008,2006-04-30,57844.26,57505.957,54999.645,52746.98,56673.42,51731.832,51804.594,52762.168,53734.133,52600.85,51457.0
T000008,2006-05-31,56807.402,57736.168,55484.438,55246.684,55887.94,53458.23,55135.996,55194.895,53983.086,52797.312,50832.0
T000008,2006-06-30,61230.12,61337.117,59972.414,56515.566,63232.586,56169.258,55610.42,58183.97,58698.566,54066.98,57555.0
T000008,2006-07-31,61831.863,62786.977,61346.96,59765.203,63509.227,60196.96,58185.117,59494.88,60141.984,55208.984,57983.0
T000008,2006-08-31,66330.89,64880.49,64345.92,62307.75,66499.47,60562.984,61306.508,61471.43,62669.254,57645.438,61937.0
T000008,2006-09-30,57844.867,57330.156,55714.64,60185.938,57888.355,56074.836,56899.184,57751.246,55488.41,55756.8,52034.0
T000008,2006-10-31,60455.773,61066.105,58143.023,59416.76,58605.992,56398.656,54814.312,56050.996,56662.766,55409.35,57183.0
T000008,2006-11-30,59610.19,61211.93,58295.926,59441.906,58631.348,56066.406,57697.37,60229.418,56508.3,53776.035,53115.0
T000008,2006-12-31,61147.438,61819.586,56415.36,60477.125,60610.203,56871.19,58169.21,60677.76,58329.81,51893.176,58084.0
T000009,2006-01-31,31898.91,31022.75,34596.516,36444.008,33012.812,28869.861,34593.98,34508.38,32872.297,32238.861,24135.0
T000009,2006-02-28,34607.88,34386.14,36359.97,35127.605,35957.77,31209.434,32949.977,35289.035,35607.293,34075.062,28869.0
T000009,2006-03-31,40594.668,40603.043,40491.664,33846.758,39951.562,34553.727,36899.664,37093.457,39332.89,32870.477,33975.0
T000009,2006-04-30,41002.85,40637.207,37857.266,34776.84,40391.062,40028.676,34938.816,36929.31,39222.023,33981.816,34869.0
T000009,2006-05-31,46308.777,45168.617,43290.594,37133.93,43531.523,39640.383,33711.164,36304.066,42836.426,33389.45,40199.0
T000009,2006-06-30,35876.01,35283.78,34586.617,35405.926,34872.918,34188.23,34976.203,34414.734,34108.105,33771.38,29526.0
T000009,2006-07-31,34328.777,33625.547,31691.238,32875.797,33918.79,31821.1,33307.38,32112.621,31238.947,32452.28,28405.0
T000009,2006-08-31,32452.035,30913.627,29067.732,31016.781,31581.832,30437.994,30548.164,30434.682,29578.604,32054.5,25474.0
T000009,2006-09-30,35775.305,34153.246,33538.83,34524.586,34944.39,31733.135,34075.527,36353.027,32636.582,34127.066,29863.0
T000009,2006-10-31,43866.94,43273.266,42324.438,38563.14,42124.465,37629.348,38018.457,40620.477,41397.43,37056.32,40207.0
T000009,2006-11-30,39070.793,38028.41,38075.363,37937.727,37429.6,39038.375,36137.773,37482.652,37334.85,33483.586,35064.0
T000009,2006-12-31,41605.438,41147.42,38878.656,34729.094,41823.5,38860.32,39838.44,41056.133,41330.605,32743.838,40463.0
T000010,2006-01-31,45334.918,43346.367,52313.21,55755.562,49418.53,45494.645,54213.703,54167.934,45060.65,46005.945,42725.0
T000010,2006-02-28,39786.055,36966.008,39811.523,44315.55,39724.164,41302.574,43686.79,47111.74,38967.812,47337.816,30387.0
T000010,2006-03-31,53165.387,50892.875,53631.094,49308.8,55539.434,43855.79,55423.004,51896.75,51197.047,48013.312,49847.0
T000010,2006-04-30,49308.758,46646.83,48013.066,51138.062,50339.414,46187.574,49921.043,50023.15,47485.113,46543.48,42913.0
T000010,2006-05-31,55689.617,53865.61,54050.133,52548.273,53767.73,51171.918,45078.934,50375.547,51368.887,47543.156,50758.0
T000010,2006-06-30,60784.598,57625.562,58909.16,50647.824,58808.08,56505.08,45914.35,46492.97,57251.047,47107.348,55060.0
T000010,2006-07-31,46679.67,48079.7,48865.887,51152.246,49300.72,50969.844,45886.016,48982.816,47637.39,47427.207,43856.0
T000010,2006-08-31,47231.484,43956.52,44002.5,47539.176,47766.445,45040.78,44286.47,45981.38,45159.625,46243.38,40969.0
T000010,2006-09-30,46294.25,45257.156,44246.066,47035.28,44723.65,43293.234,47180.906,48387.914,43765.836,46403.984,39583.0
T000010,2006-10-31,45585.44,45534.797,47575.734,48688.336,47488.875,47217.547,45429.36,45576.883,46702.96,49503.895,42535.0
T000010,2006-11-30,61665.773,60265.34,60716.848,55837.902,61514.5,57783.863,61280.99,62537.848,60833.777,51153.633,59952.0
T000010,2006-12-31,78660.59,77999.055,73675.95,63881.63,78729.09,74019.29,73274.04,77868.266,78034.59,67253.445,74745.0
T000011,2006-01-31,34217.168,32624.299,37239.79,39556.855,35390.37,30686.154,37481.426,37328.31,33704.28,32699.895,29397.0
T000011,2006-02-28,29095.023,28915.453,27922.77,30349.752,28525.396,27114.125,29880.758,33405.223,28420.115,33400.79,21529.0
T000011,2006-03-31,36966.9,37848.902,38656.227,30321.584,38903.812,32988.93,38769.402,36756.004,36351.15,32055.33,33489.0
T000011,2006-04-30,42481.633,44693.52,43023.652,35308.81,43328.953,37463.76,35404.22,36537.113,42809.54,33786.242,41010.0
T000011,2006-05-31,35036.33,34293.902,33285.406,35204.4,35518.023,33209.68,33050.773,31654.828,33444.9,32235.342,31832.0
T000011,2006-06-30,27405.959,25843.074,24732.887,30534.438,25679.379,31127.326,32874.85,32185.871,26803.887,33750.52,19905.0
T000011,2006-07-31,38031.152,39973.29,38671.5,33992.203,40683.234,32405.38,35409.133,32589.375,38629.945,33744.48,38182.0
T000011,2006-08-31,32871.355,31414.52,31159.72,33201.97,33871.78,31893.893,31809.078,31259.676,32880.562,32312.424,29347.0
T000011,2006-09-30,27603.43,28713.662,27345.834,32846.875,28938.828,31704.855,31932.816,36200.85,27572.947,32087.14,22825.0
T000011,2006-10-31,40618.914,39227.836,40641.56,36922.527,40324.484,31927.174,35417.97,37808.926,40250.266,35389.832,40198.0
T000011,2006-11-30,30601.105,29138.043,30391.984,40484.598,30058.396,32771.277,28388.014,30191.922,31610.062,32390.074,26281.0
T000011,2006-12-31,48215.617,47800.547,45214.867,40210.77,47320.613,39915.152,46772.79,47201.45,48420.777,33941.49,46417.0
T000012,2006-01-31,178326.31,173200.64,183746.52,188000.8,178496.38,172317.55,169430.0,184477.75,171769.88,175185.52,164183.0
T000012,2006-02-28,179432.81,181912.1,185382.92,180703.58,190027.3,173201.4,169904.44,181000.98,176614.62,169825.45,181479.0
T000012,2006-03-31,171383.75,170900.53,171642.16,173115.0,172027.84,172278.31,174971.83,175197.7,163959.6,177951.4,156370.0
T000012,2006-04-30,187925.0,188778.77,182786.03,190752.12,191966.62,172673.9,176607.86,177448.42,181396.05,173160.48,183531.0
T000012,2006-05-31,169963.33,172824.52,172094.33,190322.72,173565.95,174451.39,176564.69,178227.56,166856.47,176801.78,162382.0
T000012,2006-06-30,173507.38,173134.31,178383.62,185471.23,182976.72,176852.25,188435.86,184770.73,170996.8,178079.6,167860.0
T000012,2006-07-31,200985.81,209805.95,211883.03,196772.64,216388.38,190437.02,191782.23,191345.48,205054.33,194276.2,203425.0
T000012,2006-08-31,201246.08,202985.27,201037.97,203180.66,211604.9,195916.17,191245.83,198628.9,198505.39,187618.34,198992.0
T000012,2006-09-30,178453.0,183672.88,182430.58,196164.03,186969.94,182763.14,188234.8,195833.56,176971.95,182160.67,171075.0
T000012,2006-10-31,194915.8,196420.44,195414.53,197190.1,198927.38,181436.38,182601.45,192930.53,189261.27,186099.28,193622.0
T000012,2006-11-30,182081.67,184142.4,178846.88,204912.75,178474.69,177608.84,166943.78,180971.42,172133.23,176655.88,166635.0
T000012,2006-12-31,187732.42,190676.28,177035.31,194598.42,192744.06,179168.53,184291.56,191221.17,181908.8,172229.78,181011.0
T000013,2006-01-31,1132104.5,1107468.6,1182324.2,1185732.5,1164147.0,1094712.2,1096745.6,1138376.5,1109822.6,1054864.0,1065487.0
T000013,2006-02-28,1111925.8,1083589.5,1098367.1,1049079.4,1126590.2,1035394.44,1035600.06,1072923.8,1064953.0,1027485.94,1041061.0
T000013,2006-03-31,1008161.1,1008194.7,1028791.5,1012266.5,1043971.25,996886.2,1031640.25,1034418.25,990539.8,1047087.75,932243.0
T000013,2006-04-30,1054293.5,1058245.2,1025539.4,1082550.9,1054081.2,985643.4,1047068.1,1016964.44,1011074.8,1048932.6,987091.0
T000013,2006-05-31,1013192.75,1019492.0,1037705.75,1070499.8,1041324.1,1003511.3,1021187.5,989277.1,988482.5,1054076.5,972313.0
T000013,2006-06-30,959538.0,955455.9,983843.1,1012650.56,982474.2,1031315.25,1041359.75,1025390.4,945699.4,1061356.9,885596.0
T000013,2006-07-31,1157270.2,1206793.9,1202506.6,1106118.6,1241400.6,1100300.1,1106880.6,1106782.4,1159656.6,1062946.5,1147076.0
T000013,2006-08-31,1261403.1,1262794.5,1245888.2,1193188.5,1309253.0,1181822.2,1126946.6,1182555.8,1217547.5,1064210.9,1221159.0
T000013,2006-09-30,1008592.0,1021584.06,1020758.75,1178269.4,1039216.75,1011118.0,1067674.9,1134169.5,992947.06,1058077.5,925417.0
T000013,2006-10-31,1185442.2,1162499.8,1164779.5,1135854.5,1163334.5,1049444.2,1072751.5,1151218.8,1128875.0,1092662.5,1115023.0
T000013,2006-11-30,1177286.2,1153688.8,1132434.2,1249250.5,1137709.6,1132098.4,1056122.8,1150370.0,1105212.6,1069228.8,1070488.0
T000013,2006-12-31,1215529.6,1230131.1,1140204.4,1188418.0,1245116.9,1152685.9,1197435.1,1241451.0,1193604.0,1090922.8,1178446.0
T000014,2006-01-31,9395.218,9471.294,9744.566,8993.552,9677.391,8638.12,9058.406,8732.165,9148.421,8609.77,8806.55
T000014,2006-02-28,8455.661,8140.1743,8483.822,8594.794,8417.553,8412.7705,8492.975,8613.9795,8245.675,8409.883,7520.2
T000014,2006-03-31,9031.492,9108.956,8994.33,8709.557,9402.681,8564.313,8672.984,8746.277,8757.886,8036.0093,8509.7
T000014,2006-04-30,9038.651,8958.093,8753.326,8784.182,9088.539,8431.332,8275.496,8750.379,8691.474,8368.317,8410.75
T000014,2006-05-31,8646.883,8830.888,8583.288,8145.0527,8588.484,8181.1377,8205.913,8503.846,8320.574,8268.3545,8113.9
T000014,2006-06-30,8839.112,8792.96,8719.927,8580.03,8980.903,8115.047,7991.6826,8515.172,8428.032,8405.976,8212.85
T000014,2006-07-31,8849.916,8886.703,8717.16,8694.814,8941.97,8193.123,8251.569,8567.021,8294.338,8302.719,8113.9
T000014,2006-08-31,8772.427,8764.381,8432.217,8569.419,8782.227,8232.556,8219.524,8548.293,8180.187,8290.577,7916.0
T000014,2006-09-30,8888.578,8815.465,8448.885,8875.634,8820.556,8323.273,8300.447,8719.226,8391.49,8366.377,8106.48
T000014,2006-10-31,9516.4795,9431.19,9259.141,9258.546,9340.202,8571.308,8873.015,9414.718,8953.15,8692.438,8707.83
T000014,2006-11-30,9745.663,9805.136,9535.154,9467.621,9719.741,9207.982,9358.198,9815.771,9341.8,8800.392,9208.28
T000014,2006-12-31,9664.501,9766.359,9008.299,9719.902,9658.78,9217.73,9133.745,9726.412,9255.236,8733.729,9186.8
T000015,2006-01-31,15761.287,15821.913,16483.055,15253.122,16426.033,14944.8,14990.777,14982.423,15175.669,14920.122,15218.72
T000015,2006-02-28,14671.446,14777.515,14998.884,15249.281,14985.471,14875.925,14607.099,15015.347,14314.882,14873.221,13711.24
T000015,2006-03-31,15189.37,15710.174,15564.834,15282.19,16289.645,15057.317,14653.33,15324.943,14903.334,14351.085,14926.16
T000015,2006-04-30,15080.174,15451.072,15250.006,16066.372,15924.489,15192.58,14484.803,15111.348,14999.172,14961.887,14752.6
T000015,2006-05-31,14856.86,15243.486,15097.864,14820.173,15019.461,15337.299,14977.58,14965.941,14560.802,14807.903,14248.0
T000015,2006-06-30,15352.965,15574.206,15666.144,15925.65,16104.165,15379.684,14779.104,15162.421,15008.201,14924.469,14782.3
T000015,2006-07-31,16269.418,16368.945,16671.11,16312.691,17024.957,15434.497,15569.1875,15727.554,15766.805,14957.791,15678.08
T000015,2006-08-31,15860.598,15890.7705,16082.924,16717.812,16999.93,15589.603,15692.475,16177.486,15724.147,15324.53,15499.92
T000015,2006-09-30,15724.163,16005.552,15832.315,16742.404,16491.148,15791.373,15750.52,16198.217,15603.292,15439.392,15469.44
T000015,2006-10-31,16489.133,16871.68,16611.156,16918.787,16811.855,16214.847,15860.842,16623.758,16272.633,16110.6045,16206.08
T000015,2006-11-30,17393.441,17601.904,17309.664,16871.637,17780.664,16492.867,16678.654,17621.87,17065.258,15473.847,17250.1
T000015,2006-12-31,15775.902,16016.285,15086.727,16924.133,16095.951,15444.08,14796.442,15811.625,15082.216,15658.998,14709.6
T000016,2006-01-31,9757.903,9544.419,10401.9375,10124.119,9974.971,9319.41,9533.836,9607.974,9345.016,9409.55,9044.52
T000016,2006-02-28,9127.268,8905.486,9185.076,9131.303,9017.635,8755.561,8840.108,9186.19,8684.559,9087.488,8081.92
T000016,2006-03-31,9673.26,9696.646,9645.18,9150.468,9908.051,8852.82,9453.828,9338.188,9172.467,8748.582,8871.24
T000016,2006-04-30,9896.14,10033.9795,9770.604,9861.118,10074.056,9041.48,8901.437,9324.932,9527.012,9554.169,9293.68
T000016,2006-05-31,9054.633,9024.883,9022.968,8979.323,8896.581,9226.047,8825.735,9132.849,8636.159,9306.289,8240.54
T000016,2006-06-30,9740.301,9670.334,9746.924,9532.195,9899.027,9660.494,9135.15,9527.386,9300.621,9291.73,9112.32
T000016,2006-07-31,10766.042,10775.215,10730.892,10242.595,10902.463,10119.556,9739.874,10094.986,10232.049,9496.042,10125.57
T000016,2006-08-31,10865.369,10677.902,10428.713,10439.831,10751.711,10130.717,9935.263,10323.275,10145.546,9446.435,9903.03
T000016,2006-09-30,10059.599,9865.055,9746.654,10415.371,10048.688,9863.007,9853.656,10309.011,9663.429,9588.104,9258.62
T000016,2006-10-31,11046.78,10809.756,10620.781,10875.913,10661.766,10215.828,10215.83,10634.357,10310.136,9987.443,10051.66
T000016,2006-11-30,11817.055,11578.837,11305.267,11341.146,11616.168,10859.091,11043.462,11686.491,11201.363,10380.984,10955.18
T000016,2006-12-31,11021.756,11168.105,10395.006,11235.91,11259.422,10628.03,10719.669,11289.106,10824.648,10140.723,10671.75
T000017,2006-01-31,3915.5715,3805.1775,4103.952,4335.1836,3895.528,3990.427,3757.0554,4080.072,3763.684,3947.232,3826.4
T000017,2006-02-28,3819.3684,3794.3267,3922.8193,4043.0718,3901.574,3880.233,3693.42,3958.0032,3721.6145,3744.179,3902.58
