unique_id,ds,NBEATS,NHITS,MLP,TiDE,KAN,TFT,NLinear,DLinear,PatchTST,DeepNPTS,SeasonalNaive
T000005,2006-12-31,143385.17,145054.14,159647.78,130167.35,163069.52,141575.67,136355.05,142744.98,139130.94,124446.5,136164.0
T000006,2006-03-31,51675.43,52268.652,57445.04,56254.11,52081.508,48768.746,57200.97,54317.83,49926.42,52192.234,44596.0
T000006,2006-06-30,56632.914,56848.97,59961.195,49030.17,64499.902,56043.504,50668.125,50704.383,55267.848,52663.58,51049.0
T000006,2006-09-30,55433.65,54061.31,61684.164,55834.824,61976.195,52350.73,58161.293,60727.133,52211.97,51643.777,47459.0
T000006,2006-12-31,63973.312,64451.484,71629.64,56939.953,73401.66,64325.027,61208.29,61857.715,63331.816,52606.7,61521.0
T000007,2006-03-31,320068.8,323389.94,346343.47,325652.9,320226.12,317253.56,313242.6,314571.0,317238.62,305483.7,316826.0
T000007,2006-06-30,292927.34,285015.38,313346.75,325337.4,336313.44,280216.0,285638.8,297149.6,275022.34,308323.44,264510.0
T000007,2006-09-30,333408.3,324802.28,359336.8,328361.88,368002.44,314807.38,302616.75,309210.06,309345.75,320093.97,303540.0
T000007,2006-12-31,347564.4,348313.03,388126.8,329328.88,398302.66,340223.4,328049.47,358098.84,334090.72,318492.16,325972.0
T000008,2006-03-31,161737.95,162239.89,175374.98,160429.42,159014.11,154013.97,162444.08,163946.47,153952.56,158244.77,142300.0
T000008,2006-06-30,175374.2,174944.36,183689.34,166562.52,198979.78,168928.12,163271.73,170456.81,166713.22,162162.58,159844.0
T000008,2006-09-30,190010.11,188189.23,203501.67,171735.39,208687.22,177751.42,171002.5,183780.47,177587.34,162053.81,171954.0
T000008,2006-12-31,180169.89,181794.1,205024.25,172365.75,207789.6,174250.55,169699.31,177475.98,171906.67,162010.17,168382.0
T000009,2006-03-31,101101.41,101544.29,111186.37,111282.016,101407.67,95486.85,109828.91,104292.87,101337.45,102041.516,86979.0
T000009,2006-06-30,115751.33,116234.46,120317.01,92249.89,128554.805,115647.53,98313.8,100226.26,115953.36,100117.33,104594.0
T000009,2006-09-30,101384.97,96641.79,113165.734,108220.9,113616.58,96819.625,110689.56,115419.11,97413.1,95913.71,83742.0
T000009,2006-12-31,120154.82,122238.59,136331.4,112700.81,137775.52,120907.664,114572.4,114009.34,118993.1,99838.18,115734.0
T000010,2006-03-31,136902.19,139656.03,156558.06,164932.8,140554.06,132415.19,164817.31,155509.89,134163.73,151276.92,122959.0
T000010,2006-06-30,160173.4,162275.77,172774.42,132106.25,182876.81,160357.88,143188.06,142369.98,159418.16,150714.5,148731.0
T000010,2006-09-30,145886.39,141391.95,165351.52,160452.94,165192.53,139646.97,166155.39,172489.14,137990.81,144157.42,124408.0
T000010,2006-12-31,181914.03,184495.84,206251.56,164504.58,210947.06,189300.78,174029.84,175646.62,184941.06,149449.67,177232.0
T000011,2006-03-31,97556.17,98523.67,107498.78,103256.65,97666.14,91478.56,105084.51,100376.85,93212.07,96008.36,84415.0
T000011,2006-06-30,103715.125,102737.87,109290.77,92810.38,117934.12,101756.62,93580.8,93931.24,99641.02,97534.13,92747.0
T000011,2006-09-30,105216.94,102784.086,115731.41,103177.97,116669.46,98753.38,106670.36,111330.484,97993.68,96572.69,90354.0
T000011,2006-12-31,118288.48,118862.32,131446.38,104796.87,135026.88,117402.484,112725.1,114799.03,115707.87,97617.15,112896.0
T000012,2006-03-31,534940.0,532336.8,580172.94,535203.2,531651.1,511724.62,528777.06,542529.8,509800.38,526672.8,502032.0
T000012,2006-06-30,549928.1,548265.8,586228.6,567915.0,635872.9,521477.4,533830.5,563504.8,521721.84,534390.2,513773.0
T000012,2006-09-30,610904.94,603750.5,665977.9,571554.44,684038.6,584329.94,545843.9,582072.3,581128.7,535152.7,573492.0
T000012,2006-12-31,578572.6,583675.7,661504.0,572070.4,671813.75,552729.5,546134.5,585840.25,545613.5,532500.0,541268.0
T000013,2006-03-31,3253134.5,3278465.0,3486750.0,3226659.5,3214366.2,3130346.5,3212946.5,3223216.5,3090340.2,3119250.8,3038791.0
T000013,2006-06-30,3205891.0,3167992.0,3380703.0,3327957.8,3615906.0,2952561.2,3043464.5,3152966.5,2930464.0,3183634.2,2845000.0
T000013,2006-09-30,3629671.2,3597685.5,3869774.8,3355491.0,3974895.5,3369435.5,3236782.0,3387583.5,3342106.2,3255789.0,3293652.0
T000013,2006-12-31,3604643.2,3616816.2,4010456.0,3350511.5,4116848.0,3461266.2,3398057.2,3638963.8,3434454.5,3215716.5,3363957.0
T000014,2006-03-31,27078.62,27486.547,28717.463,27442.82,26443.107,25429.97,26359.424,26293.86,25698.957,25458.34,24836.45
T000014,2006-06-30,27049.729,26818.13,28053.54,26042.197,30398.902,25407.219,24792.549,25988.404,25519.98,25517.332,24737.5
T000014,2006-09-30,28005.262,27235.268,29794.84,27619.842,30230.068,24947.152,26125.617,27161.113,25145.219,25388.271,24136.38
T000014,2006-12-31,28987.305,28969.318,32286.668,28196.828,32970.734,27483.627,27081.457,28611.176,27350.463,25602.621,27102.91
T000015,2006-03-31,48678.324,48734.758,51392.836,47296.586,47479.17,45508.062,46628.39,46802.086,47017.754,45598.074,43856.12
T000015,2006-06-30,49055.758,49380.555,50970.62,47975.297,54920.156,45692.57,45029.957,47181.375,46807.027,45939.06,43782.9
T000015,2006-09-30,52027.38,51945.15,55866.363,48983.312,57238.45,47838.508,47244.887,49736.81,48229.96,46783.83,46647.44
T000015,2006-12-31,52150.57,52738.07,58268.645,49544.246,59134.95,48853.633,48608.734,51299.703,48924.527,46739.543,48165.78
T000016,2006-03-31,28593.623,28877.445,31122.176,29611.541,28283.402,26594.57,29889.219,29555.002,26557.879,28035.043,25997.68
T000016,2006-06-30,29279.168,29018.578,31330.23,29084.871,33587.16,27501.861,27950.066,28532.64,26902.438,29173.14,26646.54
T000016,2006-09-30,33085.68,32669.576,35105.188,30660.797,35924.83,30445.957,30497.018,32050.514,29766.582,29484.537,29287.22
T000016,2006-12-31,33632.492,33762.52,37244.44,30626.291,38439.445,32790.34,31749.9,33495.344,32235.414,29100.357,31678.59
T000017,2006-03-31,11402.545,11709.523,12655.266,12777.193,11377.395,11267.434,12280.521,12413.838,11257.526,11994.912,11328.34
T000017,2006-06-30,11495.853,11477.775,12550.57,12099.861,13499.152,11373.842,11566.331,11978.399,11185.223,12199.008,11180.16
T000017,2006-09-30,12682.483,12479.314,13959.865,13070.1875,14208.74,12020.683,12215.294,12702.604,11797.068,12340.404,11731.27
T000017,2006-12-31,13408.495,13476.818,14933.096,13063.162,15533.78,13189.396,12595.77,13735.836,12843.831,12258.551,12746.3
T000018,2005-09-30,437.1603,448.5597,482.20227,495.58145,440.30792,442.1174,446.86017,461.36957,436.55325,442.73172,453.0
T000018,2005-12-31,446.34134,442.14822,470.08475,454.11322,513.4871,442.40897,432.15894,464.02676,437.61273,448.71512,442.0
T000018,2006-03-31,442.5059,433.63492,493.6738,496.03204,495.51895,424.63193,430.96286,443.8528,413.92624,444.21182,401.0
T000018,2006-06-30,465.753,470.93057,533.3007,506.68094,547.997,467.19202,434.49237,479.79688,453.5308,441.57004,443.0
T000019,2005-09-30,612.55945,623.57446,649.9668,635.2994,600.34296,613.8355,576.67816,580.9949,599.4504,560.90375,590.0
T000019,2005-12-31,583.0363,581.0128,603.9413,573.8238,660.0151,572.5783,536.32153,574.8484,562.33093,561.2301,554.0
T000019,2006-03-31,556.4674,538.4393,610.6648,618.9274,614.9415,516.2077,547.3803,557.2657,501.95105,557.3504,481.0
T000019,2006-06-30,611.88446,613.8595,691.78577,641.9999,701.8453,598.77295,571.0432,612.4977,587.3035,561.40356,576.0
T000020,2005-09-30,3308.8462,3333.8423,3501.8926,3122.2131,3296.1948,3316.429,2842.427,2855.1094,3303.1528,2780.186,3290.0
T000020,2005-12-31,2470.1428,2485.7078,2738.3857,3066.5007,2996.8794,2488.5574,2483.7712,2654.4548,2359.378,2767.708,2323.0
T000020,2006-03-31,2732.2156,2646.6284,3067.45,2996.323,3110.188,2588.2012,2561.2126,2515.6265,2527.149,2859.8586,2513.0
T000020,2006-06-30,3018.8774,3016.479,3516.19,3076.684,3576.2534,3053.041,2922.8032,3221.4453,2927.707,2847.0618,2883.0
T000021,2005-09-30,3384.651,3461.281,3545.3086,3030.043,3340.4534,3397.6792,2793.7952,2703.9543,3357.6853,2641.868,3173.0
T000021,2005-12-31,2297.9028,2337.002,2591.3877,2854.8633,2833.4648,2412.7703,2276.8628,2399.8938,2190.876,2668.4504,2147.0
T000021,2006-03-31,2424.7415,2355.1973,2793.8772,2796.8762,2834.7012,2344.3008,2469.2734,2380.1626,2207.7114,2770.0454,2193.0
T000021,2006-06-30,3013.0823,3007.6611,3477.8057,2919.4646,3508.0327,3101.5505,2944.5222,3138.1448,2927.236,2737.0725,2885.0
T000022,2005-09-30,2167.235,2201.2056,2310.106,2236.3333,2141.1113,2171.1406,2048.2893,2073.233,2130.998,2003.0134,2112.0
T000022,2005-12-31,2049.216,2039.2258,2150.0972,2084.627,2340.229,1986.0785,1920.9532,2055.895,1950.3983,2006.842,1946.0
T000022,2006-03-31,2030.4468,1972.2188,2226.9897,2202.772,2258.7253,1866.6555,1955.9573,1998.8131,1828.4684,2011.3644,1797.0
T000022,2006-06-30,2170.5872,2178.0583,2473.9878,2270.777,2508.4963,2106.8157,2042.9485,2204.4268,2080.5698,2017.6969,2053.0
T000023,2005-09-30,1034.1504,1074.7773,1142.8442,902.4913,1029.0544,1054.9106,982.7477,1044.468,1046.4664,1074.573,991.0
T000023,2005-12-31,963.7212,994.1721,1105.647,1259.7301,1190.1318,958.5645,1078.9167,1138.3074,989.2489,1067.0963,907.0
T000023,2006-03-31,1482.4889,1497.6183,1616.2389,1086.5479,1633.5513,1488.1384,1079.264,1188.1842,1471.2284,1084.7034,1432.0
T000023,2006-06-30,1072.2397,1106.9977,1273.334,1037.5922,1305.3572,1085.9479,1076.228,1181.2621,1060.3524,1049.4921,1024.0
T000024,2005-09-30,5299.227,5427.0156,5621.498,5372.61,5241.9126,5430.0557,4838.8257,4825.6323,5276.4204,4663.129,5183.0
T000024,2005-12-31,4511.304,4517.6514,4809.4365,4824.1533,5261.7183,4500.256,4281.15,4569.4,4310.993,4664.871,4319.0
T000024,2006-03-31,4391.6377,4232.2134,4926.9575,5103.0713,4966.5083,4079.6328,4435.4375,4408.895,3921.8281,4729.6074,3861.0
T000024,2006-06-30,5141.2827,5155.7017,5864.8022,5304.819,5935.168,5084.8604,4852.4443,5244.3174,4971.502,4755.6323,4874.0
T000025,2005-09-30,1285.7622,1317.5186,1351.4701,1115.2186,1287.3999,1325.0762,957.73346,917.38245,1285.4019,891.8904,1230.0
T000025,2005-12-31,661.4619,674.57117,772.65234,970.58685,866.61816,763.4659,692.3126,741.94763,647.76465,889.89526,652.0
T000025,2006-03-31,627.89966,611.7959,793.93866,952.54364,795.6139,645.6011,752.09644,662.1062,582.3113,931.16644,590.0
T000025,2006-06-30,1005.61884,1014.66486,1192.2681,1016.4414,1194.6539,1073.901,990.1597,1081.934,1000.9354,936.58844,974.0
T000026,2005-09-30,1138.5443,1177.9548,1186.3955,1049.0353,1129.5802,1212.1232,856.9845,799.4141,1134.531,760.69,1079.0
T000026,2005-12-31,576.7752,570.2078,614.7825,757.02045,725.5829,693.1283,556.67596,593.6465,574.92114,762.3825,580.0
T000026,2006-03-31,416.52048,365.77722,534.31177,835.4221,513.5301,440.47067,628.44495,517.9319,350.04248,797.61255,324.0
T000026,2006-06-30,901.0416,910.2613,1047.5593,915.57855,1056.0112,984.6742,858.0781,931.5018,918.1993,806.66614,867.0
T000027,2005-09-30,9835.702,10256.933,10442.164,8937.536,9909.335,10404.386,7583.316,7192.932,9898.265,6958.3174,9519.0
T000027,2005-12-31,5016.1323,5123.204,5823.7886,7258.6626,6627.1035,5929.7583,5271.8164,5591.481,4995.0127,6938.4146,5088.0
T000027,2006-03-31,4450.215,4276.2754,5746.999,7469.1377,5724.0537,4643.0337,5854.495,5064.6343,4076.9827,7319.8965,4093.0
T000027,2006-06-30,8027.149,8080.6313,9439.904,8003.977,9437.875,8607.775,7781.1294,8509.607,8046.0576,7396.1235,7749.0
T000028,2005-09-30,3022.7144,3063.2856,3216.8293,2979.238,3008.0732,2948.7808,2769.1807,2789.6572,2967.645,2715.3037,2875.0
T000028,2005-12-31,2832.5034,2822.929,2980.0203,2874.156,3239.366,2746.5813,2615.752,2806.4573,2680.844,2711.5723,2638.0
T000028,2006-03-31,2828.099,2751.623,3087.2524,2950.8943,3137.037,2596.5422,2667.2888,2740.451,2547.5068,2720.384,2498.0
T000028,2006-06-30,2948.5063,2949.2314,3371.3435,3053.2405,3403.3567,2860.8013,2795.7178,2972.071,2797.577,2728.2239,2779.0
T000029,2005-09-30,3191.0205,3240.8645,3383.889,3109.4214,3164.4014,3098.0642,2926.2473,2916.7231,3118.9465,2859.9438,2992.0
T000029,2005-12-31,2937.0098,2918.219,3094.27,2991.223,3353.721,2845.0383,2705.0535,2874.601,2765.3628,2853.817,2694.0
T000029,2006-03-31,2985.934,2895.859,3243.691,3065.4158,3294.971,2731.347,2814.5596,2881.1072,2696.7405,2897.402,2610.0
T000029,2006-06-30,3153.5488,3154.851,3590.5554,3165.3228,3626.971,3058.0942,2998.4697,3171.1184,2987.6694,2883.9944,2974.0
T000030,2005-09-30,1426.4169,1484.9036,1523.4203,1320.1415,1439.768,1513.1696,1138.1943,1069.7823,1432.5227,1044.3727,1384.0
T000030,2005-12-31,700.5019,720.9701,840.299,1060.699,958.7578,829.191,771.6462,801.073,711.7916,1040.6654,725.0
T000030,2006-03-31,661.81775,636.39935,862.2584,1103.8076,854.88617,691.74255,885.62335,766.9754,616.19385,1105.554,615.0
T000030,2006-06-30,1232.0759,1228.5188,1432.9829,1172.7462,1434.124,1313.3213,1185.9945,1296.3021,1231.7568,1122.0469,1183.0
T000031,2005-09-30,333.56192,334.07654,356.35565,330.30453,334.0312,332.44412,300.0498,310.9725,333.03836,300.80643,333.0
T000031,2005-12-31,301.84738,304.97955,327.47125,332.83752,357.9761,298.0861,294.54114,321.84674,295.59445,298.63306,294.0
T000031,2006-03-31,310.36813,305.33182,346.32373,333.17383,354.84933,294.35217,287.49652,295.88165,291.86584,301.8123,290.0
T000031,2006-06-30,309.8995,312.67676,363.42297,342.70157,368.2109,298.17813,296.3733,324.05203,294.53528,297.601,294.0
T000032,2005-09-30,3238.5876,3154.912,3105.6196,2487.6719,3253.4246,3117.0396,1741.7423,1640.3358,3135.065,1455.5449,3148.0
T000032,2005-12-31,705.83826,593.6948,736.9879,1811.7172,1049.1552,998.7954,802.94855,967.42267,681.66486,1523.8823,754.0
T000032,2006-03-31,144.89575,158.573,484.40295,1731.5729,536.03656,424.4579,824.28723,326.87817,196.35083,1659.0873,224.0
T000032,2006-06-30,1730.107,1732.4762,1946.0531,1980.9661,2049.9995,2063.4973,1670.3511,1995.0636,1773.337,1557.3291,1656.0
T000033,2005-09-30,189.61899,184.79065,209.38535,240.0801,197.64436,181.89377,199.69499,217.3341,183.0716,204.14679,180.0
T000033,2005-12-31,308.98682,309.24048,311.05548,194.58817,345.6159,297.14453,241.21219,276.51736,300.60907,206.27382,303.0
T000033,2006-03-31,187.23051,178.46521,218.36482,247.66562,211.41818,170.87862,211.64941,234.8565,165.36418,182.71251,163.0
T000033,2006-06-30,183.1326,183.13991,232.01912,267.72122,223.21492,185.21057,160.66292,163.40613,173.35938,187.39522,172.0
T000034,2005-09-30,401.73788,412.1288,416.91315,363.31964,395.38998,408.61487,300.9939,297.07877,399.5026,278.93402,392.0
T000034,2005-12-31,243.24905,243.47023,264.1719,310.5792,295.21405,261.0933,234.47171,258.6962,232.64545,282.21262,236.0
T000034,2006-03-31,203.41344,198.53284,254.39369,315.74432,251.98198,205.54929,238.24799,213.29956,185.308,290.76617,186.0
T000034,2006-06-30,306.61426,310.42606,365.31796,338.24036,366.9393,323.79037,296.09106,328.53647,303.98285,285.7663,295.0
T000035,2005-09-30,480.62643,487.44147,508.07037,465.92245,474.49847,452.8387,445.1846,441.71942,462.83014,435.3409,437.0
T000035,2005-12-31,462.36414,461.7752,481.7998,448.68973,522.4103,442.2341,416.50677,441.14224,446.48416,432.44333,419.0
T000035,2006-03-31,468.12006,457.42368,502.16953,464.144,509.95685,424.1591,436.52667,451.4702,435.62653,440.66605,400.0
T000035,2006-06-30,487.75336,488.71957,547.8735,479.2502,554.3988,460.01752,458.26663,477.82727,456.72073,437.78308,454.0
T000036,2005-09-30,636.0969,645.04706,677.27344,651.11816,625.85583,613.94867,609.28406,610.88464,620.6091,596.921,596.0
T000036,2005-12-31,627.4674,625.9306,651.82935,605.83356,710.02924,612.2719,574.75006,610.6648,608.4723,591.96436,587.0
T000036,2006-03-31,622.1055,603.381,672.34106,646.9126,679.1594,569.8852,594.56445,614.2129,565.58563,590.27844,536.0
T000036,2006-06-30,653.48334,656.8313,739.2324,666.99945,749.6824,629.0703,614.2041,650.0673,623.50195,597.9882,616.0
T000037,2005-09-30,1632.221,1638.4346,1615.9375,1213.3268,1626.8999,1623.9249,975.65063,854.9875,1578.171,829.28467,1402.0
T000037,2005-12-31,495.0888,454.583,505.58698,873.5081,671.8355,727.4544,483.8899,516.928,486.51282,825.878,472.0
T000037,2006-03-31,230.85736,214.94055,365.87543,865.16174,402.22427,361.89856,610.46765,412.25998,214.58777,887.0471,203.0
T000037,2006-06-30,1019.3879,1034.5377,1153.7002,990.26215,1209.9515,1199.3923,1028.023,1087.0176,1062.169,919.06384,1004.0
T000038,2005-09-30,1896.4628,1911.7964,2065.249,2004.314,1924.7822,1875.4347,1770.4636,1907.5223,1915.69,1775.8519,1981.0
T000038,2005-12-31,1955.8751,1935.7268,2031.1082,2038.1763,2265.6934,1904.2172,1889.9391,2105.0564,1938.1248,1860.9706,1952.0
T000038,2006-03-31,1933.6006,1896.4187,2137.585,2080.8113,2175.359,1835.188,1740.6951,1834.9138,1822.994,1889.9052,1832.0
T000038,2006-06-30,1799.444,1798.5543,2131.842,2137.462,2144.1404,1774.3058,1658.8208,1857.9651,1758.2496,1858.0082,1670.0
T000039,2005-03-31,14402.225,14696.465,15747.978,16238.293,14513.231,14471.7705,14858.483,14769.061,14399.541,14596.599,13300.0
T000039,2005-06-30,16821.143,16946.254,17330.727,13460.225,18924.1,17008.324,14393.534,15455.624,16973.254,14149.03,16200.0
T000039,2005-09-30,13197.728,13015.058,15218.695,15818.059,15083.083,12960.695,14753.64,15453.117,12396.502,13465.406,11300.0
T000039,2005-12-31,15115.359,15600.527,17851.36,16759.902,17783.441,15488.871,14378.387,14603.643,15091.703,13878.336,14700.0
T000040,2005-03-31,7466.8154,7627.4897,8425.551,8766.601,7596.757,7375.279,8105.9443,8303.257,7320.9893,8195.135,7200.0
T000040,2005-06-30,9085.974,9042.129,9407.193,7767.7017,10378.124,9070.836,8274.817,8882.455,9030.395,8117.8257,9000.0
T000040,2005-09-30,7882.1504,7669.0923,9034.086,8945.471,9032.953,7451.7944,8281.829,8826.916,7397.8237,7796.7944,7200.0
T000040,2005-12-31,8247.214,8366.128,9811.969,9252.481,9920.337,8357.292,7795.106,8193.879,8120.282,7871.9575,8000.0
T000041,2002-03-31,1477.821,1570.6858,1570.3159,2194.7324,1310.6393,1541.6143,1745.4165,1983.7161,1510.842,1894.7683,1649.0
T000041,2002-06-30,1899.2351,1912.948,1944.3168,1655.3412,2182.1555,1980.5863,1908.9354,2094.4363,2037.6128,1733.1827,2131.0
T000041,2002-09-30,1691.3636,1705.3921,1847.2966,2255.4048,1819.4973,1683.9878,1700.9944,1788.3079,1669.5624,1930.742,1515.0
T000041,2002-12-31,1879.5607,1775.7041,2088.4966,2253.3845,2252.8274,1944.977,1398.8502,1791.4751,2012.0193,1882.5452,1602.0
T000042,2002-03-31,1951.3701,1916.295,2265.4695,3013.9985,2056.1199,1932.0498,2661.3875,2766.3591,1876.1876,2832.9536,1761.0
T000042,2002-06-30,3837.83,3889.121,3906.7139,2088.1492,4272.55,3812.581,3014.6113,3288.9895,3787.2874,2713.5361,3801.0
T000042,2002-09-30,2323.0906,2124.2263,2636.8179,3090.18,2560.7776,2105.6277,2908.758,3233.6714,2097.2495,2385.5747,1940.0
T000042,2002-12-31,2662.515,2682.4302,3311.8394,3289.911,3197.0847,2862.6787,2271.1875,2253.0232,2587.0918,2479.4023,2488.0
T000043,2002-03-31,1368.6998,1447.0665,1538.0096,1725.9343,1346.4707,1437.7102,1484.0801,1628.1608,1441.9207,1589.1527,1564.0
T000043,2002-06-30,1443.5194,1455.6437,1545.3142,1588.0756,1669.226,1473.6182,1521.9684,1646.7142,1507.958,1558.1456,1513.0
T000043,2002-09-30,1571.0822,1544.8165,1715.7695,1788.438,1728.813,1573.1783,1427.088,1476.2229,1541.7488,1575.3334,1489.0
T000043,2002-12-31,1590.4976,1564.6353,1780.1692,1769.9279,1900.5182,1614.8531,1359.8196,1654.7743,1682.4248,1582.6216,1436.0
T000044,2002-03-31,6663.84,6929.414,7583.4634,8963.975,6734.318,7118.789,7734.2275,8297.689,6894.581,8003.997,7140.0
T000044,2002-06-30,8634.577,8530.759,8931.597,7458.381,9873.446,8669.537,8214.174,8957.044,8815.473,7706.7363,9118.0
T000044,2002-09-30,7184.759,7172.861,8402.459,9173.653,8302.635,7284.4478,7761.973,8248.127,7128.549,7965.3843,6806.0
T000044,2002-12-31,7744.1255,7898.205,9242.825,9391.314,9534.594,8010.874,6879.133,7770.724,7916.0684,7916.88,7349.0
T000045,2002-09-30,1317857.2,1329632.5,1434843.9,1330599.9,1337815.1,1325891.1,1234418.1,1292172.8,1324032.0,1279720.6,1348981.0
T000045,2002-12-31,1242424.1,1258543.9,1348231.5,1401145.1,1466528.2,1219072.6,1239309.9,1344434.0,1213347.5,1249883.9,1200274.0
T000045,2003-03-31,1352738.5,1334235.0,1501852.8,1378416.2,1540126.0,1301406.0,1209039.4,1260209.8,1304335.1,1253070.4,1298384.0
T000045,2003-06-30,1287145.5,1298966.9,1514941.2,1397078.4,1535948.6,1250492.2,1232354.1,1363572.1,1237426.4,1250939.8,1221307.0
T000046,2002-09-30,41384.02,41788.4,44407.08,41051.598,41322.992,41247.04,39411.535,39840.332,41073.01,38732.285,40494.0
T000046,2002-12-31,38568.652,38250.355,40652.31,41913.562,43696.46,36534.797,36832.035,38729.867,36100.43,39067.53,34519.0
T000046,2003-03-31,42920.79,42072.742,46227.438,41724.49,47350.234,40483.266,38349.617,39456.875,39897.56,40143.06,39123.0
T000046,2003-06-30,43347.15,43360.645,48782.22,42030.25,49843.473,42061.89,41021.62,44596.992,41563.523,39810.875,40595.0
T000047,2002-09-30,13930.994,13780.353,14946.344,11551.106,13605.453,13474.213,10236.976,11878.017,13941.82,13138.61,14574.0
T000047,2002-12-31,11138.32,10802.997,12226.997,15498.035,13795.126,11048.845,12242.977,14169.81,11383.008,11662.88,11292.0
T000047,2003-03-31,15023.242,14603.506,16509.785,13020.988,16521.805,14321.884,10135.46,10877.755,14626.707,11888.329,14756.0
T000047,2003-06-30,10187.661,9828.824,12525.885,13070.867,12734.279,10658.792,9665.227,11563.328,9790.567,11677.451,9168.0
T000048,2002-09-30,13425.366,13804.84,14707.953,14434.982,13400.995,12802.884,13973.926,13828.089,12817.451,13307.914,12686.0
T000048,2002-12-31,13516.96,13394.803,14358.519,13329.716,15543.873,13013.414,12828.275,13244.326,12745.065,13484.48,12654.0
T000048,2003-03-31,14063.311,13801.525,15473.219,14463.502,15648.11,12784.151,13830.057,14317.679,12749.822,13367.766,12510.0
T000048,2003-06-30,15342.079,15401.102,17079.219,14661.374,17626.48,15029.365,14484.133,15360.063,14798.535,13442.183,14576.0
T000049,2002-09-30,399158.12,409417.03,433393.9,422869.66,396234.62,393207.6,402931.94,397387.56,385486.78,383364.28,381071.0
T000049,2002-12-31,374571.66,373664.03,403734.22,384909.9,437640.2,365642.78,360805.88,373492.53,357651.84,388300.66,355236.0
T000049,2003-03-31,392542.62,384264.03,432340.7,415521.78,437687.66,357393.47,389429.28,397575.56,355099.06,383368.6,346099.0
T000049,2003-06-30,443028.3,444840.28,492479.12,423496.16,505439.3,433335.53,416776.56,444007.84,426238.56,387538.0,419153.0
T000050,2002-09-30,19870.854,17803.05,21113.42,23611.623,20024.611,18461.686,17844.56,20508.38,20753.68,17098.42,23638.0
T000050,2002-12-31,20510.791,18753.578,20081.68,21254.895,23318.691,19089.37,19598.197,22938.64,21257.455,19232.98,21726.0
